trait,trait_label,fold,test_island_code,test_island,rule_kind,rule_label,top_m,top_m_label,grm_threshold,n_inner_used,lambda,selected_trial,weighting_method,n_pcs,alpha,outer_r
body_mass,Body mass,10,9,Sleneset,top_m,3,3,3,,3,0.0,65,pc_logistic,2000,1843007.0551826195,0.1255238991429778
body_mass,Body mass,10,9,Sleneset,top_m,3,3,3,,3,0.5,65,pc_logistic,2000,1843007.0551826195,0.1255238991429778
body_mass,Body mass,10,9,Sleneset,top_m,3,3,3,,3,1.0,11,pc_logistic,3000,1514826.4092240615,0.12330006861366676
body_mass,Body mass,10,9,Sleneset,top_m,3,3,3,,3,1.5,11,pc_logistic,3000,1514826.4092240615,0.12330006861366676
body_mass,Body mass,10,9,Sleneset,top_m,5,5,5,,5,0.0,17,pc_logistic,3500,390665.16488696553,0.17319716602250354
body_mass,Body mass,10,9,Sleneset,top_m,5,5,5,,5,0.5,92,pc_logistic,1000,283616.8809222442,0.14325875516474149
body_mass,Body mass,10,9,Sleneset,top_m,5,5,5,,5,1.0,180,pc_logistic,1000,670717.9966803074,0.16994777832905994
body_mass,Body mass,10,9,Sleneset,top_m,5,5,5,,5,1.5,11,pc_logistic,3000,1514826.4092240615,0.12330006861366676
body_mass,Body mass,10,9,Sleneset,top_m,8,8,8,,8,0.0,140,pc_logistic,1000,142471.08360657614,0.1543471305903089
body_mass,Body mass,10,9,Sleneset,top_m,8,8,8,,8,0.5,196,pc_logistic,1000,319673.64898528735,0.174640695067681
body_mass,Body mass,10,9,Sleneset,top_m,8,8,8,,8,1.0,138,pc_logistic,1000,414092.3947735142,0.1318542410487128
body_mass,Body mass,10,9,Sleneset,top_m,8,8,8,,8,1.5,138,pc_logistic,1000,414092.3947735142,0.1318542410487128
body_mass,Body mass,10,9,Sleneset,top_m,10,10,10,,10,0.0,196,pc_logistic,1000,319673.64898528735,0.174640695067681
body_mass,Body mass,10,9,Sleneset,top_m,10,10,10,,10,0.5,196,pc_logistic,1000,319673.64898528735,0.174640695067681
body_mass,Body mass,10,9,Sleneset,top_m,10,10,10,,10,1.0,179,pc_logistic,1000,374603.7311630509,0.16407234106909138
body_mass,Body mass,10,9,Sleneset,top_m,10,10,10,,10,1.5,194,pc_logistic,1000,531215.5321492392,0.1704808370921549
body_mass,Body mass,10,9,Sleneset,top_m,15,15,15,,14,0.0,126,pc_logistic,1500,242506.00389227507,0.1473701993761241
body_mass,Body mass,10,9,Sleneset,top_m,15,15,15,,14,0.5,193,pc_logistic,1000,325276.3730562425,0.1639884693861776
body_mass,Body mass,10,9,Sleneset,top_m,15,15,15,,14,1.0,193,pc_logistic,1000,325276.3730562425,0.1639884693861776
body_mass,Body mass,10,9,Sleneset,top_m,15,15,15,,14,1.5,193,pc_logistic,1000,325276.3730562425,0.1639884693861776
body_mass,Body mass,10,9,Sleneset,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.0,140,pc_logistic,1000,142471.08360657614,0.1543471305903089
body_mass,Body mass,10,9,Sleneset,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.5,138,pc_logistic,1000,414092.3947735142,0.1318542410487128
body_mass,Body mass,10,9,Sleneset,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.0,138,pc_logistic,1000,414092.3947735142,0.1318542410487128
body_mass,Body mass,10,9,Sleneset,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.5,138,pc_logistic,1000,414092.3947735142,0.1318542410487128
body_mass,Body mass,11,10,Aldra,top_m,3,3,3,,3,0.0,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,3,3,3,,3,0.5,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,3,3,3,,3,1.0,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,3,3,3,,3,1.5,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,5,5,5,,5,0.0,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,5,5,5,,5,0.5,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,5,5,5,,5,1.0,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,5,5,5,,5,1.5,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,8,8,8,,8,0.0,120,pc_logistic,2500,140439.75816249868,0.24234888249786796
body_mass,Body mass,11,10,Aldra,top_m,8,8,8,,8,0.5,40,pc_logistic,1000,107535.14962929707,0.2742530543174134
body_mass,Body mass,11,10,Aldra,top_m,8,8,8,,8,1.0,40,pc_logistic,1000,107535.14962929707,0.2742530543174134
body_mass,Body mass,11,10,Aldra,top_m,8,8,8,,8,1.5,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,top_m,10,10,10,,10,0.0,114,pc_logistic,2500,119393.74594226721,0.24236226239740183
body_mass,Body mass,11,10,Aldra,top_m,10,10,10,,10,0.5,185,pc_logistic,2500,129104.98102729785,0.2113194689850669
body_mass,Body mass,11,10,Aldra,top_m,10,10,10,,10,1.0,154,pc_logistic,2500,135482.59225626034,0.20391870943251672
body_mass,Body mass,11,10,Aldra,top_m,10,10,10,,10,1.5,154,pc_logistic,2500,135482.59225626034,0.20391870943251672
body_mass,Body mass,11,10,Aldra,top_m,15,15,15,,14,0.0,78,pc_logistic,2500,238809.6632331377,0.25720416305774085
body_mass,Body mass,11,10,Aldra,top_m,15,15,15,,14,0.5,78,pc_logistic,2500,238809.6632331377,0.25720416305774085
body_mass,Body mass,11,10,Aldra,top_m,15,15,15,,14,1.0,77,pc_logistic,2500,263034.73894584476,0.22782891964192428
body_mass,Body mass,11,10,Aldra,top_m,15,15,15,,14,1.5,77,pc_logistic,2500,263034.73894584476,0.22782891964192428
body_mass,Body mass,11,10,Aldra,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.0,165,pc_logistic,2500,205351.3084616633,0.22316493394357387
body_mass,Body mass,11,10,Aldra,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.5,39,pc_logistic,1000,35314.055695499854,0.3108574716684506
body_mass,Body mass,11,10,Aldra,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.0,56,pc_logistic,1500,4094652.6088118833,0.047229820093175764
body_mass,Body mass,11,10,Aldra,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.5,56,pc_logistic,1500,4094652.6088118833,0.047229820093175764
body_mass,Body mass,12,11,Leka,top_m,3,3,3,,3,0.0,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,top_m,3,3,3,,3,0.5,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,top_m,3,3,3,,3,1.0,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,top_m,3,3,3,,3,1.5,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,top_m,5,5,5,,5,0.0,198,pc_logistic,2500,224181.36704604526,0.18582632169668445
body_mass,Body mass,12,11,Leka,top_m,5,5,5,,5,0.5,130,pc_logistic,2000,594395.566585916,0.16824722852402763
body_mass,Body mass,12,11,Leka,top_m,5,5,5,,5,1.0,130,pc_logistic,2000,594395.566585916,0.16824722852402763
body_mass,Body mass,12,11,Leka,top_m,5,5,5,,5,1.5,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,top_m,8,8,8,,8,0.0,139,pc_logistic,2500,454313.72199445876,0.1775207279289302
body_mass,Body mass,12,11,Leka,top_m,8,8,8,,8,0.5,139,pc_logistic,2500,454313.72199445876,0.1775207279289302
body_mass,Body mass,12,11,Leka,top_m,8,8,8,,8,1.0,139,pc_logistic,2500,454313.72199445876,0.1775207279289302
body_mass,Body mass,12,11,Leka,top_m,8,8,8,,8,1.5,139,pc_logistic,2500,454313.72199445876,0.1775207279289302
body_mass,Body mass,12,11,Leka,top_m,10,10,10,,10,0.0,139,pc_logistic,2500,454313.72199445876,0.1775207279289302
body_mass,Body mass,12,11,Leka,top_m,10,10,10,,10,0.5,139,pc_logistic,2500,454313.72199445876,0.1775207279289302
body_mass,Body mass,12,11,Leka,top_m,10,10,10,,10,1.0,129,pc_logistic,2000,2803565.8456042106,0.16052942128698133
body_mass,Body mass,12,11,Leka,top_m,10,10,10,,10,1.5,129,pc_logistic,2000,2803565.8456042106,0.16052942128698133
body_mass,Body mass,12,11,Leka,top_m,15,15,15,,14,0.0,196,pc_logistic,2500,176126.62214747985,0.1878410001067003
body_mass,Body mass,12,11,Leka,top_m,15,15,15,,14,0.5,196,pc_logistic,2500,176126.62214747985,0.1878410001067003
body_mass,Body mass,12,11,Leka,top_m,15,15,15,,14,1.0,142,pc_logistic,2500,292646.9872388492,0.18359427410333573
body_mass,Body mass,12,11,Leka,top_m,15,15,15,,14,1.5,107,pc_logistic,2500,273641.45984960994,0.18335670276835556
body_mass,Body mass,12,11,Leka,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.0,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.5,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.0,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,12,11,Leka,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.5,13,pc_logistic,2500,714694.6799037684,0.16881386039455526
body_mass,Body mass,13,12,Vega,top_m,3,3,3,,3,0.0,73,pc_logistic,2000,128691.87754214622,0.1506539112417202
body_mass,Body mass,13,12,Vega,top_m,3,3,3,,3,0.5,197,pc_logistic,2500,356330.3374144904,0.15247016525781204
body_mass,Body mass,13,12,Vega,top_m,3,3,3,,3,1.0,28,pc_logistic,1500,1861078.9959378166,0.15406196519406873
body_mass,Body mass,13,12,Vega,top_m,3,3,3,,3,1.5,28,pc_logistic,1500,1861078.9959378166,0.15406196519406873
body_mass,Body mass,13,12,Vega,top_m,5,5,5,,5,0.0,135,pc_logistic,2500,136349.45033181278,0.14556243300057886
body_mass,Body mass,13,12,Vega,top_m,5,5,5,,5,0.5,135,pc_logistic,2500,136349.45033181278,0.14556243300057886
body_mass,Body mass,13,12,Vega,top_m,5,5,5,,5,1.0,135,pc_logistic,2500,136349.45033181278,0.14556243300057886
body_mass,Body mass,13,12,Vega,top_m,5,5,5,,5,1.5,44,pc_logistic,3000,210611.21366467307,0.14853708312576847
body_mass,Body mass,13,12,Vega,top_m,8,8,8,,8,0.0,181,pc_logistic,2500,229558.47725547146,0.1477901092983103
body_mass,Body mass,13,12,Vega,top_m,8,8,8,,8,0.5,181,pc_logistic,2500,229558.47725547146,0.1477901092983103
body_mass,Body mass,13,12,Vega,top_m,8,8,8,,8,1.0,176,pc_logistic,2500,229266.16792849897,0.15099736026171626
body_mass,Body mass,13,12,Vega,top_m,8,8,8,,8,1.5,61,pc_logistic,2500,622453.2426403261,0.15614239332035504
body_mass,Body mass,13,12,Vega,top_m,10,10,10,,10,0.0,189,pc_logistic,2500,223034.8120151004,0.14690884418628
body_mass,Body mass,13,12,Vega,top_m,10,10,10,,10,0.5,198,pc_logistic,2500,284441.5149562714,0.14752080788771793
body_mass,Body mass,13,12,Vega,top_m,10,10,10,,10,1.0,197,pc_logistic,2500,356330.3374144904,0.15247016525781204
body_mass,Body mass,13,12,Vega,top_m,10,10,10,,10,1.5,197,pc_logistic,2500,356330.3374144904,0.15247016525781204
body_mass,Body mass,13,12,Vega,top_m,15,15,15,,14,0.0,133,pc_logistic,2500,127919.41764984223,0.14521913399733896
body_mass,Body mass,13,12,Vega,top_m,15,15,15,,14,0.5,181,pc_logistic,2500,229558.47725547146,0.1477901092983103
body_mass,Body mass,13,12,Vega,top_m,15,15,15,,14,1.0,181,pc_logistic,2500,229558.47725547146,0.1477901092983103
body_mass,Body mass,13,12,Vega,top_m,15,15,15,,14,1.5,176,pc_logistic,2500,229266.16792849897,0.15099736026171626
body_mass,Body mass,13,12,Vega,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,1,0.0,11,pc_logistic,3500,520567.0232771112,0.14927268278781702
body_mass,Body mass,13,12,Vega,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,1,0.5,11,pc_logistic,3500,520567.0232771112,0.14927268278781702
body_mass,Body mass,13,12,Vega,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,1,1.0,11,pc_logistic,3500,520567.0232771112,0.14927268278781702
body_mass,Body mass,13,12,Vega,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,1,1.5,11,pc_logistic,3500,520567.0232771112,0.14927268278781702
body_mass,Body mass,14,13,Vikna,top_m,3,3,3,,3,0.0,13,pc_logistic,2500,714694.6799037684,0.1531095409919082
body_mass,Body mass,14,13,Vikna,top_m,3,3,3,,3,0.5,13,pc_logistic,2500,714694.6799037684,0.1531095409919082
body_mass,Body mass,14,13,Vikna,top_m,3,3,3,,3,1.0,13,pc_logistic,2500,714694.6799037684,0.1531095409919082
body_mass,Body mass,14,13,Vikna,top_m,3,3,3,,3,1.5,13,pc_logistic,2500,714694.6799037684,0.1531095409919082
body_mass,Body mass,14,13,Vikna,top_m,5,5,5,,5,0.0,65,pc_logistic,1500,422514.47303620906,0.17815826819807506
body_mass,Body mass,14,13,Vikna,top_m,5,5,5,,5,0.5,57,pc_logistic,2000,775740.0185538544,0.18156995856153588
body_mass,Body mass,14,13,Vikna,top_m,5,5,5,,5,1.0,58,pc_logistic,2000,1578425.9031017486,0.18401452210459476
body_mass,Body mass,14,13,Vikna,top_m,5,5,5,,5,1.5,58,pc_logistic,2000,1578425.9031017486,0.18401452210459476
body_mass,Body mass,14,13,Vikna,top_m,8,8,8,,8,0.0,109,pc_logistic,2500,849568.0868756116,0.17441122925311842
body_mass,Body mass,14,13,Vikna,top_m,8,8,8,,8,0.5,109,pc_logistic,2500,849568.0868756116,0.17441122925311842
body_mass,Body mass,14,13,Vikna,top_m,8,8,8,,8,1.0,133,pc_logistic,1000,1217569.1539093175,0.17739909074797994
body_mass,Body mass,14,13,Vikna,top_m,8,8,8,,8,1.5,133,pc_logistic,1000,1217569.1539093175,0.17739909074797994
body_mass,Body mass,14,13,Vikna,top_m,10,10,10,,10,0.0,98,pc_logistic,2500,235673.72646352072,0.16803624994107277
body_mass,Body mass,14,13,Vikna,top_m,10,10,10,,10,0.5,58,pc_logistic,2000,1578425.9031017486,0.18401452210459476
body_mass,Body mass,14,13,Vikna,top_m,10,10,10,,10,1.0,58,pc_logistic,2000,1578425.9031017486,0.18401452210459476
body_mass,Body mass,14,13,Vikna,top_m,10,10,10,,10,1.5,133,pc_logistic,1000,1217569.1539093175,0.17739909074797994
body_mass,Body mass,14,13,Vikna,top_m,15,15,15,,14,0.0,98,pc_logistic,2500,235673.72646352072,0.16803624994107277
body_mass,Body mass,14,13,Vikna,top_m,15,15,15,,14,0.5,125,pc_logistic,1500,524832.2101852614,0.17608892128328862
body_mass,Body mass,14,13,Vikna,top_m,15,15,15,,14,1.0,132,pc_logistic,1000,497033.09906134015,0.17450001789283445
body_mass,Body mass,14,13,Vikna,top_m,15,15,15,,14,1.5,132,pc_logistic,1000,497033.09906134015,0.17450001789283445
body_mass,Body mass,14,13,Vikna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.0,72,pc_logistic,1500,1155946.1737665208,0.1790801149883401
body_mass,Body mass,14,13,Vikna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.5,13,pc_logistic,2500,714694.6799037684,0.1531095409919082
body_mass,Body mass,14,13,Vikna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.0,13,pc_logistic,2500,714694.6799037684,0.1531095409919082
body_mass,Body mass,14,13,Vikna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.5,4,pc_logistic,2000,5373167.4046281455,0.18143872250810913
body_mass,Body mass,15,14,Lauvøya,top_m,3,3,3,,3,0.0,78,pc_logistic,2500,2379.4715291078655,0.017843896986963936
body_mass,Body mass,15,14,Lauvøya,top_m,3,3,3,,3,0.5,78,pc_logistic,2500,2379.4715291078655,0.017843896986963936
body_mass,Body mass,15,14,Lauvøya,top_m,3,3,3,,3,1.0,78,pc_logistic,2500,2379.4715291078655,0.017843896986963936
body_mass,Body mass,15,14,Lauvøya,top_m,3,3,3,,3,1.5,78,pc_logistic,2500,2379.4715291078655,0.017843896986963936
body_mass,Body mass,15,14,Lauvøya,top_m,5,5,5,,5,0.0,79,pc_logistic,3000,102289.09039337111,0.12013972053556167
body_mass,Body mass,15,14,Lauvøya,top_m,5,5,5,,5,0.5,79,pc_logistic,3000,102289.09039337111,0.12013972053556167
body_mass,Body mass,15,14,Lauvøya,top_m,5,5,5,,5,1.0,52,pc_logistic,2500,194440.28087032988,0.14015010649658952
body_mass,Body mass,15,14,Lauvøya,top_m,5,5,5,,5,1.5,78,pc_logistic,2500,2379.4715291078655,0.017843896986963936
body_mass,Body mass,15,14,Lauvøya,top_m,8,8,8,,8,0.0,31,pc_logistic,2500,122934.07719524526,0.10982701630594097
body_mass,Body mass,15,14,Lauvøya,top_m,8,8,8,,8,0.5,31,pc_logistic,2500,122934.07719524526,0.10982701630594097
body_mass,Body mass,15,14,Lauvøya,top_m,8,8,8,,8,1.0,97,pc_logistic,2500,20588.55704037575,0.05176610606437021
body_mass,Body mass,15,14,Lauvøya,top_m,8,8,8,,8,1.5,97,pc_logistic,2500,20588.55704037575,0.05176610606437021
body_mass,Body mass,15,14,Lauvøya,top_m,10,10,10,,10,0.0,146,pc_logistic,2500,133473.5310569783,0.1176499575825925
body_mass,Body mass,15,14,Lauvøya,top_m,10,10,10,,10,0.5,146,pc_logistic,2500,133473.5310569783,0.1176499575825925
body_mass,Body mass,15,14,Lauvøya,top_m,10,10,10,,10,1.0,168,pc_logistic,2500,266752.5864162608,0.1430506732595784
body_mass,Body mass,15,14,Lauvøya,top_m,10,10,10,,10,1.5,168,pc_logistic,2500,266752.5864162608,0.1430506732595784
body_mass,Body mass,15,14,Lauvøya,top_m,15,15,15,,14,0.0,198,pc_logistic,2500,81992.0834182383,0.0957588280216394
body_mass,Body mass,15,14,Lauvøya,top_m,15,15,15,,14,0.5,31,pc_logistic,2500,122934.07719524526,0.10982701630594097
body_mass,Body mass,15,14,Lauvøya,top_m,15,15,15,,14,1.0,31,pc_logistic,2500,122934.07719524526,0.10982701630594097
body_mass,Body mass,15,14,Lauvøya,top_m,15,15,15,,14,1.5,84,pc_logistic,2500,82414.46491912931,0.10170174362165364
body_mass,Body mass,15,14,Lauvøya,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.0,65,pc_logistic,2500,37420.57078818704,0.08881577014550272
body_mass,Body mass,15,14,Lauvøya,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,0.5,65,pc_logistic,2500,37420.57078818704,0.08881577014550272
body_mass,Body mass,15,14,Lauvøya,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.0,65,pc_logistic,2500,37420.57078818704,0.08881577014550272
body_mass,Body mass,15,14,Lauvøya,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,2,1.5,65,pc_logistic,2500,37420.57078818704,0.08881577014550272
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,3,3,3,,3,0.0,175,pc_logistic,3500,110959.78652951456,0.27835603283569826
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,3,3,3,,3,0.5,172,pc_logistic,3500,96439.63587240224,0.2889750788815051
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,3,3,3,,3,1.0,172,pc_logistic,3500,96439.63587240224,0.2889750788815051
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,3,3,3,,3,1.5,178,pc_logistic,4000,77829.56595767941,0.2996331998670693
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,5,5,5,,5,0.0,173,pc_logistic,3500,88605.15029841877,0.26638339293787605
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,5,5,5,,5,0.5,195,pc_logistic,3500,63050.81348253352,0.2566947291907228
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,5,5,5,,5,1.0,195,pc_logistic,3500,63050.81348253352,0.2566947291907228
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,5,5,5,,5,1.5,164,pc_logistic,4000,56741.09701009459,0.2731466395317991
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,8,8,8,,8,0.0,173,pc_logistic,3500,88605.15029841877,0.26638339293787605
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,8,8,8,,8,0.5,173,pc_logistic,3500,88605.15029841877,0.26638339293787605
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,8,8,8,,8,1.0,173,pc_logistic,3500,88605.15029841877,0.26638339293787605
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,8,8,8,,8,1.5,173,pc_logistic,3500,88605.15029841877,0.26638339293787605
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,10,10,10,,10,0.0,182,pc_logistic,3500,112567.15109228746,0.2856106154130014
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,10,10,10,,10,0.5,182,pc_logistic,3500,112567.15109228746,0.2856106154130014
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,10,10,10,,10,1.0,181,pc_logistic,3500,125840.09690518296,0.2891605536327567
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,10,10,10,,10,1.5,181,pc_logistic,3500,125840.09690518296,0.2891605536327567
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,15,15,15,,14,0.0,93,pc_logistic,3000,163249.17005057764,0.29478263244375696
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,15,15,15,,14,0.5,93,pc_logistic,3000,163249.17005057764,0.29478263244375696
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,15,15,15,,14,1.0,146,pc_logistic,3500,163029.4425271604,0.2896011160114952
thr_tarsus,Tarsus length,1,0,Nesøy,top_m,15,15,15,,14,1.5,146,pc_logistic,3500,163029.4425271604,0.2896011160114952
thr_tarsus,Tarsus length,1,0,Nesøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,9,0.0,182,pc_logistic,3500,112567.15109228746,0.2856106154130014
thr_tarsus,Tarsus length,1,0,Nesøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,9,0.5,182,pc_logistic,3500,112567.15109228746,0.2856106154130014
thr_tarsus,Tarsus length,1,0,Nesøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,9,1.0,181,pc_logistic,3500,125840.09690518296,0.2891605536327567
thr_tarsus,Tarsus length,1,0,Nesøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,9,1.5,119,pc_logistic,3000,115843.7037567103,0.2798352686272919
thr_tarsus,Tarsus length,2,1,Myken,top_m,3,3,3,,3,0.0,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,3,3,3,,3,0.5,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,3,3,3,,3,1.0,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,3,3,3,,3,1.5,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,5,5,5,,5,0.0,105,pc_logistic,2000,4123599.932512638,0.31550515731771195
thr_tarsus,Tarsus length,2,1,Myken,top_m,5,5,5,,5,0.5,105,pc_logistic,2000,4123599.932512638,0.31550515731771195
thr_tarsus,Tarsus length,2,1,Myken,top_m,5,5,5,,5,1.0,100,pc_logistic,2500,1360270.4264328845,0.329154170756289
thr_tarsus,Tarsus length,2,1,Myken,top_m,5,5,5,,5,1.5,100,pc_logistic,2500,1360270.4264328845,0.329154170756289
thr_tarsus,Tarsus length,2,1,Myken,top_m,8,8,8,,8,0.0,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,8,8,8,,8,0.5,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,8,8,8,,8,1.0,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,8,8,8,,8,1.5,98,pc_logistic,2500,474061.8935670913,0.3384998211369029
thr_tarsus,Tarsus length,2,1,Myken,top_m,10,10,10,,10,0.0,173,pc_logistic,4000,219603.50214433568,0.3457654068781739
thr_tarsus,Tarsus length,2,1,Myken,top_m,10,10,10,,10,0.5,173,pc_logistic,4000,219603.50214433568,0.3457654068781739
thr_tarsus,Tarsus length,2,1,Myken,top_m,10,10,10,,10,1.0,173,pc_logistic,4000,219603.50214433568,0.3457654068781739
thr_tarsus,Tarsus length,2,1,Myken,top_m,10,10,10,,10,1.5,173,pc_logistic,4000,219603.50214433568,0.3457654068781739
thr_tarsus,Tarsus length,2,1,Myken,top_m,15,15,15,,14,0.0,142,pc_logistic,3500,256732.66336890857,0.363659332739813
thr_tarsus,Tarsus length,2,1,Myken,top_m,15,15,15,,14,0.5,142,pc_logistic,3500,256732.66336890857,0.363659332739813
thr_tarsus,Tarsus length,2,1,Myken,top_m,15,15,15,,14,1.0,142,pc_logistic,3500,256732.66336890857,0.363659332739813
thr_tarsus,Tarsus length,2,1,Myken,top_m,15,15,15,,14,1.5,142,pc_logistic,3500,256732.66336890857,0.363659332739813
thr_tarsus,Tarsus length,2,1,Myken,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.0,105,pc_logistic,2000,4123599.932512638,0.31550515731771195
thr_tarsus,Tarsus length,2,1,Myken,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.5,100,pc_logistic,2500,1360270.4264328845,0.329154170756289
thr_tarsus,Tarsus length,2,1,Myken,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.0,100,pc_logistic,2500,1360270.4264328845,0.329154170756289
thr_tarsus,Tarsus length,2,1,Myken,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.5,100,pc_logistic,2500,1360270.4264328845,0.329154170756289
thr_tarsus,Tarsus length,3,2,Træna,top_m,3,3,3,,3,0.0,196,pc_logistic,3500,186420.86378560943,0.233845071458121
thr_tarsus,Tarsus length,3,2,Træna,top_m,3,3,3,,3,0.5,193,pc_logistic,3500,178117.04374281186,0.23425055534965772
thr_tarsus,Tarsus length,3,2,Træna,top_m,3,3,3,,3,1.0,93,pc_logistic,3000,221440.930875748,0.23565441070364643
thr_tarsus,Tarsus length,3,2,Træna,top_m,3,3,3,,3,1.5,95,pc_logistic,3000,400199.18758018134,0.24896431595872304
thr_tarsus,Tarsus length,3,2,Træna,top_m,5,5,5,,5,0.0,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
