trait,trait_label,fold,test_island_code,test_island,rule_kind,rule_label,top_m,top_m_label,grm_threshold,n_inner_used,lambda,selected_trial,weighting_method,n_pcs,alpha,outer_r
thr_tarsus,Tarsus length,3,2,Træna,top_m,5,5,5,,5,0.5,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,top_m,5,5,5,,5,1.0,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,top_m,5,5,5,,5,1.5,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,top_m,8,8,8,,8,0.0,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,top_m,8,8,8,,8,0.5,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,top_m,8,8,8,,8,1.0,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,top_m,8,8,8,,8,1.5,80,pc_logistic,3000,953652.1579609917,0.21528179165689293
thr_tarsus,Tarsus length,3,2,Træna,top_m,10,10,10,,10,0.0,196,pc_logistic,3500,186420.86378560943,0.233845071458121
thr_tarsus,Tarsus length,3,2,Træna,top_m,10,10,10,,10,0.5,196,pc_logistic,3500,186420.86378560943,0.233845071458121
thr_tarsus,Tarsus length,3,2,Træna,top_m,10,10,10,,10,1.0,190,pc_logistic,3500,175370.52095232919,0.23380290952303956
thr_tarsus,Tarsus length,3,2,Træna,top_m,10,10,10,,10,1.5,190,pc_logistic,3500,175370.52095232919,0.23380290952303956
thr_tarsus,Tarsus length,3,2,Træna,top_m,15,15,15,,14,0.0,190,pc_logistic,3500,175370.52095232919,0.23380290952303956
thr_tarsus,Tarsus length,3,2,Træna,top_m,15,15,15,,14,0.5,190,pc_logistic,3500,175370.52095232919,0.23380290952303956
thr_tarsus,Tarsus length,3,2,Træna,top_m,15,15,15,,14,1.0,190,pc_logistic,3500,175370.52095232919,0.23380290952303956
thr_tarsus,Tarsus length,3,2,Træna,top_m,15,15,15,,14,1.5,190,pc_logistic,3500,175370.52095232919,0.23380290952303956
thr_tarsus,Tarsus length,3,2,Træna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.0,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.5,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.0,199,pc_logistic,1500,223768.0408646867,0.2145562819289073
thr_tarsus,Tarsus length,3,2,Træna,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.5,80,pc_logistic,3000,953652.1579609917,0.21528179165689293
thr_tarsus,Tarsus length,4,3,Selvær,top_m,3,3,3,,3,0.0,21,uniform,4500,353089.3127973871,0.26904603171214964
thr_tarsus,Tarsus length,4,3,Selvær,top_m,3,3,3,,3,0.5,22,uniform,4500,318171.7720201785,0.26935557846021124
thr_tarsus,Tarsus length,4,3,Selvær,top_m,3,3,3,,3,1.0,94,pc_logistic,4000,185857.8663729965,0.2939053080727067
thr_tarsus,Tarsus length,4,3,Selvær,top_m,3,3,3,,3,1.5,94,pc_logistic,4000,185857.8663729965,0.2939053080727067
thr_tarsus,Tarsus length,4,3,Selvær,top_m,5,5,5,,5,0.0,74,pc_logistic,5000,1125700.660449611,0.2823700756539295
thr_tarsus,Tarsus length,4,3,Selvær,top_m,5,5,5,,5,0.5,74,pc_logistic,5000,1125700.660449611,0.2823700756539295
thr_tarsus,Tarsus length,4,3,Selvær,top_m,5,5,5,,5,1.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,5,5,5,,5,1.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,8,8,8,,8,0.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,8,8,8,,8,0.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,8,8,8,,8,1.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,8,8,8,,8,1.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,10,10,10,,10,0.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,10,10,10,,10,0.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,10,10,10,,10,1.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,10,10,10,,10,1.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,15,15,15,,14,0.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,15,15,15,,14,0.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,top_m,15,15,15,,14,1.0,191,pc_logistic,4000,153092.5119148768,0.2960167619306147
thr_tarsus,Tarsus length,4,3,Selvær,top_m,15,15,15,,14,1.5,191,pc_logistic,4000,153092.5119148768,0.2960167619306147
thr_tarsus,Tarsus length,4,3,Selvær,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,6,0.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,6,0.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,6,1.0,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,4,3,Selvær,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,6,1.5,75,pc_logistic,1000,177605.94152973042,0.2579398970704142
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,3,3,3,,3,0.0,117,pc_logistic,500,186878.87682994537,0.20966434400487796
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,3,3,3,,3,0.5,117,pc_logistic,500,186878.87682994537,0.20966434400487796
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,3,3,3,,3,1.0,150,pc_logistic,2500,229584.84314350045,0.24351015919484842
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,3,3,3,,3,1.5,87,pc_logistic,2500,168143.84962486444,0.24497391851629158
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,5,5,5,,5,0.0,156,pc_logistic,3000,199970.0489203752,0.24223359105088152
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,5,5,5,,5,0.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,5,5,5,,5,1.0,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,5,5,5,,5,1.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,8,8,8,,8,0.0,179,pc_logistic,3000,267763.0629242597,0.23752768823503376
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,8,8,8,,8,0.5,179,pc_logistic,3000,267763.0629242597,0.23752768823503376
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,8,8,8,,8,1.0,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,8,8,8,,8,1.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,10,10,10,,10,0.0,153,pc_logistic,3000,184650.37609346033,0.24587573607374694
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,10,10,10,,10,0.5,153,pc_logistic,3000,184650.37609346033,0.24587573607374694
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,10,10,10,,10,1.0,192,pc_logistic,3000,223833.5878054906,0.24468278785687103
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,10,10,10,,10,1.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,15,15,15,,14,0.0,195,pc_logistic,3000,211637.1878704008,0.24509125141083196
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,15,15,15,,14,0.5,192,pc_logistic,3000,223833.5878054906,0.24468278785687103
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,15,15,15,,14,1.0,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,top_m,15,15,15,,14,1.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,4,0.0,117,pc_logistic,500,186878.87682994537,0.20966434400487796
thr_tarsus,Tarsus length,5,4,Gjerøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,4,0.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,4,1.0,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,5,4,Gjerøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,4,1.5,49,pc_logistic,3500,275718.3917143688,0.24463516616189895
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,3,3,3,,3,0.0,155,pc_logistic,1500,173779.09830739954,0.24211778804901765
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,3,3,3,,3,0.5,155,pc_logistic,1500,173779.09830739954,0.24211778804901765
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,3,3,3,,3,1.0,155,pc_logistic,1500,173779.09830739954,0.24211778804901765
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,3,3,3,,3,1.5,155,pc_logistic,1500,173779.09830739954,0.24211778804901765
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,5,5,5,,5,0.0,58,pc_logistic,1000,69617.45557245715,0.22972869665532258
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,5,5,5,,5,0.5,58,pc_logistic,1000,69617.45557245715,0.22972869665532258
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,5,5,5,,5,1.0,190,pc_logistic,3000,340770.2018947475,0.23992536118672037
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,5,5,5,,5,1.5,190,pc_logistic,3000,340770.2018947475,0.23992536118672037
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,8,8,8,,8,0.0,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,8,8,8,,8,0.5,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,8,8,8,,8,1.0,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,8,8,8,,8,1.5,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,10,10,10,,10,0.0,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,10,10,10,,10,0.5,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,10,10,10,,10,1.0,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,10,10,10,,10,1.5,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,15,15,15,,14,0.0,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,15,15,15,,14,0.5,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,15,15,15,,14,1.0,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,top_m,15,15,15,,14,1.5,193,pc_logistic,3000,262066.75902293468,0.2419903010314171
thr_tarsus,Tarsus length,6,5,Hestmannøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,5,0.0,58,pc_logistic,1000,69617.45557245715,0.22972869665532258
thr_tarsus,Tarsus length,6,5,Hestmannøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,5,0.5,58,pc_logistic,1000,69617.45557245715,0.22972869665532258
thr_tarsus,Tarsus length,6,5,Hestmannøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,5,1.0,190,pc_logistic,3000,340770.2018947475,0.23992536118672037
thr_tarsus,Tarsus length,6,5,Hestmannøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,5,1.5,190,pc_logistic,3000,340770.2018947475,0.23992536118672037
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,3,3,3,,3,0.0,77,pc_logistic,3000,92633.01086402599,0.3937640765620764
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,3,3,3,,3,0.5,151,pc_logistic,3500,76167.01219698534,0.39058845774883083
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,3,3,3,,3,1.0,134,pc_logistic,4000,104397.24826800109,0.39405168380269534
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,3,3,3,,3,1.5,119,pc_logistic,4000,131798.83731593462,0.39452042536729415
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,5,5,5,,5,0.0,77,pc_logistic,3000,92633.01086402599,0.3937640765620764
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,5,5,5,,5,0.5,77,pc_logistic,3000,92633.01086402599,0.3937640765620764
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,5,5,5,,5,1.0,77,pc_logistic,3000,92633.01086402599,0.3937640765620764
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,5,5,5,,5,1.5,156,pc_logistic,4000,106689.99598842744,0.40473523191467514
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,8,8,8,,8,0.0,65,pc_logistic,3000,137067.06839923203,0.3739467116651923
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,8,8,8,,8,0.5,65,pc_logistic,3000,137067.06839923203,0.3739467116651923
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,8,8,8,,8,1.0,152,pc_logistic,3500,116065.91117049311,0.37730556943730875
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,8,8,8,,8,1.5,152,pc_logistic,3500,116065.91117049311,0.37730556943730875
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,10,10,10,,10,0.0,56,pc_logistic,3500,121473.80431357046,0.3745830694629666
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,10,10,10,,10,0.5,101,pc_logistic,4000,96320.02680360939,0.3858276676636871
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,10,10,10,,10,1.0,134,pc_logistic,4000,104397.24826800109,0.39405168380269534
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,10,10,10,,10,1.5,134,pc_logistic,4000,104397.24826800109,0.39405168380269534
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,15,15,15,,14,0.0,112,pc_logistic,3500,133733.84402286023,0.38575607032603554
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,15,15,15,,14,0.5,134,pc_logistic,4000,104397.24826800109,0.39405168380269534
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,15,15,15,,14,1.0,134,pc_logistic,4000,104397.24826800109,0.39405168380269534
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,top_m,15,15,15,,14,1.5,134,pc_logistic,4000,104397.24826800109,0.39405168380269534
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.0,74,pc_logistic,4000,151883.739998154,0.3705054325055303
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.5,161,pc_logistic,4000,148757.16884108027,0.3844949732741449
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.0,116,pc_logistic,4000,136987.64721878755,0.39893663049838385
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.5,156,pc_logistic,4000,106689.99598842744,0.40473523191467514
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,3,3,3,,3,0.0,160,pc_logistic,2000,84078.26023471175,0.21239374038003792
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,3,3,3,,3,0.5,195,pc_logistic,5000,119308.92941299839,0.23951776020927312
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,3,3,3,,3,1.0,159,pc_logistic,3000,79007.13164066436,0.23674909382385842
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,3,3,3,,3,1.5,146,pc_logistic,5000,237185.91614613848,0.2515813408849827
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,5,5,5,,5,0.0,146,pc_logistic,5000,237185.91614613848,0.2515813408849827
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,5,5,5,,5,0.5,146,pc_logistic,5000,237185.91614613848,0.2515813408849827
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,5,5,5,,5,1.0,146,pc_logistic,5000,237185.91614613848,0.2515813408849827
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,5,5,5,,5,1.5,146,pc_logistic,5000,237185.91614613848,0.2515813408849827
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,8,8,8,,8,0.0,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,8,8,8,,8,0.5,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,8,8,8,,8,1.0,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,8,8,8,,8,1.5,199,pc_logistic,5000,118655.46590632838,0.23926700660709027
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,10,10,10,,10,0.0,193,pc_logistic,5000,91962.62999114208,0.2345173510955067
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,10,10,10,,10,0.5,14,pc_logistic,3500,38161.90638438214,0.19432007237419097
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,10,10,10,,10,1.0,14,pc_logistic,3500,38161.90638438214,0.19432007237419097
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,10,10,10,,10,1.5,14,pc_logistic,3500,38161.90638438214,0.19432007237419097
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,15,15,15,,14,0.0,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,15,15,15,,14,0.5,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,15,15,15,,14,1.0,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,top_m,15,15,15,,14,1.5,53,pc_logistic,5000,206822.04395774833,0.2339550422170926
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,8,0.0,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,8,0.5,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,8,1.0,194,pc_logistic,5000,117852.46173431606,0.23922989792712915
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,8,1.5,199,pc_logistic,5000,118655.46590632838,0.23926700660709027
thr_tarsus,Tarsus length,9,8,Lovund,top_m,3,3,3,,3,0.0,57,pc_logistic,3000,208887.834608509,0.4049383487837076
thr_tarsus,Tarsus length,9,8,Lovund,top_m,3,3,3,,3,0.5,180,pc_logistic,5000,155624.52901926672,0.4175899351476318
thr_tarsus,Tarsus length,9,8,Lovund,top_m,3,3,3,,3,1.0,180,pc_logistic,5000,155624.52901926672,0.4175899351476318
thr_tarsus,Tarsus length,9,8,Lovund,top_m,3,3,3,,3,1.5,180,pc_logistic,5000,155624.52901926672,0.4175899351476318
thr_tarsus,Tarsus length,9,8,Lovund,top_m,5,5,5,,5,0.0,15,uniform,3000,373882.8247430242,0.4306436967565935
thr_tarsus,Tarsus length,9,8,Lovund,top_m,5,5,5,,5,0.5,57,pc_logistic,3000,208887.834608509,0.4049383487837076
thr_tarsus,Tarsus length,9,8,Lovund,top_m,5,5,5,,5,1.0,57,pc_logistic,3000,208887.834608509,0.4049383487837076
thr_tarsus,Tarsus length,9,8,Lovund,top_m,5,5,5,,5,1.5,57,pc_logistic,3000,208887.834608509,0.4049383487837076
thr_tarsus,Tarsus length,9,8,Lovund,top_m,8,8,8,,8,0.0,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,top_m,8,8,8,,8,0.5,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,top_m,8,8,8,,8,1.0,152,pc_logistic,5000,332363.0909023596,0.4270826718142133
thr_tarsus,Tarsus length,9,8,Lovund,top_m,8,8,8,,8,1.5,152,pc_logistic,5000,332363.0909023596,0.4270826718142133
thr_tarsus,Tarsus length,9,8,Lovund,top_m,10,10,10,,10,0.0,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,top_m,10,10,10,,10,0.5,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,top_m,10,10,10,,10,1.0,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,top_m,10,10,10,,10,1.5,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,top_m,15,15,15,,14,0.0,199,pc_logistic,5000,152168.69700400703,0.4194872620315693
thr_tarsus,Tarsus length,9,8,Lovund,top_m,15,15,15,,14,0.5,199,pc_logistic,5000,152168.69700400703,0.4194872620315693
thr_tarsus,Tarsus length,9,8,Lovund,top_m,15,15,15,,14,1.0,199,pc_logistic,5000,152168.69700400703,0.4194872620315693
thr_tarsus,Tarsus length,9,8,Lovund,top_m,15,15,15,,14,1.5,199,pc_logistic,5000,152168.69700400703,0.4194872620315693
thr_tarsus,Tarsus length,9,8,Lovund,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.0,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,0.5,193,pc_logistic,5000,174763.41814941718,0.4270462541730659
thr_tarsus,Tarsus length,9,8,Lovund,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.0,152,pc_logistic,5000,332363.0909023596,0.4270826718142133
thr_tarsus,Tarsus length,9,8,Lovund,grm_threshold,grm>0.0011,-1,grm>0.0011,0.0010731491440366754,7,1.5,152,pc_logistic,5000,332363.0909023596,0.4270826718142133
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,3,3,3,,3,0.0,93,pc_logistic,4500,174671.28491916944,0.25817125560406906
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,3,3,3,,3,0.5,65,pc_logistic,1000,183815.09726160156,0.2584680083041536
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,3,3,3,,3,1.0,65,pc_logistic,1000,183815.09726160156,0.2584680083041536
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,3,3,3,,3,1.5,23,pc_logistic,3000,301616.87348250515,0.2628504706125635
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,5,5,5,,5,0.0,166,pc_logistic,3000,149915.27255552894,0.2670724669948123
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,5,5,5,,5,0.5,65,pc_logistic,1000,183815.09726160156,0.2584680083041536
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,5,5,5,,5,1.0,65,pc_logistic,1000,183815.09726160156,0.2584680083041536
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,5,5,5,,5,1.5,65,pc_logistic,1000,183815.09726160156,0.2584680083041536
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,8,8,8,,8,0.0,63,pc_logistic,5000,143726.81365006542,0.24925380487356913
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,8,8,8,,8,0.5,65,pc_logistic,1000,183815.09726160156,0.2584680083041536
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,8,8,8,,8,1.0,91,pc_logistic,5000,172409.3521477121,0.25683090573354284
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,8,8,8,,8,1.5,91,pc_logistic,5000,172409.3521477121,0.25683090573354284
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,10,10,10,,10,0.0,171,pc_logistic,3500,133130.43108780234,0.2511562480857656
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,10,10,10,,10,0.5,181,pc_logistic,3500,129869.7867795688,0.2513265792419084
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,10,10,10,,10,1.0,181,pc_logistic,3500,129869.7867795688,0.2513265792419084
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,10,10,10,,10,1.5,181,pc_logistic,3500,129869.7867795688,0.2513265792419084
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,15,15,15,,14,0.0,194,pc_logistic,3500,130770.71503340216,0.25032812015578776
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,15,15,15,,14,0.5,192,pc_logistic,3500,157994.33844740855,0.25242543640934345
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,15,15,15,,14,1.0,192,pc_logistic,3500,157994.33844740855,0.25242543640934345
thr_tarsus,Tarsus length,10,9,Sleneset,top_m,15,15,15,,14,1.5,192,pc_logistic,3500,157994.33844740855,0.25242543640934345
