target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,1,Myken,0.13964139085680174,0.0015178412049652364,92,1,1
3,8,Lovund,0.05254052943097206,0.0003456613778353425,152,2,2
3,2,Træna,0.03118372492949067,0.00010903400324996738,286,3,3
3,11,Southern 1,0.025485651404187952,4.371466793171175e-05,583,4,5
3,6,Indre Kvarøy,0.02244033288321473,6.448371518165153e-05,348,5,4
3,13,Southern 3,0.021783956062041733,3.736527626422253e-05,583,6,6
3,4,Gjerøy,0.010783752002753472,1.9430183788744994e-05,555,7,8
3,5,Hestmannøy,0.0054784364808899005,5.153750217205927e-06,1063,8,10
3,9,Sleneset,0.0038840958270947765,2.3828808755182676e-05,163,9,7
3,10,Aldra,0.0013093107436771322,7.568270194665504e-06,173,10,9
3,0,Nesøy,-0.005317289324281168,-4.5446917301548446e-05,117,11,14
3,7,Onøy og Lurøy,-0.005859470207027271,-2.2799494968977707e-05,257,12,11
3,15,Southern 5,-0.006259594256709023,-3.098809037974764e-05,202,13,13
3,12,Southern 2,-0.011115306211248092,-2.8068955078909324e-05,396,14,12
3,14,Southern 4,-0.030071575855485887,-6.187567048453886e-05,486,15,15
