n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,0.3832990601369564,0.29375138878822327,shapley_mean,-1,1,92,3
13,2,244,0.3421741636244727,0.28921517729759216,shapley_mean,-1,2,244,3
12,3,530,0.27472830207404453,0.2889510989189148,shapley_mean,-1,3,530,3
11,4,878,0.23528653170022334,0.2920202612876892,shapley_mean,-1,4,878,3
10,5,1461,0.1668486178805553,0.2971572279930115,shapley_mean,-1,5,1461,3
9,6,2044,0.18471483128263724,0.29271265864372253,shapley_mean,-1,6,2044,3
8,7,2207,0.20966662307316983,0.28986451029777527,shapley_mean,-1,7,2207,3
7,8,2762,0.16667854802328477,0.29078438878059387,shapley_mean,-1,8,2762,3
6,9,2935,0.16315891296504356,0.2901064157485962,shapley_mean,-1,9,2935,3
5,10,3998,0.1711967448746145,0.2906591594219208,shapley_mean,-1,10,3998,3
4,11,4255,0.1693037804807737,0.29331886768341064,shapley_mean,-1,11,4255,3
3,12,4651,0.19570736982050063,0.2911831736564636,shapley_mean,-1,12,4651,3
2,13,4853,0.19981368693069199,0.29136592149734497,shapley_mean,-1,13,4853,3
1,14,4970,0.20057520982542515,0.29089421033859253,shapley_mean,-1,14,4970,3
0,15,5456,0.17161375748823962,0.2956797778606415,shapley_mean,-1,15,5456,3
14,1,92,-0.016031386820368244,0.296183705329895,random_individual,0,1,92,3
13,2,244,-0.013337076199835722,0.2972549796104431,random_individual,0,2,244,3
12,3,530,0.040434354644816144,0.2998543679714203,random_individual,0,3,530,3
11,4,878,0.01063321140143463,0.29966989159584045,random_individual,0,4,878,3
10,5,1461,0.052542610345441956,0.2984860837459564,random_individual,0,5,1461,3
9,6,2044,0.09562600497539643,0.2956782579421997,random_individual,0,6,2044,3
8,7,2207,0.06561641436788267,0.29546913504600525,random_individual,0,7,2207,3
7,8,2762,0.12305536840599576,0.29628002643585205,random_individual,0,8,2762,3
6,9,2935,0.10176519432272775,0.2991862893104553,random_individual,0,9,2935,3
5,10,3998,0.11986043599983134,0.3004551827907562,random_individual,0,10,3998,3
4,11,4255,0.14001896729943122,0.29930782318115234,random_individual,0,11,4255,3
3,12,4651,0.11491917565474818,0.2998741567134857,random_individual,0,12,4651,3
2,13,4853,0.15490571103489395,0.2947864830493927,random_individual,0,13,4853,3
1,14,4970,0.1627702134266888,0.29471877217292786,random_individual,0,14,4970,3
0,15,5456,0.17161375748823962,0.2956797778606415,random_individual,0,15,5456,3
14,1,92,-0.08386379141712363,0.29848983883857727,random_individual,1,1,92,3
13,2,244,0.26623678534415157,0.2918274700641632,random_individual,1,2,244,3
12,3,530,0.09646459043649956,0.30453869700431824,random_individual,1,3,530,3
11,4,878,0.19414537715962943,0.2988249957561493,random_individual,1,4,878,3
10,5,1461,0.07734138901702418,0.30578917264938354,random_individual,1,5,1461,3
9,6,2044,0.03320932032245344,0.3043016195297241,random_individual,1,6,2044,3
8,7,2207,0.023001433096296976,0.30658215284347534,random_individual,1,7,2207,3
7,8,2762,0.000705413449174055,0.3092440962791443,random_individual,1,8,2762,3
6,9,2935,-0.007032340147849831,0.3080669045448303,random_individual,1,9,2935,3
5,10,3998,0.1230398843061204,0.2935314476490021,random_individual,1,10,3998,3
4,11,4255,0.14422440263864758,0.29151174426078796,random_individual,1,11,4255,3
3,12,4651,0.1483885240160426,0.296906441450119,random_individual,1,12,4651,3
2,13,4853,0.15080847318323753,0.2963230311870575,random_individual,1,13,4853,3
1,14,4970,0.15585032089256953,0.29589757323265076,random_individual,1,14,4970,3
0,15,5456,0.17161375748823962,0.2956797778606415,random_individual,1,15,5456,3
14,1,92,0.03483587220257092,0.31847137212753296,random_individual,2,1,92,3
13,2,244,0.21016705973013794,0.3149428069591522,random_individual,2,2,244,3
12,3,530,-0.09398488744061961,0.3152426481246948,random_individual,2,3,530,3
11,4,878,-0.03133248427526548,0.30419886112213135,random_individual,2,4,878,3
10,5,1461,-0.03069081024521724,0.30577513575553894,random_individual,2,5,1461,3
9,6,2044,0.11127756656313412,0.2974294126033783,random_individual,2,6,2044,3
8,7,2207,0.1405182375462312,0.29706844687461853,random_individual,2,7,2207,3
7,8,2762,0.23536061052953627,0.2864780128002167,random_individual,2,8,2762,3
6,9,2935,0.21117698863607623,0.28772562742233276,random_individual,2,9,2935,3
5,10,3998,0.2043136222633612,0.2878720760345459,random_individual,2,10,3998,3
4,11,4255,0.1892815616307772,0.29223451018333435,random_individual,2,11,4255,3
3,12,4651,0.17434530809027893,0.29466602206230164,random_individual,2,12,4651,3
2,13,4853,0.17476408169133884,0.29510214924812317,random_individual,2,13,4853,3
1,14,4970,0.19091308758457462,0.2929985225200653,random_individual,2,14,4970,3
0,15,5456,0.17161375748823962,0.2956797778606415,random_individual,2,15,5456,3
14,1,92,0.15718797017908576,0.3011245131492615,random_individual,3,1,92,3
13,2,244,0.22771767460154763,0.302480012178421,random_individual,3,2,244,3
12,3,530,0.21157592636026037,0.2974385619163513,random_individual,3,3,530,3
11,4,878,0.10236962298942284,0.3067184090614319,random_individual,3,4,878,3
10,5,1461,0.13159240081385945,0.306228905916214,random_individual,3,5,1461,3
9,6,2044,0.1635304951302764,0.30024468898773193,random_individual,3,6,2044,3
8,7,2207,0.12893816787354703,0.30248960852622986,random_individual,3,7,2207,3
7,8,2762,0.1663579111932212,0.29530978202819824,random_individual,3,8,2762,3
6,9,2935,0.17974522151383648,0.2905724048614502,random_individual,3,9,2935,3
5,10,3998,0.21030584990339452,0.2850763499736786,random_individual,3,10,3998,3
4,11,4255,0.20707369365867953,0.28501448035240173,random_individual,3,11,4255,3
3,12,4651,0.2010101537413667,0.2883303463459015,random_individual,3,12,4651,3
2,13,4853,0.18973557230811133,0.289177805185318,random_individual,3,13,4853,3
1,14,4970,0.19615242715089834,0.28892967104911804,random_individual,3,14,4970,3
0,15,5456,0.17161375748823962,0.2956797778606415,random_individual,3,15,5456,3
14,1,92,-0.03768044968885876,0.299790620803833,random_individual,4,1,92,3
13,2,244,-0.13273896270529034,0.3013788163661957,random_individual,4,2,244,3
12,3,530,-0.06139703601850506,0.30337509512901306,random_individual,4,3,530,3
11,4,878,0.28446389686616175,0.29210779070854187,random_individual,4,4,878,3
10,5,1461,0.17938548894248146,0.2964750826358795,random_individual,4,5,1461,3
9,6,2044,0.18528746572041835,0.29719388484954834,random_individual,4,6,2044,3
8,7,2207,0.19744282640012795,0.29552170634269714,random_individual,4,7,2207,3
7,8,2762,0.1959098748620305,0.29308927059173584,random_individual,4,8,2762,3
6,9,2935,0.20731441586439087,0.2907255291938782,random_individual,4,9,2935,3
5,10,3998,0.2031633933865801,0.29525744915008545,random_individual,4,10,3998,3
4,11,4255,0.14312925464142207,0.3022926449775696,random_individual,4,11,4255,3
3,12,4651,0.14601361602443141,0.299602210521698,random_individual,4,12,4651,3
2,13,4853,0.17813121318919775,0.295718252658844,random_individual,4,13,4853,3
1,14,4970,0.18414612667902855,0.2941754162311554,random_individual,4,14,4970,3
0,15,5456,0.17161375748823962,0.2956797778606415,random_individual,4,15,5456,3
