permutation_index,source_island,phi_running,rank_running,source_island_name,target_island
1,0,-0.005598651072249772,9,Nesøy,3
1,1,0.18034166633438486,1,Myken,3
1,2,0.019906184482494538,5,Træna,3
1,4,0.0364364057820315,3,Gjerøy,3
1,5,0.00013410076923012215,8,Hestmannøy,3
1,6,-0.02799140157799418,14,Indre Kvarøy,3
1,7,-0.03929337636363728,15,Onøy og Lurøy,3
1,8,0.022022988797559206,4,Lovund,3
1,9,0.0015326894718711292,7,Sleneset,3
1,10,-0.005749565349836172,10,Aldra,3
1,11,0.10824278316907228,2,Southern 1,3
1,12,-0.015745714947761336,12,Southern 2,3
1,13,0.007502333739325878,6,Southern 3,3
1,14,-0.017817530194820796,13,Southern 4,3
1,15,-0.008014968273297285,11,Southern 5,3
2,0,-0.004459731526012367,9,Nesøy,3
2,1,0.17837387995472115,1,Myken,3
2,2,0.01117762981890319,6,Træna,3
2,4,0.03103146113605467,4,Gjerøy,3
2,5,-0.00514204234295175,10,Hestmannøy,3
2,6,-0.018056366152609526,14,Indre Kvarøy,3
2,7,-0.03564155407833283,15,Onøy og Lurøy,3
2,8,0.0520146526293144,3,Lovund,3
2,9,0.00317908677402301,7,Sleneset,3
2,10,-0.001614113962402991,8,Aldra,3
2,11,0.05886539060948368,2,Southern 1,3
2,12,-0.01691720968934287,13,Southern 2,3
2,13,0.02865069830129839,5,Southern 3,3
2,14,-0.016477638189280053,12,Southern 4,3
2,15,-0.009076198516493425,11,Southern 5,3
3,0,-0.004037287244204768,9,Nesøy,3
3,1,0.2048622608052542,1,Myken,3
3,2,0.012126175055041266,6,Træna,3
3,4,0.025303713077844705,4,Gjerøy,3
3,5,-0.017902385140415866,13,Hestmannøy,3
3,6,-0.012423460492404245,11,Indre Kvarøy,3
3,7,-0.03399287616720607,15,Onøy og Lurøy,3
3,8,0.048128814330982934,2,Lovund,3
3,9,0.0026302876733057166,8,Sleneset,3
3,10,0.0063532117490574455,7,Aldra,3
3,11,0.043421489809933045,3,Southern 1,3
3,12,-0.01833584105182937,14,Southern 2,3
3,13,0.02141518920728015,5,Southern 3,3
3,14,-0.015675493572825855,12,Southern 4,3
3,15,-0.005965853273440615,10,Southern 5,3
4,0,-0.0043182301473353585,9,Nesøy,3
4,1,0.188014981834109,1,Myken,3
4,2,0.011751984716737482,6,Træna,3
4,4,0.020811329986121663,5,Gjerøy,3
4,5,-0.016183221311575735,12,Hestmannøy,3
4,6,-0.007873896377217068,11,Indre Kvarøy,3
4,7,-0.03150193919367325,15,Onøy og Lurøy,3
4,8,0.07713594729382636,2,Lovund,3
4,9,-0.0020892583930719327,8,Sleneset,3
4,10,0.005955551894745345,7,Aldra,3
4,11,0.03572787974816653,3,Southern 1,3
4,12,-0.01632149795381679,13,Southern 2,3
4,13,0.021202537245431557,4,Southern 3,3
4,14,-0.02132461085637976,14,Southern 4,3
4,15,-0.005079613719695376,10,Southern 5,3
5,0,-0.0024926185930426005,10,Nesøy,3
5,1,0.17715934870634417,1,Myken,3
5,2,0.009552843338272415,6,Træna,3
5,4,0.019609929996312322,4,Gjerøy,3
5,5,-0.002125874184228174,8,Hestmannøy,3
5,6,-0.004663060025861832,12,Indre Kvarøy,3
5,7,-0.022600705391843265,15,Onøy og Lurøy,3
5,8,0.06831871857745073,2,Lovund,3
5,9,-0.002348313043683323,9,Sleneset,3
5,10,0.005188041000358741,7,Aldra,3
5,11,0.030196879366375346,3,Southern 1,3
5,12,-0.014265330322186773,13,Southern 2,3
5,13,0.018889926493567084,5,Southern 3,3
5,14,-0.02008723792185167,14,Southern 4,3
5,15,-0.004424603229610502,11,Southern 5,3
6,0,-0.0034050396723297413,10,Nesøy,3
6,1,0.16766566476276215,1,Myken,3
6,2,0.010315128491807815,6,Træna,3
6,4,0.01613727714111454,5,Gjerøy,3
6,5,-0.0023617453888273507,8,Hestmannøy,3
6,6,-0.0032278853682071174,9,Indre Kvarøy,3
6,7,-0.018529772344340657,14,Onøy og Lurøy,3
6,8,0.08429182317826837,2,Lovund,3
6,9,-0.0050054153762453925,12,Sleneset,3
6,10,0.004411934009195612,7,Aldra,3
6,11,0.026827939451346015,3,Southern 1,3
