target_island,target_island_name,repeat,seed,removal_fraction,n_source_train,n_test,fit_time_seconds,model,epochs_trained,corr_eval,mse_adj,alpha_best
0,Nesøy,0,10,0.0,5578,119,67.9369158311747,mlp,150.0,0.13629230856895447,1.5485063791275024,
0,Nesøy,0,10,0.0,5578,119,50.310268939007074,ridge,,0.13613618910312653,1.3543328046798706,20000.0
0,Nesøy,0,10,0.25,4184,119,47.59435767005198,mlp,150.0,0.07579026371240616,1.6380208730697632,
0,Nesøy,0,10,0.25,4184,119,31.942099066916853,ridge,,0.10363961011171341,1.4118512868881226,20000.0
0,Nesøy,0,10,0.5,2789,119,30.56440142192878,mlp,150.0,0.2099490612745285,1.4285805225372314,
0,Nesøy,0,10,0.5,2789,119,18.2687775650993,ridge,,0.16987623274326324,1.3193962574005127,20000.0
0,Nesøy,0,10,0.75,1394,119,13.777391550131142,mlp,150.0,0.2015751749277115,1.3433834314346313,
0,Nesøy,0,10,0.75,1394,119,8.083406412042677,ridge,,0.24453598260879517,1.2847579717636108,20000.0
0,Nesøy,1,1010,0.0,5578,119,65.52348606986925,mlp,150.0,0.13055312633514404,1.521488904953003,
0,Nesøy,1,1010,0.0,5578,119,48.83148391288705,ridge,,0.14804911613464355,1.3553879261016846,20000.0
0,Nesøy,1,1010,0.25,4184,119,47.820667632855475,mlp,150.0,0.1682601422071457,1.5408464670181274,
0,Nesøy,1,1010,0.25,4184,119,31.840096855070442,ridge,,0.11668092012405396,1.3908179998397827,20000.0
0,Nesøy,1,1010,0.5,2789,119,30.39061984908767,mlp,150.0,0.24261820316314697,1.3418141603469849,
0,Nesøy,1,1010,0.5,2789,119,18.304041219875216,ridge,,0.25985395908355713,1.252342939376831,20000.0
0,Nesøy,1,1010,0.75,1394,119,13.5977366741281,mlp,150.0,0.13928237557411194,1.3765239715576172,
0,Nesøy,1,1010,0.75,1394,119,8.407937604002655,ridge,,0.07205526530742645,1.386878252029419,20000.0
0,Nesøy,2,2010,0.0,5578,119,65.4564399200026,mlp,150.0,0.17670688033103943,1.5486689805984497,
0,Nesøy,2,2010,0.0,5578,119,48.82851343695074,ridge,,0.18874122202396393,1.3603571653366089,20000.0
0,Nesøy,2,2010,0.25,4184,119,47.66752526699565,mlp,150.0,0.14000536501407623,1.4613491296768188,
0,Nesøy,2,2010,0.25,4184,119,31.100249487906694,ridge,,0.14400190114974976,1.3232749700546265,20000.0
0,Nesøy,2,2010,0.5,2789,119,30.533634421182796,mlp,150.0,0.053651679307222366,1.4787029027938843,
0,Nesøy,2,2010,0.5,2789,119,18.09004086488858,ridge,,0.09417673200368881,1.3333451747894287,20000.0
0,Nesøy,2,2010,0.75,1394,119,13.597863043891266,mlp,150.0,0.1423964947462082,1.3252239227294922,
0,Nesøy,2,2010,0.75,1394,119,8.272655454929918,ridge,,0.11022011190652847,1.3073005676269531,20000.0
