trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,2,Træna,full_baseline,full_source_unweighted,none,500,,5405,0.1296127102692252,,1.2246912198884885,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.1691992482511412,,1.2090330114135055,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.1942793400027795,,1.1979260678761203,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.1825947548401161,,1.2013048553279106,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.1464734554591749,,1.2175638352215077,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.1346347845521469,,1.2210162728424854,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.1336034914013664,,1.22128622875012,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.1177911492887961,,1.2289606494649723,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.1166692596901758,,1.2289613460428153,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.1086226087781153,,1.2346510842247282,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.2048095923471843,,1.198485794986319,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.2008978897686505,,1.195330582869497,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1915040749952686,,1.2002907411549562,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.1977152969186861,,1.1949710188533125,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.1602386142644355,,1.2097449584189806,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1561166416765293,,1.210377154678426,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1427436305966155,,1.216759448851467,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.1409579166534719,,1.2165235886443968,1
body_mass,2,Træna,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.1301309405299044,,1.2228272265571694,1
body_mass,2,Træna,ranked_subset,random_individual,random,500,,500,0.06719144603726472,0.05804507561235568,1.244371251398946,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,1000,0.06975448588809537,0.06214436821969752,1.2420431384829982,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,1500,0.07681302008077903,0.04851457901491995,1.2433379046950779,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,2000,0.09036171350645997,0.03052416428657729,1.2377509689420052,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,2500,0.10514121825447705,0.028229667976889545,1.2355271771591487,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,3000,0.10138039246419892,0.02052611759604659,1.2343825445584513,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,3500,0.10815805155531924,0.02159405779780961,1.2330280138359755,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,4000,0.11381976718444689,0.014935173892740327,1.2305291885049452,5
body_mass,2,Træna,ranked_subset,random_individual,random,500,,4500,0.12228296262871449,0.01654083027521661,1.2277607128742842,5
