target_island,target_island_name,repeat,repeat_seed,trait,model,weight_scheme,order_seed,weighted_fit_used,analysis,method,n_individuals,corr_eval,mse_adj
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-2,False,full_baseline,full_source_unweighted,5578,0.2625437236334163,1.1058727502822876
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,50,0.29888836476538155,1.158240556716919
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,100,0.25473445654800525,1.1129350662231445
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,250,0.21720569362669084,1.1471136808395386
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,500,0.20739000932311746,1.1337097883224487
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,1000,0.21938261317307478,1.1322414875030518
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,1500,0.23468411770285244,1.1308019161224365
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,2000,0.22377331625446878,1.1367655992507935
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,2500,0.22045648933380163,1.1438078880310059
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,3000,0.22114576859039287,1.1418710947036743
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,3500,0.2379630860581272,1.134053111076355
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,4000,0.2201312198549395,1.1409798860549927
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,4500,0.2277881201907919,1.1396733522415161
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,50,0.33443016784330365,1.1436090469360352
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,100,0.31580625931513007,1.1406395435333252
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,250,0.09952258550364394,1.1546497344970703
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,500,0.12960464246076003,1.1489673852920532
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,1000,0.05929105930793992,1.1539407968521118
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,1500,0.09682848132581481,1.1491811275482178
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,2000,0.16391359501984035,1.135502815246582
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,2500,0.14584052852914245,1.1409995555877686
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,3000,0.1381556831905914,1.1375794410705566
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,3500,0.15353140382911526,1.1332416534423828
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,4000,0.2242694149168458,1.122261643409729
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,4500,0.23139617438859125,1.1177688837051392
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,50,-0.0012345892031171274,1.1647839546203613
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,100,0.22877885175072027,1.1670889854431152
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,250,0.19975716390175774,1.1620006561279297
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,500,0.3702422278602914,1.119950532913208
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,1000,0.3750655707575903,1.110385775566101
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,1500,0.36461730440055456,1.0973402261734009
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,2000,0.3348375693876592,1.0895146131515503
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,2500,0.3211386239552397,1.0883737802505493
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,3000,0.24028626086920554,1.111430048942566
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,3500,0.2727928366618761,1.1000311374664307
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,4000,0.2901521907004535,1.0929374694824219
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,4500,0.2926877194728098,1.0859414339065552
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,50,0.10982439538269696,1.2410264015197754
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,100,0.06161780672531627,1.2807555198669434
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,250,0.02009626019697421,1.1831092834472656
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,500,0.17158877460325841,1.1481335163116455
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,1000,0.2919956481082253,1.1159241199493408
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,1500,0.24509676588164542,1.1185951232910156
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,2000,0.24271648029186932,1.1142581701278687
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,2500,0.26051760846094035,1.1079045534133911
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,3000,0.055680332449894794,1.1593066453933716
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,3500,0.1740792407916064,1.128623127937317
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,4000,0.1578385907679417,1.1326029300689697
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,4500,0.15205452625377425,1.1373836994171143
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,50,0.2718240089670694,1.2142446041107178
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,100,0.3554763694074141,1.170332431793213
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,250,0.20063689490666192,1.1435288190841675
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,500,0.08573404218189982,1.1466810703277588
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,1000,0.16580540967718427,1.1373695135116577
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,1500,0.1648680379643756,1.1325169801712036
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,2000,0.014342732452576399,1.1665804386138916
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,2500,0.1550120610291029,1.1351020336151123
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,3000,0.18046795923428946,1.1338238716125488
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,3500,0.19969881963428662,1.126717209815979
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,4000,0.17381106019276332,1.1321467161178589
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,4500,0.19931089965885893,1.128338098526001
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,50,0.06784390757414796,1.193159580230713
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,100,0.08014747923659248,1.1676738262176514
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,250,0.12724087911831874,1.1570488214492798
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,500,0.2589319723051356,1.1384915113449097
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,1000,0.21749008040197085,1.1464017629623413
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,1500,0.26224222705907174,1.1356689929962158
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,2000,0.20603128680383484,1.1382218599319458
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,2500,0.23947614927994065,1.127893328666687
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,3000,0.1725109275443397,1.1397961378097534
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,3500,0.18205948070125688,1.1399189233779907
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,4000,0.238498824526671,1.114966630935669
0,Nesøy,0,14,body_mass,ridge_tmc_individual,none,4,False,ranked_subset,random_individual,4500,0.22785390778570674,1.1195650100708008
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-2,False,full_baseline,full_source_unweighted,5578,0.22292718459708769,1.3262385129928589
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,50,0.28904048617851685,1.319926142692566
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,100,0.20385260005010264,1.3866972923278809
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,250,0.14012750437403856,1.415634274482727
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,500,0.09919659746996604,1.4477096796035767
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,1000,0.09867468935109022,1.4992090463638306
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,1500,0.09566951942121725,1.5300568342208862
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,2000,0.09748352990761375,1.5341997146606445
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,2500,0.09442138613144697,1.542801856994629
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,3000,0.09922341046170921,1.529218316078186
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,3500,0.09021578536025267,1.5279805660247803
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,4000,0.0951156177287442,1.5117768049240112
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,-1,False,ranked_subset,tmc_shapley_topk,4500,0.10158666830657291,1.4850205183029175
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,50,-0.08418563357956509,1.3556098937988281
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,100,0.04533175879538078,1.3492178916931152
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,250,0.06997954378060872,1.3468888998031616
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,500,0.08148858654822384,1.3471873998641968
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,1000,0.043313211135187,1.357460379600525
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,1500,-0.02231089876045514,1.375051736831665
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,2000,0.029374048626351502,1.3715957403182983
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,2500,0.03885419395257591,1.3748488426208496
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,3000,0.18811342466953584,1.3403971195220947
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,3500,0.21879325471737343,1.3231629133224487
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,4000,0.20752191152416713,1.3382211923599243
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,0,False,ranked_subset,random_individual,4500,0.16254619906576964,1.3539901971817017
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,50,-0.04060752508803605,1.359963297843933
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,100,-0.10527066307881806,1.356511116027832
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,250,-0.18046424354747165,1.367751121520996
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,500,0.05743734226795816,1.350358247756958
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,1000,-0.04655177492233704,1.3723270893096924
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,1500,0.004413262690593679,1.3784915208816528
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,2000,0.013562309499833157,1.3859162330627441
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,2500,0.047940004950545095,1.376371145248413
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,3000,0.040763858410307025,1.3769103288650513
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,3500,0.12585120821769272,1.3575830459594727
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,4000,0.16413274524479518,1.3488212823867798
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,1,False,ranked_subset,random_individual,4500,0.17227347380806993,1.3461426496505737
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,50,-0.1031948229993749,1.3570479154586792
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,100,0.09302457959502312,1.348384976387024
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,250,0.10817152537637482,1.3473912477493286
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,500,0.056763672186833404,1.3505218029022217
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,1000,0.02278412586273567,1.3593201637268066
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,1500,0.13279219831393102,1.3457359075546265
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,2000,0.23431811705734712,1.32953941822052
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,2500,0.2671065455538891,1.3315156698226929
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,3000,0.20852678957631082,1.342626690864563
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,3500,0.22261942081801578,1.3319311141967773
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,4000,0.2508635441267186,1.3223673105239868
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,2,False,ranked_subset,random_individual,4500,0.22352766011405686,1.3238919973373413
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,50,0.07234605662350374,1.3547601699829102
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,100,0.11470582731776592,1.3604925870895386
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,250,0.10016069249755839,1.3667149543762207
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,500,0.05555475700231762,1.3590587377548218
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,1000,0.16309048799568202,1.3677419424057007
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,1500,0.22260620462359454,1.345348834991455
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,2000,0.28187687363047387,1.3163504600524902
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,2500,0.28327350338021423,1.3112517595291138
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,3000,0.27408981080642814,1.30712890625
0,Nesøy,1,1014,body_mass,ridge_tmc_individual,none,3,False,ranked_subset,random_individual,3500,0.2363729398138804,1.3149484395980835
