epoch,train_loss,cal_loss,test_loss,n_islands,effective_n_islands,n_train
122,0.21946174651384354,1.0455818176269531,1.3651845455169678,1,1,92
123,0.13789432495832443,1.045391321182251,1.3650338649749756,1,1,92
124,0.19442958384752274,1.0452967882156372,1.3649286031723022,1,1,92
125,0.389624759554863,1.0451406240463257,1.3647451400756836,1,1,92
126,0.17292779684066772,1.0449039936065674,1.364546298980713,1,1,92
127,0.15731259435415268,1.0446560382843018,1.364329218864441,1,1,92
128,0.16809500753879547,1.0444951057434082,1.3643062114715576,1,1,92
129,0.27350562810897827,1.04420804977417,1.364154577255249,1,1,92
130,0.20438507199287415,1.044049620628357,1.3639895915985107,1,1,92
131,0.15012237802147865,1.0440975427627563,1.3639116287231445,1,1,92
132,0.19437206536531448,1.0442965030670166,1.363903522491455,1,1,92
133,0.21423934400081635,1.0442513227462769,1.3637199401855469,1,1,92
134,0.2204752117395401,1.0441645383834839,1.3635599613189697,1,1,92
135,0.14446742087602615,1.0440924167633057,1.3634192943572998,1,1,92
136,0.22663654386997223,1.0440868139266968,1.363463282585144,1,1,92
137,0.1344980038702488,1.0442246198654175,1.3635762929916382,1,1,92
138,0.2316914051771164,1.0442368984222412,1.363572359085083,1,1,92
139,0.21157429367303848,1.043784499168396,1.3635377883911133,1,1,92
140,0.21125749498605728,1.0434393882751465,1.3635215759277344,1,1,92
141,0.1664109230041504,1.0432841777801514,1.3636159896850586,1,1,92
142,0.14616433531045914,1.043131947517395,1.3637235164642334,1,1,92
143,0.12171611189842224,1.043032169342041,1.3637471199035645,1,1,92
144,0.1692551076412201,1.04292631149292,1.3638033866882324,1,1,92
145,0.1498989202082157,1.042668104171753,1.3637069463729858,1,1,92
146,0.1668308898806572,1.0424065589904785,1.3636822700500488,1,1,92
147,0.14648821204900742,1.042230248451233,1.3636972904205322,1,1,92
148,0.14992617443203926,1.0420863628387451,1.3637795448303223,1,1,92
149,0.12636597827076912,1.041938304901123,1.3637712001800537,1,1,92
150,0.22786280512809753,1.0419024229049683,1.3636629581451416,1,1,92
1,1.4733442544937134,1.1149953603744507,1.3555587530136108,3,3,614
2,1.3700708866119384,1.1102896928787231,1.3535945415496826,3,3,614
3,1.3570696413516998,1.1074320077896118,1.3513104915618896,3,3,614
4,1.2956967771053314,1.1051490306854248,1.3491747379302979,3,3,614
5,1.253526622056961,1.1025161743164062,1.3468616008758545,3,3,614
6,1.1637579023838043,1.0986934900283813,1.3452123403549194,3,3,614
7,1.0825638473033905,1.096190094947815,1.3439048528671265,3,3,614
8,1.0769607305526734,1.092958927154541,1.3434960842132568,3,3,614
9,1.0226553797721862,1.0904704332351685,1.3418329954147339,3,3,614
10,0.9834039270877838,1.0880322456359863,1.3409831523895264,3,3,614
11,0.9384579420089721,1.0861681699752808,1.3407199382781982,3,3,614
12,0.9342991769313812,1.0848066806793213,1.3407676219940186,3,3,614
13,0.8728014290332794,1.083754062652588,1.34061598777771,3,3,614
14,0.7472850412130356,1.081512689590454,1.3403053283691406,3,3,614
15,0.7375657141208649,1.0793664455413818,1.3394358158111572,3,3,614
16,0.7263757348060608,1.078057050704956,1.3395494222640991,3,3,614
17,0.6919595748186111,1.0758315324783325,1.3399684429168701,3,3,614
18,0.6660834133625031,1.0740649700164795,1.340951681137085,3,3,614
19,0.5956650376319885,1.0730292797088623,1.3410857915878296,3,3,614
20,0.5988458812236785,1.072095274925232,1.3415298461914062,3,3,614
21,0.5796891570091247,1.0700433254241943,1.3411951065063477,3,3,614
22,0.5161979973316193,1.0679404735565186,1.3401460647583008,3,3,614
23,0.49165795743465424,1.0678638219833374,1.3399009704589844,3,3,614
24,0.5211022615432739,1.0670475959777832,1.339002013206482,3,3,614
25,0.44362434446811677,1.0659326314926147,1.3385288715362549,3,3,614
26,0.45778200328350066,1.0653291940689087,1.3388879299163818,3,3,614
27,0.43720712065696715,1.0659111738204956,1.3393977880477905,3,3,614
28,0.459720304608345,1.063253402709961,1.3390252590179443,3,3,614
29,0.40663568377494813,1.0609779357910156,1.3380658626556396,3,3,614
30,0.37245705127716067,1.0596287250518799,1.3370740413665771,3,3,614
31,0.3491545841097832,1.0586084127426147,1.3365001678466797,3,3,614
32,0.3333178132772446,1.0596500635147095,1.3359670639038086,3,3,614
33,0.31576920449733736,1.059722900390625,1.335999846458435,3,3,614
34,0.3544471800327301,1.0586639642715454,1.3363847732543945,3,3,614
35,0.38727820217609404,1.0570393800735474,1.336245059967041,3,3,614
36,0.28394674956798555,1.0565105676651,1.3362760543823242,3,3,614
37,0.25510205924510954,1.0554345846176147,1.3381575345993042,3,3,614
38,0.30805445164442063,1.054539680480957,1.3384804725646973,3,3,614
39,0.2932978987693787,1.0554478168487549,1.3387689590454102,3,3,614
40,0.25855665653944016,1.056730031967163,1.3396937847137451,3,3,614
41,0.2533875644207001,1.0561513900756836,1.3391917943954468,3,3,614
42,0.2709411963820457,1.0547170639038086,1.3388662338256836,3,3,614
43,0.25590985715389253,1.0531773567199707,1.340222716331482,3,3,614
44,0.23346805423498154,1.0523451566696167,1.3407809734344482,3,3,614
45,0.22763188630342485,1.0535790920257568,1.341714859008789,3,3,614
46,0.2399265542626381,1.054983377456665,1.3427605628967285,3,3,614
47,0.25517465844750403,1.0552388429641724,1.3436315059661865,3,3,614
48,0.24817933440208434,1.0543755292892456,1.3433974981307983,3,3,614
49,0.20700015351176262,1.054855227470398,1.3429782390594482,3,3,614
50,0.20859286785125733,1.0557751655578613,1.3421415090560913,3,3,614
51,0.22615818530321122,1.0546772480010986,1.3418548107147217,3,3,614
52,0.19975073039531707,1.0537422895431519,1.3430923223495483,3,3,614
53,0.18777524977922438,1.0524466037750244,1.3421847820281982,3,3,614
54,0.19864899665117264,1.0526978969573975,1.3420054912567139,3,3,614
55,0.20133785307407379,1.0528098344802856,1.34232497215271,3,3,614
56,0.17838595062494278,1.051281452178955,1.3424854278564453,3,3,614
57,0.18612698912620546,1.050310730934143,1.3433626890182495,3,3,614
58,0.18329644203186035,1.0509073734283447,1.3441894054412842,3,3,614
59,0.20670713260769844,1.0506596565246582,1.3433316946029663,3,3,614
60,0.20010678470134735,1.0513325929641724,1.3430627584457397,3,3,614
61,0.21969693303108215,1.0508782863616943,1.3441194295883179,3,3,614
62,0.19706375151872635,1.0542675256729126,1.3444961309432983,3,3,614
63,0.16425348520278932,1.0594807863235474,1.3460839986801147,3,3,614
64,0.14600814431905745,1.0606536865234375,1.3486136198043823,3,3,614
65,0.1806256115436554,1.0574365854263306,1.349499225616455,3,3,614
66,0.18663824945688248,1.055288553237915,1.3493800163269043,3,3,614
67,0.1896534912288189,1.0521240234375,1.3501155376434326,3,3,614
68,0.1911671482026577,1.0502662658691406,1.3518180847167969,3,3,614
69,0.20275942832231522,1.0498628616333008,1.3516912460327148,3,3,614
70,0.17508772909641265,1.0500110387802124,1.3507636785507202,3,3,614
71,0.16753690093755721,1.0493481159210205,1.350091814994812,3,3,614
72,0.16494559049606322,1.0496004819869995,1.3490796089172363,3,3,614
73,0.1458430364727974,1.0491994619369507,1.347989797592163,3,3,614
74,0.17773416340351106,1.0493296384811401,1.3483078479766846,3,3,614
75,0.14925533384084702,1.048362374305725,1.3481844663619995,3,3,614
76,0.1514359638094902,1.049837589263916,1.3478883504867554,3,3,614
77,0.17104533910751343,1.0520060062408447,1.348379135131836,3,3,614
78,0.15830487236380578,1.053200602531433,1.3475768566131592,3,3,614
79,0.18069781810045243,1.0536822080612183,1.345231533050537,3,3,614
80,0.15640134289860724,1.0569140911102295,1.34463632106781,3,3,614
81,0.15280792489647865,1.0596351623535156,1.343792200088501,3,3,614
82,0.1649005316197872,1.0610240697860718,1.3442037105560303,3,3,614
83,0.12305619046092034,1.0625444650650024,1.3445262908935547,3,3,614
84,0.16903077363967894,1.0638750791549683,1.345102310180664,3,3,614
85,0.14649309441447259,1.0645103454589844,1.3464696407318115,3,3,614
86,0.14093048200011254,1.0638231039047241,1.3475778102874756,3,3,614
87,0.164683435857296,1.0621360540390015,1.3482005596160889,3,3,614
88,0.13815122693777085,1.0614917278289795,1.3478009700775146,3,3,614
89,0.17467305436730385,1.0593841075897217,1.3475751876831055,3,3,614
90,0.15635908357799053,1.0556385517120361,1.3466027975082397,3,3,614
91,0.14860853925347328,1.0531620979309082,1.3452866077423096,3,3,614
92,0.1595116950571537,1.0522080659866333,1.3463871479034424,3,3,614
93,0.16352948173880577,1.0534756183624268,1.3463914394378662,3,3,614
94,0.1478625036776066,1.0594030618667603,1.3471039533615112,3,3,614
95,0.15849405378103257,1.0632433891296387,1.3484861850738525,3,3,614
96,0.15299438089132308,1.0640274286270142,1.3498506546020508,3,3,614
97,0.14410093575716018,1.0601192712783813,1.3497145175933838,3,3,614
98,0.1495622307062149,1.0597457885742188,1.3503198623657227,3,3,614
99,0.14566182866692542,1.0582267045974731,1.3487083911895752,3,3,614
100,0.15749743804335595,1.0567265748977661,1.3489844799041748,3,3,614
101,0.13983571007847787,1.0541460514068604,1.3480761051177979,3,3,614
102,0.16259211599826812,1.0551508665084839,1.3468329906463623,3,3,614
103,0.15478430241346358,1.0570982694625854,1.3455452919006348,3,3,614
104,0.14197339192032815,1.059583306312561,1.3455712795257568,3,3,614
105,0.14245422035455704,1.0574737787246704,1.3450603485107422,3,3,614
106,0.12431213706731796,1.0571035146713257,1.3459434509277344,3,3,614
107,0.13226547688245774,1.0563603639602661,1.3461940288543701,3,3,614
108,0.15121397152543067,1.0553945302963257,1.3458011150360107,3,3,614
109,0.13994555100798606,1.0550175905227661,1.3461203575134277,3,3,614
110,0.13618263900279998,1.0541045665740967,1.3462976217269897,3,3,614
111,0.13178092539310454,1.05363130569458,1.3470511436462402,3,3,614
112,0.13109176605939865,1.0532739162445068,1.3480744361877441,3,3,614
113,0.12376062497496605,1.0520836114883423,1.3465403318405151,3,3,614
114,0.16829882711172103,1.0487626791000366,1.3447203636169434,3,3,614
115,0.16769208163022994,1.0473535060882568,1.3434314727783203,3,3,614
116,0.15767765566706657,1.0477283000946045,1.3430938720703125,3,3,614
117,0.13996068611741067,1.049420714378357,1.3424973487854004,3,3,614
118,0.12317403703927994,1.0494073629379272,1.3420575857162476,3,3,614
119,0.13355139568448066,1.0481102466583252,1.3416898250579834,3,3,614
120,0.14926272183656691,1.0480905771255493,1.3404453992843628,3,3,614
121,0.12664773166179658,1.0478192567825317,1.3402355909347534,3,3,614
122,0.1250964764505625,1.0468958616256714,1.3403832912445068,3,3,614
123,0.11360879689455032,1.0474871397018433,1.3410398960113525,3,3,614
124,0.13109622970223428,1.0471372604370117,1.3414638042449951,3,3,614
125,0.11985946670174599,1.0465013980865479,1.341576099395752,3,3,614
126,0.13125865682959556,1.0446234941482544,1.3429756164550781,3,3,614
127,0.1221450351178646,1.044659972190857,1.3428114652633667,3,3,614
128,0.1452965907752514,1.044647455215454,1.3425239324569702,3,3,614
129,0.1428696520626545,1.0446604490280151,1.3418147563934326,3,3,614
130,0.15611952394247056,1.044088363647461,1.341294288635254,3,3,614
131,0.10233176350593567,1.042818307876587,1.3421992063522339,3,3,614
132,0.1157768364995718,1.0430983304977417,1.3430771827697754,3,3,614
133,0.12192536741495133,1.0440796613693237,1.3422149419784546,3,3,614
134,0.15825109407305718,1.0429480075836182,1.3416717052459717,3,3,614
135,0.13043939098715782,1.0443717241287231,1.3413290977478027,3,3,614
136,0.1391839511692524,1.0467851161956787,1.3423678874969482,3,3,614
137,0.11910242959856987,1.047825574874878,1.3441427946090698,3,3,614
138,0.1177244670689106,1.0481318235397339,1.3456791639328003,3,3,614
139,0.13693491443991662,1.0459920167922974,1.3474582433700562,3,3,614
140,0.1015563502907753,1.0452486276626587,1.348591685295105,3,3,614
141,0.12111428752541542,1.042493462562561,1.347987413406372,3,3,614
142,0.15125029906630516,1.0392268896102905,1.347212553024292,3,3,614
143,0.1276610530912876,1.0364859104156494,1.3443464040756226,3,3,614
144,0.1378464035689831,1.0369153022766113,1.3434576988220215,3,3,614
145,0.13642186298966408,1.0369867086410522,1.3428897857666016,3,3,614
146,0.13197819367051125,1.0378904342651367,1.3435120582580566,3,3,614
147,0.12341897115111351,1.039624810218811,1.344775676727295,3,3,614
148,0.13805007338523864,1.0418661832809448,1.3459285497665405,3,3,614
149,0.12096680402755737,1.0451042652130127,1.346825361251831,3,3,614
150,0.12330535277724267,1.0448025465011597,1.3478658199310303,3,3,614
1,1.213240663210551,1.1363886594772339,1.3604047298431396,7,7,2246
2,1.1514445394277573,1.1252992153167725,1.3532670736312866,7,7,2246
3,1.10082066224681,1.1137139797210693,1.3471835851669312,7,7,2246
4,0.9985904975069894,1.1040226221084595,1.3438676595687866,7,7,2246
5,0.9571572045485178,1.0950740575790405,1.340842604637146,7,7,2246
6,0.893542006611824,1.0885226726531982,1.3361692428588867,7,7,2246
7,0.8575011938810349,1.0801208019256592,1.3330004215240479,7,7,2246
8,0.799477164944013,1.0678129196166992,1.3297498226165771,7,7,2246
9,0.7619654064377149,1.0606193542480469,1.3281137943267822,7,7,2246
10,0.7106217957205243,1.054210901260376,1.3242380619049072,7,7,2246
11,0.6709802995125452,1.045238971710205,1.320603847503662,7,7,2246
12,0.6402947530150414,1.0400034189224243,1.3183164596557617,7,7,2246
13,0.5889315646555688,1.0347816944122314,1.317328691482544,7,7,2246
14,0.5580161304937469,1.0263739824295044,1.315349817276001,7,7,2246
15,0.5284797499577204,1.020721435546875,1.3137412071228027,7,7,2246
16,0.4912433880898688,1.011895775794983,1.3107190132141113,7,7,2246
17,0.4532588894168536,1.0074678659439087,1.3080098628997803,7,7,2246
18,0.43326595342821544,0.9974951148033142,1.3087352514266968,7,7,2246
19,0.4341359842154715,0.994353711605072,1.3107824325561523,7,7,2246
20,0.39013433704773587,0.9896154999732971,1.3081402778625488,7,7,2246
21,0.37134605480564964,0.9844198226928711,1.3072474002838135,7,7,2246
22,0.352336422022846,0.980468213558197,1.3049259185791016,7,7,2246
23,0.30782758154802853,0.9812384843826294,1.3061637878417969,7,7,2246
24,0.2909600880617897,0.9779993295669556,1.3064444065093994,7,7,2246
25,0.2807757117682033,0.9775092005729675,1.3055751323699951,7,7,2246
26,0.27115446080764133,0.9749573469161987,1.3047207593917847,7,7,2246
27,0.27813325367040104,0.9677107334136963,1.3048442602157593,7,7,2246
28,0.2549123325281673,0.9631720781326294,1.3045237064361572,7,7,2246
29,0.247574539648162,0.9630463123321533,1.3033809661865234,7,7,2246
30,0.23185662925243378,0.9592190980911255,1.304306149482727,7,7,2246
31,0.2234056546456284,0.9549165964126587,1.307522177696228,7,7,2246
32,0.22531872718698448,0.9524103403091431,1.3083102703094482,7,7,2246
33,0.20309546238018406,0.947175920009613,1.3081715106964111,7,7,2246
34,0.20493504405021667,0.9425893425941467,1.3064227104187012,7,7,2246
35,0.19221152820520931,0.9456023573875427,1.3101582527160645,7,7,2246
36,0.1868797234363026,0.9477663636207581,1.3148869276046753,7,7,2246
37,0.18199650032652748,0.9410941004753113,1.315425157546997,7,7,2246
38,0.18663100691305268,0.9399085640907288,1.3135708570480347,7,7,2246
39,0.1793171786185768,0.9318387508392334,1.3142285346984863,7,7,2246
40,0.1744553583363692,0.9311845302581787,1.3105156421661377,7,7,2246
41,0.16381718528767428,0.9301369190216064,1.3095357418060303,7,7,2246
42,0.14565973770287302,0.9384158849716187,1.3073070049285889,7,7,2246
43,0.15880046846965948,0.9431653618812561,1.3078745603561401,7,7,2246
44,0.16252602926558918,0.9422926306724548,1.3120157718658447,7,7,2246
45,0.14885730565422112,0.9348627328872681,1.3133265972137451,7,7,2246
46,0.14964361426730952,0.9315472841262817,1.3159325122833252,7,7,2246
47,0.15619135172002846,0.9321233630180359,1.321440577507019,7,7,2246
48,0.15880569691459337,0.9301114678382874,1.3238532543182373,7,7,2246
49,0.143716002917952,0.9279167652130127,1.3216220140457153,7,7,2246
50,0.14682011099325287,0.9142391681671143,1.3232550621032715,7,7,2246
51,0.1458579349435038,0.9159290790557861,1.321549892425537,7,7,2246
52,0.15339445446928343,0.9100344181060791,1.3173987865447998,7,7,2246
53,0.1383903988947471,0.9126809239387512,1.3285950422286987,7,7,2246
54,0.13515623948640293,0.9066210389137268,1.331186294555664,7,7,2246
55,0.1356307657228576,0.9040198922157288,1.3336858749389648,7,7,2246
56,0.13866240965823332,0.8991790413856506,1.3356584310531616,7,7,2246
57,0.12289685404135121,0.9028818011283875,1.3350499868392944,7,7,2246
58,0.13756819090081585,0.8994095921516418,1.3378822803497314,7,7,2246
59,0.12754859485559994,0.8931236267089844,1.3434607982635498,7,7,2246
60,0.12763759224779075,0.8947605490684509,1.3388580083847046,7,7,2246
61,0.1295713008277946,0.8972434401512146,1.3402856588363647,7,7,2246
62,0.12090459569460815,0.895603358745575,1.34555184841156,7,7,2246
63,0.12242862913343641,0.8991736769676208,1.3490171432495117,7,7,2246
64,0.13460638953579795,0.8924335241317749,1.3510167598724365,7,7,2246
65,0.13176778869496453,0.8943724036216736,1.3518122434616089,7,7,2246
66,0.12046632879517144,0.894435703754425,1.3545911312103271,7,7,2246
67,0.1213685255497694,0.8949828743934631,1.3518543243408203,7,7,2246
68,0.11893692053854465,0.9041932225227356,1.356533408164978,7,7,2246
69,0.12850245460867882,0.9039960503578186,1.3567323684692383,7,7,2246
70,0.11101103180812465,0.8972076773643494,1.3568356037139893,7,7,2246
71,0.11472934381001526,0.9015390872955322,1.3627240657806396,7,7,2246
72,0.12386877110434903,0.8982232213020325,1.359821081161499,7,7,2246
73,0.11730136567105849,0.8877648115158081,1.3585929870605469,7,7,2246
74,0.12163271051314142,0.893208920955658,1.3544106483459473,7,7,2246
75,0.13368122786697414,0.9000917673110962,1.3553955554962158,7,7,2246
76,0.11318109857125415,0.9009900689125061,1.3533509969711304,7,7,2246
77,0.1208563834014866,0.899915874004364,1.3538589477539062,7,7,2246
78,0.11339811515063047,0.8956610560417175,1.3525197505950928,7,7,2246
79,0.107358792796731,0.9001074433326721,1.3556221723556519,7,7,2246
80,0.11515792355769211,0.9064984917640686,1.3554562330245972,7,7,2246
81,0.11587085160944197,0.9063535332679749,1.357905626296997,7,7,2246
82,0.12352604874306256,0.9040558934211731,1.3644285202026367,7,7,2246
83,0.11013597539729542,0.912843644618988,1.3655710220336914,7,7,2246
84,0.11726492022474606,0.9143307209014893,1.3661044836044312,7,7,2246
85,0.11185941462301546,0.9095016121864319,1.3687503337860107,7,7,2246
86,0.10541883204132318,0.9095149040222168,1.3741497993469238,7,7,2246
87,0.11245898695455657,0.8980394005775452,1.3773307800292969,7,7,2246
88,0.10920743163054188,0.8935508728027344,1.3796288967132568,7,7,2246
89,0.10052677657869127,0.8972403407096863,1.3804268836975098,7,7,2246
90,0.10238939389172527,0.89315265417099,1.3806694746017456,7,7,2246
91,0.11369466802312268,0.895420253276825,1.3811577558517456,7,7,2246
92,0.10863467067894009,0.8907796144485474,1.384355902671814,7,7,2246
93,0.11464531719684601,0.885633647441864,1.3866734504699707,7,7,2246
94,0.10634494314177169,0.8892214298248291,1.3750386238098145,7,7,2246
95,0.11164757826675971,0.894863486289978,1.3729393482208252,7,7,2246
96,0.11085032340553072,0.8841599225997925,1.372139811515808,7,7,2246
97,0.10657199451492892,0.8792479038238525,1.374953031539917,7,7,2246
98,0.10377669955293338,0.8900809288024902,1.3780694007873535,7,7,2246
99,0.09589199990861946,0.889546811580658,1.3700141906738281,7,7,2246
100,0.10406014437062873,0.8962805271148682,1.3697259426116943,7,7,2246
