trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
body_mass,3,full_train_pc_ridge,full_train,-1,-1,5127,5127,570,4000,100,4000,62178.10809025701,0.36605611647540753,0.9448128938674927,0.014687317423522472,0,0,0.0,0.9849377239588648
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3000514,500,5127,570,4000,100,4000,62178.10809025701,0.25663133820400486,1.042786955833435,0.03975274786353111,300,26224,51.242190510965884,0.01954613788984716
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3001014,1000,5127,570,4000,100,4000,62178.10809025701,0.2616457798813708,1.0172760486602783,0.03155478835105896,300,26461,59.460719579132274,0.05801772396080196
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3001514,1500,5127,570,4000,100,4000,62178.10809025701,0.30324714325981517,0.9955013990402222,0.02654750645160675,300,26570,69.54263894306496,0.11650409991852939
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3002014,2000,5127,570,4000,100,4000,62178.10809025701,0.28894817141820706,1.0038002729415894,0.023306792601943016,300,26624,80.23080681497231,0.21761539997532964
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3002514,2500,5127,570,4000,100,4000,62178.10809025701,0.31239250963881765,0.9814708828926086,0.02084149606525898,300,26541,88.9400042979978,0.32603610306978226
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3003014,3000,5127,570,4000,100,4000,62178.10809025701,0.34582063548829156,0.9678510427474976,0.01899656653404236,300,26443,98.39885844918899,0.491756146075204
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3003514,3500,5127,570,4000,100,4000,62178.10809025701,0.3382257447178236,0.9690585732460022,0.01752760447561741,300,26497,108.69574021501467,0.7195865728426725
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3004014,4000,5127,570,4000,100,4000,62178.10809025701,0.3428469686628409,0.9691044092178345,0.016364146023988724,300,26626,118.0465204520151,0.9622124738525599
body_mass,3,pevmean_ga_pc_ridge,pevmean_ga,0,3004514,4500,5127,570,4000,100,4000,62178.10809025701,0.36484463047733995,0.9494242072105408,0.015386223793029785,300,26427,112.6561744720675,1.0012389859184623
