n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,194,0.03950658466010221,1.0167856216430664,shapley_mean,-1,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.10993344403848093,1.0103875398635864,shapley_mean,-1,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,0.029839759115005218,1.018810749053955,shapley_mean,-1,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,0.06361219933476887,1.0144590139389038,shapley_mean,-1,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,0.13757133522008483,1.0001142024993896,shapley_mean,-1,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.15490365871804807,0.9955170154571533,shapley_mean,-1,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.18384347778443438,0.9890298843383789,shapley_mean,-1,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.18099333231990167,0.9873175024986267,shapley_mean,-1,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.1878528380359407,0.9862955808639526,shapley_mean,-1,9,2688,9,Sleneset,2,758124901,10,0.05
5,10,3766,0.19237898189993421,0.9810903072357178,shapley_mean,-1,10,3766,9,Sleneset,2,758124901,10,0.05
4,11,4350,0.1946041436600899,0.9803849458694458,shapley_mean,-1,11,4350,9,Sleneset,2,758124901,10,0.05
3,12,4908,0.155241659349925,0.988742470741272,shapley_mean,-1,12,4908,9,Sleneset,2,758124901,10,0.05
2,13,5081,0.1688796053184196,0.9850583672523499,shapley_mean,-1,13,5081,9,Sleneset,2,758124901,10,0.05
1,14,5373,0.14280490960385595,0.9901895523071289,shapley_mean,-1,14,5373,9,Sleneset,2,758124901,10,0.05
0,15,5531,0.17412367456975839,0.975699782371521,shapley_mean,-1,15,5531,9,Sleneset,2,758124901,10,0.05
14,1,194,0.25064181054068646,1.0098909139633179,random_individual,0,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.28944460550971823,1.0008751153945923,random_individual,0,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,0.23963788988854398,0.995025634765625,random_individual,0,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,0.17629465319568716,0.9973219037055969,random_individual,0,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,0.1351964770237126,0.998984158039093,random_individual,0,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.1752122487974193,0.9886177182197571,random_individual,0,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.16869843723108094,0.9898446798324585,random_individual,0,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.19332251680501053,0.9808463454246521,random_individual,0,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.1786114236170573,0.9833752512931824,random_individual,0,9,2688,9,Sleneset,2,758124901,10,0.05
5,10,3766,0.14078102282680174,0.9879578351974487,random_individual,0,10,3766,9,Sleneset,2,758124901,10,0.05
4,11,4350,0.16706899398056713,0.9787468314170837,random_individual,0,11,4350,9,Sleneset,2,758124901,10,0.05
3,12,4908,0.1769449935838324,0.9773675203323364,random_individual,0,12,4908,9,Sleneset,2,758124901,10,0.05
2,13,5081,0.17960266161248334,0.9751118421554565,random_individual,0,13,5081,9,Sleneset,2,758124901,10,0.05
1,14,5373,0.18182037822849595,0.9736611843109131,random_individual,0,14,5373,9,Sleneset,2,758124901,10,0.05
0,15,5531,0.17412367456975839,0.975699782371521,random_individual,0,15,5531,9,Sleneset,2,758124901,10,0.05
14,1,194,0.09321524839649688,1.014378547668457,random_individual,1,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.09885163424859497,1.0199024677276611,random_individual,1,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,0.016811873110998583,1.0233924388885498,random_individual,1,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,0.0011068177496536041,1.0232508182525635,random_individual,1,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,0.032207099170776715,1.02020263671875,random_individual,1,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.08107093485764377,1.0110983848571777,random_individual,1,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.09298093058729816,1.0099056959152222,random_individual,1,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.18174072729675045,0.9845749139785767,random_individual,1,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.1983966316292127,0.9785797595977783,random_individual,1,9,2688,9,Sleneset,2,758124901,10,0.05
5,10,3766,0.19149513871342844,0.9745363593101501,random_individual,1,10,3766,9,Sleneset,2,758124901,10,0.05
4,11,4350,0.21530756573446944,0.9606497287750244,random_individual,1,11,4350,9,Sleneset,2,758124901,10,0.05
3,12,4908,0.17234760041135586,0.9755442142486572,random_individual,1,12,4908,9,Sleneset,2,758124901,10,0.05
2,13,5081,0.16113528864343382,0.9798789620399475,random_individual,1,13,5081,9,Sleneset,2,758124901,10,0.05
1,14,5373,0.17268321282198576,0.975109338760376,random_individual,1,14,5373,9,Sleneset,2,758124901,10,0.05
0,15,5531,0.17412367456975839,0.975699782371521,random_individual,1,15,5531,9,Sleneset,2,758124901,10,0.05
14,1,194,0.11209296287183683,1.013081431388855,random_individual,2,1,194,9,Sleneset,2,758124901,10,0.05
