target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
11,Leka,3,3014,799,799,8L64795,13,Vikna,0.002441088410199605,1,0.14463539106755302,300,139
11,Leka,3,3014,3944,3944,8681409,5,Hestmannøy,0.0022430169808767557,2,0.14463539106755302,300,133
11,Leka,3,3014,2697,2697,8N73093,5,Hestmannøy,0.0018838391590288335,3,0.14463539106755302,300,140
11,Leka,3,3014,2792,2792,8N73409,4,Gjerøy,0.0018425650501259017,4,0.14463539106755302,300,137
11,Leka,3,3014,1976,1976,8N14668,13,Vikna,0.0017687675383476994,5,0.14463539106755302,300,140
11,Leka,3,3014,1209,1209,8N05199,13,Vikna,0.0017154787674232485,6,0.14463539106755302,300,138
11,Leka,3,3014,1611,1611,8N06895,14,Lauvøya,0.001554256462235721,7,0.14463539106755302,300,141
11,Leka,3,3014,1610,1610,8N06887,14,Lauvøya,0.0015481982434718828,8,0.14463539106755302,300,144
11,Leka,3,3014,3903,3903,8681200,4,Gjerøy,0.001486624299862613,9,0.14463539106755302,300,146
11,Leka,3,3014,2892,2892,8N73657,13,Vikna,0.0013996952074017284,10,0.14463539106755302,300,143
11,Leka,3,3014,2617,2617,8N72902,13,Vikna,0.001289582707861996,11,0.14463539106755302,300,151
11,Leka,3,3014,4469,4469,8816929,4,Gjerøy,0.0012721981018601408,12,0.14463539106755302,300,138
11,Leka,3,3014,1609,1609,8N06882,14,Lauvøya,0.001189033817895357,13,0.14463539106755302,300,132
11,Leka,3,3014,2340,2340,8N28792,14,Lauvøya,0.001176470647124288,14,0.14463539106755302,300,138
11,Leka,3,3014,2894,2894,8N73658,13,Vikna,0.0011759187967947458,15,0.14463539106755302,300,138
11,Leka,3,3014,3743,3743,8309285,5,Hestmannøy,0.0011595416742945128,16,0.14463539106755302,300,140
11,Leka,3,3014,1342,1342,8N05534,5,Hestmannøy,0.001118852718416245,17,0.14463539106755302,300,130
11,Leka,3,3014,1527,1527,8N06475,12,Vega,0.0010840291452066813,18,0.14463539106755302,300,139
11,Leka,3,3014,4351,4351,8800104,10,Aldra,0.0010711340541969966,19,0.14463539106755302,300,133
11,Leka,3,3014,1181,1181,8N05170,12,Vega,0.0010387576863914471,20,0.14463539106755302,300,134
11,Leka,3,3014,452,452,8L64873,14,Lauvøya,0.0010346353485223717,21,0.14463539106755302,300,128
11,Leka,3,3014,1125,1125,8N05114,14,Lauvøya,0.0010342767609645962,22,0.14463539106755302,300,126
11,Leka,3,3014,3864,3864,8681038,5,Hestmannøy,0.001031029401929218,23,0.14463539106755302,300,128
11,Leka,3,3014,4938,4938,8943129,4,Gjerøy,0.001023560276084519,24,0.14463539106755302,300,144
11,Leka,3,3014,2652,2652,8N72938,13,Vikna,0.0010219290371431078,25,0.14463539106755302,300,140
11,Leka,3,3014,4282,4282,8747875,1,Myken,0.001013181759822841,26,0.14463539106755302,300,130
11,Leka,3,3014,2332,2332,8N28784,14,Lauvøya,0.0010003495050873135,27,0.14463539106755302,300,136
11,Leka,3,3014,142,142,8L30768,12,Vega,0.0009926188979917875,28,0.14463539106755302,300,132
