n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.09998000060975487,1.4725520610809326,pevmean_ga,-1,18271.144399056517,4,Gjerøy,0,1623418790,body_mass
4000,0.08995430636668508,1.4753704071044922,pevmean_ga,-1,17264.986632804656,4,Gjerøy,0,1623418790,body_mass
1000,0.05352306115836549,1.5050554275512695,random_individual,0,,4,Gjerøy,0,1623418790,body_mass
4000,0.07605497379751018,1.481690526008606,random_individual,0,,4,Gjerøy,0,1623418790,body_mass
1000,0.05756606135245349,1.483502984046936,random_individual,1,,4,Gjerøy,0,1623418790,body_mass
4000,0.0486785185347124,1.4855486154556274,random_individual,1,,4,Gjerøy,0,1623418790,body_mass
1000,0.007200395127724765,1.4966514110565186,random_individual,2,,4,Gjerøy,0,1623418790,body_mass
4000,0.09929566570641701,1.4754903316497803,random_individual,2,,4,Gjerøy,0,1623418790,body_mass
1000,0.1527801913343771,1.4664976596832275,random_individual,3,,4,Gjerøy,0,1623418790,body_mass
4000,0.07444589045645728,1.4811105728149414,random_individual,3,,4,Gjerøy,0,1623418790,body_mass
1000,0.1404777374462343,1.4746105670928955,random_individual,4,,4,Gjerøy,0,1623418790,body_mass
4000,0.06922382871232861,1.4822901487350464,random_individual,4,,4,Gjerøy,0,1623418790,body_mass
