n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5139,0.08836632815355312,1.4772390127182007,pevmean_ga,-2,17014.17664521871,4,Gjerøy,4,172047015,body_mass
5139,0.08836632815355312,1.4772390127182007,random_individual,-2,17014.17664521871,4,Gjerøy,4,172047015,body_mass
50,0.0703561266996706,1.485733151435852,pevmean_ga,-1,18995.439565713594,4,Gjerøy,4,172047015,body_mass
100,0.13347801465920914,1.497644305229187,pevmean_ga,-1,18904.700747305702,4,Gjerøy,4,172047015,body_mass
250,0.03262802900725249,1.493183970451355,pevmean_ga,-1,18772.60331184915,4,Gjerøy,4,172047015,body_mass
500,0.12589353903968525,1.475877285003662,pevmean_ga,-1,18593.552637122924,4,Gjerøy,4,172047015,body_mass
2000,0.12496487625415997,1.4644405841827393,pevmean_ga,-1,17864.866002806666,4,Gjerøy,4,172047015,body_mass
3500,0.11871655361434226,1.4656018018722534,pevmean_ga,-1,17396.359925061977,4,Gjerøy,4,172047015,body_mass
50,0.05993665697760878,1.4921752214431763,random_individual,0,,4,Gjerøy,4,172047015,body_mass
100,0.059095785702937435,1.4887758493423462,random_individual,0,,4,Gjerøy,4,172047015,body_mass
250,0.054034996254987644,1.5054738521575928,random_individual,0,,4,Gjerøy,4,172047015,body_mass
500,0.08002870940544089,1.4864083528518677,random_individual,0,,4,Gjerøy,4,172047015,body_mass
2000,0.11316371978407778,1.4710371494293213,random_individual,0,,4,Gjerøy,4,172047015,body_mass
3500,0.1349296501294432,1.4601210355758667,random_individual,0,,4,Gjerøy,4,172047015,body_mass
50,0.1410307451313692,1.4855581521987915,random_individual,1,,4,Gjerøy,4,172047015,body_mass
100,0.11180305710247868,1.4888836145401,random_individual,1,,4,Gjerøy,4,172047015,body_mass
250,0.14790401066832953,1.4789425134658813,random_individual,1,,4,Gjerøy,4,172047015,body_mass
500,0.11247369426875198,1.4878798723220825,random_individual,1,,4,Gjerøy,4,172047015,body_mass
2000,0.1022815608333159,1.4800094366073608,random_individual,1,,4,Gjerøy,4,172047015,body_mass
3500,0.09700720293349852,1.4810887575149536,random_individual,1,,4,Gjerøy,4,172047015,body_mass
50,-0.028581169098560594,1.5138670206069946,random_individual,2,,4,Gjerøy,4,172047015,body_mass
100,-0.01185923215121659,1.505071997642517,random_individual,2,,4,Gjerøy,4,172047015,body_mass
250,-0.08159238608200998,1.504035234451294,random_individual,2,,4,Gjerøy,4,172047015,body_mass
500,-0.06341420120789384,1.5058773756027222,random_individual,2,,4,Gjerøy,4,172047015,body_mass
2000,0.0050083452644817455,1.5005619525909424,random_individual,2,,4,Gjerøy,4,172047015,body_mass
3500,0.033719924439412435,1.4981908798217773,random_individual,2,,4,Gjerøy,4,172047015,body_mass
50,-0.09562189257652942,1.4992526769638062,random_individual,3,,4,Gjerøy,4,172047015,body_mass
100,-0.030953148063968174,1.4941139221191406,random_individual,3,,4,Gjerøy,4,172047015,body_mass
250,0.03915325525593274,1.4928489923477173,random_individual,3,,4,Gjerøy,4,172047015,body_mass
500,0.08075292282521791,1.4879077672958374,random_individual,3,,4,Gjerøy,4,172047015,body_mass
2000,0.07309429338847359,1.4816044569015503,random_individual,3,,4,Gjerøy,4,172047015,body_mass
3500,0.10315069014984933,1.4751925468444824,random_individual,3,,4,Gjerøy,4,172047015,body_mass
50,-0.016520193098833034,1.4925659894943237,random_individual,4,,4,Gjerøy,4,172047015,body_mass
100,-0.04025868817296528,1.5118412971496582,random_individual,4,,4,Gjerøy,4,172047015,body_mass
250,0.020124560949292037,1.4953608512878418,random_individual,4,,4,Gjerøy,4,172047015,body_mass
500,0.0570390626043182,1.48948335647583,random_individual,4,,4,Gjerøy,4,172047015,body_mass
2000,0.03811861025636466,1.4947484731674194,random_individual,4,,4,Gjerøy,4,172047015,body_mass
3500,0.021390008898106383,1.4968342781066895,random_individual,4,,4,Gjerøy,4,172047015,body_mass
