trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,4,full_train_pc_ridge,full_train,-1,-1,5070,5070,563,4500,100,4500,40673.818606964225,0.3218657611682697,0.9630189538002014,0.016646992415189743,0,0,0.0,1.013533268822357
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4000514,500,5070,563,4500,100,4500,40673.818606964225,0.1499337491936409,1.1202267408370972,0.05213279649615288,300,26308,47.92062648688443,0.020489505026489496
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4001014,1000,5070,563,4500,100,4500,40673.818606964225,0.2504346663497308,1.052475929260254,0.03893468901515007,300,26443,55.143516974989325,0.05973006202839315
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4001514,1500,5070,563,4500,100,4500,40673.818606964225,0.23215615821218755,1.0545207262039185,0.03232327103614807,300,26531,62.70007465197705,0.11357312416657805
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4002014,2000,5070,563,4500,100,4500,40673.818606964225,0.21216922965004167,1.0468703508377075,0.02744261920452118,300,26656,69.4021948131267,0.20436302502639592
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4002514,2500,5070,563,4500,100,4500,40673.818606964225,0.3094817010592269,1.0082991123199463,0.02455277368426323,300,26634,75.87509691389278,0.3039852879010141
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4003014,3000,5070,563,4500,100,4500,40673.818606964225,0.30526755129915556,0.9968609809875488,0.021946104243397713,300,26555,83.40737199480645,0.44529324606992304
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4003514,3500,5070,563,4500,100,4500,40673.818606964225,0.3177152023132785,0.9710459113121033,0.020090963691473007,300,26570,90.78222625982016,0.6440569050610065
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4004014,4000,5070,563,4500,100,4500,40673.818606964225,0.31823793124441113,0.9668517112731934,0.018581094220280647,300,26669,97.31189168500714,0.8304663070011884
thr_wing,4,pevmean_ga_pc_ridge,pevmean_ga,0,4004514,4500,5070,563,4500,100,4500,40673.818606964225,0.3059088662217239,0.9652321934700012,0.0174196045845747,300,26615,102.69031934789382,0.9439870240166783
