trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,7,full_train_pc_ridge,full_train,-1,-1,5070,5070,563,4500,100,4500,40673.818606964225,0.33644293314701385,1.053296446800232,0.016553744673728943,0,0,0.0,1.4108075820840895
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7000514,500,5070,563,4500,100,4500,40673.818606964225,0.18705829335960394,1.2467983961105347,0.051561448723077774,300,26507,57.92800960410386,0.028293234994634986
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7001014,1000,5070,563,4500,100,4500,40673.818606964225,0.2775148313126836,1.2088030576705933,0.03871148079633713,300,26571,70.28566843806766,0.07724196114577353
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7001514,1500,5070,563,4500,100,4500,40673.818606964225,0.2371586745466936,1.1621099710464478,0.03170309588313103,300,26583,80.43656672211364,0.1508420540485531
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7002014,2000,5070,563,4500,100,4500,40673.818606964225,0.3202146447281654,1.1281256675720215,0.02735334075987339,300,26580,91.85844432702288,0.2827849490568042
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7002514,2500,5070,563,4500,100,4500,40673.818606964225,0.26247965874164414,1.152361512184143,0.024026762694120407,300,26720,101.85849399399012,0.4241137970238924
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7003014,3000,5070,563,4500,100,4500,40673.818606964225,0.2937540349885109,1.1123396158218384,0.021690191701054573,300,26582,113.2428249719087,0.6187728371005505
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7003514,3500,5070,563,4500,100,4500,40673.818606964225,0.31105675534792415,1.101165533065796,0.019878879189491272,300,26573,125.47546245204285,0.8492001530248672
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7004014,4000,5070,563,4500,100,4500,40673.818606964225,0.31809038058493183,1.0765084028244019,0.018447520211338997,300,26579,136.41736198798753,1.1176884670276195
thr_wing,7,pevmean_ga_pc_ridge,pevmean_ga,0,7004514,4500,5070,563,4500,100,4500,40673.818606964225,0.3198676690664522,1.059653401374817,0.017256734892725945,300,26490,125.46153088612482,1.468103928025812
