n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,92,0.11560318588340156,0.943074107170105,shapley_mean,-1,1,92,9,Sleneset,4,1032463046,10,0.05
13,2,351,0.09762474454687034,0.942453145980835,shapley_mean,-1,2,351,9,Sleneset,4,1032463046,10,0.05
12,3,1429,0.07034684216968957,0.9399791359901428,shapley_mean,-1,3,1429,9,Sleneset,4,1032463046,10,0.05
11,4,1548,0.10252865604716113,0.9346011877059937,shapley_mean,-1,4,1548,9,Sleneset,4,1032463046,10,0.05
10,5,1840,0.0450697259467648,0.9435517191886902,shapley_mean,-1,5,1840,9,Sleneset,4,1032463046,10,0.05
9,6,1998,0.08924003982981993,0.9313749670982361,shapley_mean,-1,6,1998,9,Sleneset,4,1032463046,10,0.05
8,7,2484,0.10807164680588402,0.9274667501449585,shapley_mean,-1,7,2484,9,Sleneset,4,1032463046,10,0.05
7,8,2657,0.11357775300425893,0.9255340695381165,shapley_mean,-1,8,2657,9,Sleneset,4,1032463046,10,0.05
6,9,3241,0.1223168160909431,0.924648642539978,shapley_mean,-1,9,3241,9,Sleneset,4,1032463046,10,0.05
5,10,3824,0.1409656315456615,0.9181030988693237,shapley_mean,-1,10,3824,9,Sleneset,4,1032463046,10,0.05
4,11,4382,0.10615905022747871,0.9266976714134216,shapley_mean,-1,11,4382,9,Sleneset,4,1032463046,10,0.05
3,12,4738,0.13337335981954443,0.9182272553443909,shapley_mean,-1,12,4738,9,Sleneset,4,1032463046,10,0.05
2,13,4940,0.139654274835729,0.9165149927139282,shapley_mean,-1,13,4940,9,Sleneset,4,1032463046,10,0.05
1,14,5134,0.1360918618869014,0.9186807870864868,shapley_mean,-1,14,5134,9,Sleneset,4,1032463046,10,0.05
0,15,5531,0.14150566900935668,0.9178141355514526,shapley_mean,-1,15,5531,9,Sleneset,4,1032463046,10,0.05
14,1,92,0.22185777313718136,0.9373590350151062,random_individual,0,1,92,9,Sleneset,4,1032463046,10,0.05
13,2,351,0.25299613930568277,0.9267628192901611,random_individual,0,2,351,9,Sleneset,4,1032463046,10,0.05
12,3,1429,0.14639219800050535,0.9291961193084717,random_individual,0,3,1429,9,Sleneset,4,1032463046,10,0.05
11,4,1548,0.15635013751831942,0.9284631609916687,random_individual,0,4,1548,9,Sleneset,4,1032463046,10,0.05
10,5,1840,0.19269307012243142,0.9199866652488708,random_individual,0,5,1840,9,Sleneset,4,1032463046,10,0.05
9,6,1998,0.17862480019995036,0.9178064465522766,random_individual,0,6,1998,9,Sleneset,4,1032463046,10,0.05
8,7,2484,0.18665689689522103,0.912577748298645,random_individual,0,7,2484,9,Sleneset,4,1032463046,10,0.05
7,8,2657,0.1946128679931557,0.9116742014884949,random_individual,0,8,2657,9,Sleneset,4,1032463046,10,0.05
6,9,3241,0.17195694870480033,0.9125546216964722,random_individual,0,9,3241,9,Sleneset,4,1032463046,10,0.05
5,10,3824,0.15245107417129805,0.9189099669456482,random_individual,0,10,3824,9,Sleneset,4,1032463046,10,0.05
4,11,4382,0.1363872044312647,0.9213265180587769,random_individual,0,11,4382,9,Sleneset,4,1032463046,10,0.05
3,12,4738,0.15148602372094794,0.9177382588386536,random_individual,0,12,4738,9,Sleneset,4,1032463046,10,0.05
2,13,4940,0.15683471747795175,0.917134165763855,random_individual,0,13,4940,9,Sleneset,4,1032463046,10,0.05
1,14,5134,0.16774572508773727,0.9119288325309753,random_individual,0,14,5134,9,Sleneset,4,1032463046,10,0.05
0,15,5531,0.14150566900935668,0.9178141355514526,random_individual,0,15,5531,9,Sleneset,4,1032463046,10,0.05
14,1,92,-0.06240159304834141,0.9511090517044067,random_individual,1,1,92,9,Sleneset,4,1032463046,10,0.05
13,2,351,0.030974072909066005,0.9480305910110474,random_individual,1,2,351,9,Sleneset,4,1032463046,10,0.05
12,3,1429,0.01361430590791327,0.9557294845581055,random_individual,1,3,1429,9,Sleneset,4,1032463046,10,0.05
11,4,1548,-0.0010984187693184372,0.9572997093200684,random_individual,1,4,1548,9,Sleneset,4,1032463046,10,0.05
10,5,1840,-0.011335421683240803,0.95911705493927,random_individual,1,5,1840,9,Sleneset,4,1032463046,10,0.05
9,6,1998,0.02463534394082742,0.952522337436676,random_individual,1,6,1998,9,Sleneset,4,1032463046,10,0.05
8,7,2484,0.0813065745247768,0.9382964968681335,random_individual,1,7,2484,9,Sleneset,4,1032463046,10,0.05
7,8,2657,0.07311000107466957,0.9404061436653137,random_individual,1,8,2657,9,Sleneset,4,1032463046,10,0.05
6,9,3241,0.052129152801722055,0.9454856514930725,random_individual,1,9,3241,9,Sleneset,4,1032463046,10,0.05
5,10,3824,0.10340150301570032,0.9300899505615234,random_individual,1,10,3824,9,Sleneset,4,1032463046,10,0.05
4,11,4382,0.11346602328273114,0.925498366355896,random_individual,1,11,4382,9,Sleneset,4,1032463046,10,0.05
3,12,4738,0.14382526759657618,0.9176295399665833,random_individual,1,12,4738,9,Sleneset,4,1032463046,10,0.05
2,13,4940,0.1439791207545455,0.9188300371170044,random_individual,1,13,4940,9,Sleneset,4,1032463046,10,0.05
1,14,5134,0.13647493341383676,0.9214478731155396,random_individual,1,14,5134,9,Sleneset,4,1032463046,10,0.05
0,15,5531,0.14150566900935668,0.9178141355514526,random_individual,1,15,5531,9,Sleneset,4,1032463046,10,0.05
14,1,92,0.02766197474532758,0.9900219440460205,random_individual,2,1,92,9,Sleneset,4,1032463046,10,0.05
13,2,351,0.07997680332017813,0.9440306425094604,random_individual,2,2,351,9,Sleneset,4,1032463046,10,0.05
12,3,1429,0.08384429761949926,0.9328979849815369,random_individual,2,3,1429,9,Sleneset,4,1032463046,10,0.05
11,4,1548,0.0840306880465482,0.9354815483093262,random_individual,2,4,1548,9,Sleneset,4,1032463046,10,0.05
10,5,1840,0.07307621074131138,0.9381795525550842,random_individual,2,5,1840,9,Sleneset,4,1032463046,10,0.05
9,6,1998,0.09382276907518672,0.9352176189422607,random_individual,2,6,1998,9,Sleneset,4,1032463046,10,0.05
8,7,2484,0.07376619306708576,0.9426097273826599,random_individual,2,7,2484,9,Sleneset,4,1032463046,10,0.05
7,8,2657,0.04722899732471686,0.9495305418968201,random_individual,2,8,2657,9,Sleneset,4,1032463046,10,0.05
6,9,3241,0.0510174590089951,0.9473525285720825,random_individual,2,9,3241,9,Sleneset,4,1032463046,10,0.05
