analysis,method,selection_method,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,target_island,target_island_name,repeat,repeat_seed,trait,n_components,selection_n_components,avg_grm_obj,pca_dist_obj
full_baseline,full_source_unweighted,none,-2,False,5531,0.18682359142380586,3.740729665548223,9,Sleneset,0,698402219,body_mass,500,,-0.0015718369968423813,
ranked_subset,random_individual,random,0,False,500,0.005355550874232315,4.092391636437327,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,1000,0.08374209467440041,3.9344679332331665,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,1500,0.08707255946169973,3.873601446510665,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,2000,0.10667460310576588,3.8722456068779834,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,2500,0.11871035799602979,3.847437419534559,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,3000,0.1353518322033585,3.819849716025023,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,3500,0.14685136864863058,3.806789147947437,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,4000,0.1674580651621112,3.775217902064751,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,0,False,4500,0.16354842510109183,3.7697877252654486,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,500,0.15346481629889905,3.7635724238015653,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,1000,0.13484780084219375,3.823293912158116,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,1500,0.14515437069678092,3.8086688683602814,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,2000,0.16860971288360643,3.774577648819037,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,2500,0.15690698466074868,3.8015749814654782,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,3000,0.15891294270164624,3.80860254406303,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,3500,0.14535913034316839,3.8234907680232952,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,4000,0.17149590974587334,3.77458414194304,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,1,False,4500,0.1647229369971033,3.7735598229644944,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,500,0.06786882951361609,4.115938874132174,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,1000,0.11590805358298832,4.015488339187996,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,1500,0.17565185759137653,3.871722025730081,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,2000,0.2090197467591669,3.760485494865542,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,2500,0.20369151133604851,3.7166017365776836,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,3000,0.2172158441063601,3.700631638579265,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,3500,0.2160355305446185,3.692288807124658,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,4000,0.20569397384036409,3.7117071987986137,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,2,False,4500,0.18504467344184788,3.7427078959824964,9,Sleneset,0,698402219,body_mass,500,,,
ranked_subset,random_individual,random,3,False,500,0.0724182276968954,3.863899934245177,9,Sleneset,0,698402219,body_mass,500,,,
