trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.1598471758321004,,1.2158788442611694,0.0179398831729543,0.0188607279058668,0.0132247011964875,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,0.1831564964062978,,1.203705906867981,0.011898623243038,0.0110425921174604,0.0091379752136729,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,0.1648897208238781,,1.2081613540649414,0.0085585756501979,0.0075773397291333,0.0066642407179146,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,0.155947330248982,,1.211978554725647,0.0062311800606768,0.0052517767789155,0.0049182358659479,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,0.15409779696664,,1.2134573459625244,0.0044844444761063,0.0036498179213642,0.0035719899957652,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3000,0.1489907795413758,,1.2138030529022217,0.0031048144659526,0.0025371644768872,0.0024705233467308,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3500,0.1445941003797311,,1.2165746688842771,0.0019401582227759,0.0016581128004169,0.0015256300226716,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4000,0.1440221371792162,,1.2155832052230835,0.0009194220559641,0.000989667655652,0.0006720051420511,1
body_mass,ridge,2,Træna,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4500,0.1519335070563289,,1.2118266820907593,-9.886219145867748e-06,0.0004662013190949,-0.0001264365489196,1
body_mass,ridge,3,Selvær,full_baseline,full_source_unweighted,none,none,,,5503,0.2186570796847565,,0.8971800804138184,-0.0011130413528389,4.101343408112027e-05,,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.0206749122130784,,1.3533942699432373,0.0117684311385315,0.0115446949534164,0.0088822574001774,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,-0.0144304844901111,,1.3637782335281372,0.0082885020100989,0.0081091694717095,0.0062612096421715,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,-0.03866212468269,,1.37359881401062,0.0064480798733639,0.0066108113476958,0.00479537703644,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,-0.0385578477815175,,1.3723454475402832,0.0051071781853428,0.0055204922874151,0.003727055113489,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,-0.0292180612427173,,1.3741596937179563,0.0040229469997029,0.004712921587014,0.0028447166029494,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3000,-0.0306911446202257,,1.3797463178634644,0.003004113776737,0.0037954251793239,0.002055257481906,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3500,0.0027980100145239,,1.3692253828048706,0.0019953859767943,0.0027794489448422,0.0013005237405837,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4000,-0.0147333117143732,,1.3756932020187378,0.0009578342063626,0.0017017255656804,0.0005324028149425,1
body_mass,ridge,7,Onøy og Lurøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4500,-0.0075394836661234,,1.374509334564209,-8.216764573222447e-05,0.0007642048949261,-0.0002732188694637,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.1229810988451403,,1.2317824363708496,0.0083355882343981,0.0076852257359876,0.0064142818004012,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,0.1004060851721,,1.2259546518325806,0.0039292894620577,0.0035514401995651,0.0030414294121664,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,0.0857031845824593,,1.2261899709701538,0.0019957959956093,0.0024245714818813,0.001389653125139,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,0.0350840467973329,,1.2352674007415771,0.0007953310190492,0.001862544544938,0.0003296948828147,1
body_mass,ridge,12,Southern 2,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,0.0092873775392678,,1.2410330772399902,-7.611700478193384e-05,0.0015248320983998,-0.0004573250293819,1
