n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.1730900610621064,1.5540462732315063,pevmean_ga,-1,17842.389891861552,6,Indre Kvarøy,0,2036077539,body_mass
4000,0.27626818998679736,1.5034526586532593,pevmean_ga,-1,16696.601985660775,6,Indre Kvarøy,0,2036077539,body_mass
1000,0.07451614486656209,1.5899205207824707,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
4000,0.3103433411285158,1.4938029050827026,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
1000,0.20641509595432153,1.5524541139602661,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
4000,0.33200478372904796,1.4883760213851929,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
1000,0.25905009765426634,1.5468769073486328,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
4000,0.344193861260574,1.4790632724761963,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
1000,0.15947488827626194,1.564486026763916,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
4000,0.2909937536964795,1.5002790689468384,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
1000,0.10070904237623886,1.582001805305481,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
4000,0.31588667397235415,1.503770351409912,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
