trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,8,full_train_pc_ridge,full_train,-1,-1,5070,5070,563,4500,100,4500,40673.818606964225,0.312794689074377,0.9576178789138794,0.015878776088356972,0,0,0.0,2.439024043036625
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8000514,500,5070,563,4500,100,4500,40673.818606964225,0.13071025861382116,1.0919841527938843,0.04959981143474579,300,26511,59.47130513400771,0.038430062821134925
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8001014,1000,5070,563,4500,100,4500,40673.818606964225,0.16443679719509144,1.0857545137405396,0.03722517937421799,300,26460,75.0920867731329,0.1242561920080334
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8001514,1500,5070,563,4500,100,4500,40673.818606964225,0.21299143333267548,1.0639809370040894,0.03068537823855877,300,26552,89.63212571316399,0.24948635301552713
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8002014,2000,5070,563,4500,100,4500,40673.818606964225,0.19183403998047882,1.0745266675949097,0.02620754949748516,300,26487,105.94278523488902,0.43537029600702226
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8002514,2500,5070,563,4500,100,4500,40673.818606964225,0.2763197171334564,1.0005300045013428,0.02324841171503067,300,26671,119.98002064879984,0.6605338039807975
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8003014,3000,5070,563,4500,100,4500,40673.818606964225,0.26863857415465814,0.9965319633483887,0.020776422694325447,300,26646,135.6630371529609,0.9410402711946517
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8003514,3500,5070,563,4500,100,4500,40673.818606964225,0.2690505167111829,0.9928448796272278,0.019170356914401054,300,26557,149.6891441019252,1.4228420860599726
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8004014,4000,5070,563,4500,100,4500,40673.818606964225,0.2873211369985393,0.993654191493988,0.01769258640706539,300,26430,167.9031672310084,1.9131826050579548
thr_wing,8,pevmean_ga_pc_ridge,pevmean_ga,0,8004514,4500,5070,563,4500,100,4500,40673.818606964225,0.31287066209579223,0.9631927609443665,0.016605649143457413,300,26515,164.66235529701225,2.2801771508529782
