trait,method,selection_method,n_individuals,pearson_r_mean,pearson_r_std,mse_adj_mean,n_rows
thr_wing,full_train_pc_ridge,full_train,5070,0.312794689074377,,0.9576178789138794,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,500,0.1307102586138211,,1.0919841527938845,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,1000,0.1644367971950914,,1.0857545137405396,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,1500,0.2129914333326754,,1.0639809370040894,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,2000,0.1918340399804788,,1.0745266675949097,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,2500,0.2763197171334564,,1.0005300045013428,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,3000,0.2686385741546581,,0.9965319633483888,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,3500,0.2690505167111829,,0.9928448796272278,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,4000,0.2873211369985393,,0.993654191493988,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,4500,0.3128706620957922,,0.9631927609443665,1
