target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
0,2,Træna,0.10934545492757554,0.0003744707360533409,292,1,2
0,4,Gjerøy,0.10504264401591046,0.00018824846597833414,558,2,4
0,1,Myken,0.06780633985902113,0.0007370254332502296,92,3,1
0,6,Indre Kvarøy,0.06548979641963552,0.00018396010230234698,356,4,5
0,9,Sleneset,0.05895185649091548,0.0003551316656079246,166,5,3
0,12,Southern 2,0.05779020323220441,0.00014556726254963328,397,6,6
0,11,Southern 1,0.025939601562591102,4.4493313143380965e-05,583,7,7
0,13,Southern 3,0.006035874708018259,1.033540189729154e-05,584,8,8
0,5,Hestmannøy,-0.007372331004239425,-6.838897035472565e-06,1078,9,9
0,3,Selvær,-0.0112334730383361,-5.790450019760877e-05,194,10,11
0,14,Southern 4,-0.01442223991734605,-2.9675390776432202e-05,486,11,10
0,10,Aldra,-0.020508566366968337,-0.0001185466263986609,173,12,12
0,15,Southern 5,-0.03415648941047458,-0.0001690915317350227,202,13,13
0,8,Lovund,-0.04014983050957929,-0.0002541128513264512,158,14,14
0,7,Onøy og Lurøy,-0.0884611622959314,-0.0003415488891734803,259,15,15
