trait,trait_label,fold,test_island_code,test_island,pearson_r,mean_inner_r,outer_minus_inner_r,model_type,weighting_mode,n_pcs,num_snps,hidden_dims,architecture,dropout,batch_norm,lr,log10_lr,weight_decay,log10_weight_decay,epochs,loss,optimizer,test_size,n_train,effective_sample_size,ess_ratio,inner_validation_top_k_used,inner_validation_n_samples,top_inner_avg_grm,source_file,n_complete_trials,best_inner_r_from_history,median_trial_inner_r,p90_trial_inner_r,trial_inner_r_iqr
body_mass,Body mass,11,10,Aldra,0.12079769625286181,0.20656765239042038,-0.08576995613755857,pc_mlp,uniform,1000,1000,"[512, 128]",512-128,0.5437332649659231,False,0.00042212980350073707,-3.374553984403332,0.000999779400456088,-3.0000958157334736,63,mse,adamw,173,5524.0,5524.0,1.0,10,3377,0.0010978945658157585,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\body_mass\e8_pc_mlp_uniform_body_mass_results.json,140.0,0.20656765239042038,0.17600355329946343,0.19502577869770554,0.02274219673784522
body_mass,Body mass,12,11,Leka,0.15123583136400376,0.1563825359581753,-0.005146704594171547,pc_mlp,uniform,2500,2500,"[512, 256]",512-256,0.14555817443293254,False,0.00028190535622426357,-3.549896672420194,0.0007128600888482665,-3.1469956996062347,185,mse,adamw,583,5114.0,5114.0,1.0,10,3030,0.011693038304965452,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\body_mass\e8_pc_mlp_uniform_body_mass_results.json,146.0,0.1563825359581753,0.13484517877370356,0.1458970114805354,0.01683579492179116
body_mass,Body mass,13,12,Vega,-0.014072372487515363,0.19873566668077333,-0.2128080391682887,pc_mlp,uniform,1000,1000,"[512, 64]",512-64,0.5065529604771448,False,0.00020475622971086085,-3.688762875951464,5.352345431396113e-07,-6.271455865698358,200,mse,adamw,397,5300.0,5300.0,1.0,10,3135,0.0006855971271691338,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\body_mass\e8_pc_mlp_uniform_body_mass_results.json,135.0,0.19873566668077333,0.16794635028160262,0.18718814083484894,0.029482328342234743
body_mass,Body mass,14,13,Vikna,0.11283241788845799,0.17729092662946322,-0.06445850874100523,pc_mlp,uniform,2500,2500,"[1024, 256]",1024-256,0.3633566676672152,False,0.0002451767365165286,-3.6105207400337416,8.849509001923102e-06,-5.0530808246322145,288,mae,adam,584,5113.0,5113.0,1.0,10,2948,0.011693038304965448,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\body_mass\e8_pc_mlp_uniform_body_mass_results.json,128.0,0.17729092662946322,0.15113960010732552,0.167226576973147,0.030936650417066613
body_mass,Body mass,15,14,Lauvøya,0.002586473958803533,0.19183361357374493,-0.18924713961494138,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.4930851792814707,False,0.0003964938113375465,-3.4017635869666276,2.373243530825666e-05,-4.6246576942870545,261,mse,adamw,688,5009.0,5009.0,1.0,10,2844,0.0105060362817128,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\body_mass\e8_pc_mlp_uniform_body_mass_results.json,136.0,0.19183361357374493,0.16535689226156658,0.18505330888973456,0.029176695756167992
thr_tarsus,Tarsus length,1,0,Nesøy,0.22383388693667278,0.269751512014084,-0.045917625077411206,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.47402681059843105,False,0.0003204701104909826,-3.4942124699022967,1.7245092507302113e-07,-6.7633344716182435,128,mae,adam,117,5533.0,5533.0,1.0,10,3283,0.006603586947006324,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,119.0,0.269751512014084,0.23397029904399277,0.2551090600231086,0.027897027861063295
thr_tarsus,Tarsus length,2,1,Myken,0.33008229202676137,0.24130149657215116,0.0887807954546102,pc_mlp,uniform,1000,1000,"[512, 128]",512-128,0.506463591606101,False,0.00014209238691907783,-3.8474291902471034,2.9914102371056977e-07,-6.5241240244497325,172,mae,adamw,92,5558.0,5558.0,1.0,10,3308,0.021172577363718248,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,72.0,0.24130149657215116,0.20986272929809247,0.22994756506972347,0.02172563584672363
thr_tarsus,Tarsus length,3,2,Træna,0.176559210153825,0.2726197441025097,-0.09606053394868472,pc_mlp,uniform,1000,1000,"[512, 64]",512-64,0.564404375445366,False,0.00037473888305660684,-3.426271241998787,6.891761342047433e-07,-6.161669770345668,181,mae,adam,286,5364.0,5364.0,1.0,10,3337,0.019652195413326554,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,107.0,0.2726197441025097,0.24102894321054755,0.25403911964252046,0.018562690237063695
thr_tarsus,Tarsus length,4,3,Selvær,0.21527730710283996,0.247783388982482,-0.032506081879642046,pc_mlp,uniform,1000,1000,"[512, 256]",512-256,0.5012856278367862,False,0.00025734842913543266,-3.5894784783557023,5.3577625129615416e-05,-4.271016540745756,193,mse,adamw,194,5456.0,5456.0,1.0,10,3429,0.021172577363718248,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,113.0,0.247783388982482,0.20316015453204644,0.2265332686577338,0.03719901783702809
thr_tarsus,Tarsus length,5,4,Gjerøy,0.14913649895864486,0.24851685161643008,-0.09938035265778522,pc_mlp,uniform,1000,1000,"[256, 128]",256-128,0.33738189068280505,False,0.00025188762175192545,-3.5987931740537764,0.00013992472127655594,-3.854105549514492,79,mse,adamw,555,5095.0,5095.0,1.0,10,2845,0.0046752792633685866,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,94.0,0.24851685161643008,0.21443356006120617,0.23164486876789464,0.02475037037443245
thr_tarsus,Tarsus length,6,5,Hestmannøy,0.14048057640299833,0.2675258408309112,-0.12704526442791286,pc_mlp,uniform,1000,1000,"[512, 128]",512-128,0.5273561255111093,False,0.00012260943495949608,-3.9114761089922685,3.472426951327261e-08,-7.459366881650583,172,mae,adam,1063,4587.0,4587.0,1.0,10,2337,0.004675279263368585,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,137.0,0.2675258408309112,0.21189828722021833,0.23409773674097037,0.031654194320789225
thr_tarsus,Tarsus length,7,6,Indre Kvarøy,0.3612041249947362,0.245873006994873,0.1153311179998632,pc_mlp,uniform,1000,1000,"[256, 128]",256-128,0.5747286446208005,False,0.0003776793241177825,-3.422876789774906,2.101132455087788e-06,-5.677546568869383,140,mae,adam,348,5302.0,5302.0,1.0,10,3052,0.004343204854231577,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,117.0,0.245873006994873,0.20778334774359278,0.2297644211446996,0.028502176188536704
thr_tarsus,Tarsus length,8,7,Onøy og Lurøy,0.040189096747023735,0.2674667617809291,-0.22727766503390537,pc_mlp,uniform,500,500,"[256, 64]",256-64,0.33097738905598406,False,0.00024264082705598297,-3.6150361223757748,0.0006205355763647644,-3.2072333146068472,176,mae,adam,257,5393.0,5393.0,1.0,10,3143,0.009144271519545595,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,77.0,0.2674667617809291,0.2456700791274121,0.25863309092682196,0.016700659291142395
thr_tarsus,Tarsus length,9,8,Lovund,0.3979113421393583,0.23824820983753697,0.15966313230182133,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.5267182528888179,False,6.659076008729738e-05,-4.176586027909151,0.0009735807762734592,-3.0116280100047605,224,mae,adam,152,5498.0,5498.0,1.0,10,3471,0.021955154951598516,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,103.0,0.23824820983753697,0.19647073657059366,0.21643536342906194,0.022497104212964414
thr_tarsus,Tarsus length,10,9,Sleneset,0.243090668749963,0.2740928117515285,-0.031002143001565508,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.5739585649392712,False,0.00017890721675401102,-3.7473721405213367,8.687735016683654e-08,-7.061093433904756,289,mae,adamw,163,5487.0,5487.0,1.0,10,3460,0.02195515495159852,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,108.0,0.2740928117515285,0.2426261680305068,0.2584278615982026,0.020292028683966457
thr_tarsus,Tarsus length,11,10,Aldra,0.1953023038831569,0.27360088741082966,-0.07829858352767277,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.48491631971161275,False,0.000373964472783765,-3.4271696545023214,1.1251352385687498e-05,-4.94879527325555,102,mae,adamw,173,5477.0,5477.0,1.0,10,3337,0.00110744931795462,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,115.0,0.27360088741082966,0.23960782772247616,0.25613662517504976,0.019425963807565227
thr_tarsus,Tarsus length,12,11,Leka,0.16357937944398152,0.21197445394512152,-0.04839507450114,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.1261262376643054,False,9.809614747275637e-05,-4.0083480483201255,1.6194377697103222e-08,-7.790635736008653,200,mae,adamw,583,5067.0,5067.0,1.0,10,3009,0.011677912618427669,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,83.0,0.21197445394512152,0.17194685948720792,0.19341235165585252,0.01782041680575905
thr_tarsus,Tarsus length,13,12,Vega,0.12585537836192642,0.23799718306940681,-0.11214180470748039,pc_mlp,uniform,1000,1000,"[512, 64]",512-64,0.5571202503159794,False,0.00017898890425834666,-3.747173890633134,0.00017068469221133097,-3.767805426666495,253,mae,adamw,396,5254.0,5254.0,1.0,10,3115,0.0006882771963559604,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,117.0,0.23799718306940681,0.20329173180084306,0.2226786347744697,0.02621598633027089
thr_tarsus,Tarsus length,14,13,Vikna,0.1166293373243849,0.24506440396618184,-0.12843506664179694,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.5777506679605973,False,7.08974788635756e-05,-4.1493692081893565,2.637480396449046e-07,-6.578810759654685,260,mae,adamw,583,5067.0,5067.0,1.0,10,2928,0.011677912618427669,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,124.0,0.24506440396618184,0.20359709672395265,0.22394433110711853,0.02423862742557331
thr_tarsus,Tarsus length,15,14,Lauvøya,0.0869784170661441,0.23695020822300167,-0.14997179115685755,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.5888239216137876,False,0.0002578061533593998,-3.58870672104724,0.0004561610635698965,-3.3408817874469294,300,mae,adamw,688,4962.0,4962.0,1.0,10,2823,0.010510304963582934,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_tarsus\e8_pc_mlp_uniform_thr_tarsus_results.json,100.0,0.23695020822300167,0.2104711454509381,0.22523394764094334,0.021433329291429576
thr_wing,Wing length,1,0,Nesøy,0.24492030683435462,0.24275988731879766,0.002160419515556955,pc_mlp,uniform,5000,5000,"[512, 64]",512-64,0.021314926210468717,False,0.0003018943687785321,-3.520144987775904,0.00012409901961963937,-3.906231649407496,247,mae,adam,118,5515.0,5515.0,1.0,10,3266,0.006598441581212969,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,143.0,0.24275988731879766,0.213891971709313,0.23124076595642717,0.02106511802192279
thr_wing,Wing length,2,1,Myken,0.2786567918979717,0.22534808392827754,0.05330870796969417,pc_mlp,uniform,5000,5000,"[1024, 256]",1024-256,0.19842165304061796,False,0.0003955933153839819,-3.4027510555894636,9.21386310907454e-08,-7.03555824437498,249,mae,adamw,92,5541.0,5541.0,1.0,10,3292,0.021240654531168274,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,137.0,0.22534808392827754,0.20270723492597167,0.21667824507378305,0.024277003990563095
thr_wing,Wing length,3,2,Træna,0.21434453704301232,0.19302575348722367,0.021318783555788645,pc_mlp,uniform,2000,2000,"[256, 64]",256-64,0.5999552092177828,False,0.0002474130700768401,-3.6065773616498356,4.763921434206109e-07,-6.3220354094420115,176,mae,adam,286,5347.0,5347.0,1.0,10,3322,0.019410508141042157,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,122.0,0.19302575348722367,0.1664653286108628,0.18435118278528612,0.023186214285874834
thr_wing,Wing length,4,3,Selvær,0.2828340549995848,0.19782220964272978,0.08501184535685502,pc_mlp,uniform,4500,4500,"[1024, 256]",1024-256,0.20267320840238626,False,0.0004931955675738154,-3.306980835131625,0.000518933324763904,-3.2848884389671276,182,mae,adamw,191,5442.0,5442.0,1.0,10,3417,0.021240654531168274,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,112.0,0.19782220964272978,0.17601053185114213,0.18848214619698578,0.014261483756295712
thr_wing,Wing length,5,4,Gjerøy,0.08460508749218128,0.24125459184305065,-0.15664950435086938,pc_mlp,uniform,5000,5000,"[1024, 256]",1024-256,0.14536233346739147,False,0.00038960774831983203,-3.4093724146807793,1.3657473679445865e-06,-5.8646296277807926,69,mse,adamw,553,5080.0,5080.0,1.0,10,2831,0.004707559172177233,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,134.0,0.24125459184305065,0.21476930613999276,0.2266520312566675,0.019383899637167273
thr_wing,Wing length,6,5,Hestmannøy,0.13645357783499854,0.22255274480452733,-0.0860991669695288,pc_mlp,uniform,5000,5000,"[512, 64]",512-64,0.17756710624281732,False,0.00024674418358631566,-3.607753076008437,0.00022524720279863895,-3.6473405935416134,60,mae,adam,1055,4578.0,4578.0,1.0,10,2329,0.004707559172177233,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,137.0,0.22255274480452733,0.19067800049340422,0.20701341038635432,0.01851440913040092
thr_wing,Wing length,7,6,Indre Kvarøy,0.2575603275112255,0.21889059107650932,0.03866973643471616,pc_mlp,uniform,5000,5000,"[512, 64]",512-64,0.5842635974896627,False,0.00024787315653993126,-3.6057705026707056,1.5834887906903942e-08,-7.800385006594904,141,mae,adam,349,5284.0,5284.0,1.0,10,3035,0.004303449371327566,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,143.0,0.21889059107650932,0.1906415299727297,0.20776720760398032,0.020396731609098884
thr_wing,Wing length,8,7,Onøy og Lurøy,0.27234125618731636,0.21325370510446945,0.05908755108284691,pc_mlp,uniform,2500,2500,"[1024, 256]",1024-256,0.5762817410080047,False,0.00021004473711251116,-3.677688195685759,0.00027260244545928246,-3.5644702525192895,56,mse,adam,256,5377.0,5377.0,1.0,10,3128,0.009155116992441415,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,143.0,0.21325370510446945,0.17784518769986438,0.1961613837755143,0.019430303213401667
thr_wing,Wing length,9,8,Lovund,0.13658045680448835,0.23197170253801733,-0.09539124573352897,pc_mlp,uniform,1000,1000,"[1024, 256]",1024-256,0.33473705246437047,False,0.0002744553589107389,-3.5615282849310406,7.486452812504172e-06,-5.125723908449951,50,mae,adamw,151,5482.0,5482.0,1.0,10,3457,0.02187477725733186,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,135.0,0.23197170253801733,0.19757971424219523,0.2135914805753167,0.019840826722252708
thr_wing,Wing length,10,9,Sleneset,0.17364130535514385,0.21607886620581276,-0.04243756085066891,pc_mlp,uniform,1000,1000,"[512, 64]",512-64,0.5768237034870017,False,0.00036402969999145145,-3.438863182240475,1.977120426968339e-06,-5.703966876880075,68,mae,adamw,160,5473.0,5473.0,1.0,10,3448,0.021874777257331855,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,133.0,0.21607886620581276,0.18891246932564043,0.2040191892677866,0.02072525151699056
thr_wing,Wing length,11,10,Aldra,0.11093871933214533,0.2299030183399927,-0.11896429900784736,pc_mlp,uniform,1000,1000,"[512, 256]",512-256,0.4173485286022045,False,8.374245740175952e-05,-4.077054298993332,5.937068253898744e-06,-5.226427958296242,144,mae,adam,173,5460.0,5460.0,1.0,10,3322,0.001108110962403731,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,138.0,0.2299030183399927,0.18798542551215075,0.2058704814735408,0.018057432480262314
thr_wing,Wing length,12,11,Leka,0.08831870312030143,0.19494852683910804,-0.10662982371880661,pc_mlp,uniform,5000,5000,"[1024, 256]",1024-256,0.349001031213618,False,0.0002479447403848655,-3.605645099899821,0.00020302767192641847,-3.6924447653088492,179,mae,adamw,581,5052.0,5052.0,1.0,10,3003,0.011708655010983166,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,138.0,0.19494852683910804,0.17292545027812734,0.18843651335884437,0.019608617330425876
thr_wing,Wing length,13,12,Vega,0.11600606314577912,0.23213441655500158,-0.11612835340922247,pc_mlp,uniform,1000,1000,"[512, 128]",512-128,0.5382826275600533,False,0.00010870866698166614,-3.9637358296739458,1.3972131300703576e-08,-7.8547373418074296,139,mse,adam,397,5236.0,5236.0,1.0,10,3106,0.0006855971271691338,C:\Users\Simen\OneDrive - NTNU\FYSMAT\INDMAT\MASTER\Master_thesis\outputs\final_results\e8_pc_mlp_uniform\thr_wing\e8_pc_mlp_uniform_thr_wing_results.json,121.0,0.23213441655500158,0.19758104128596635,0.21358712056785842,0.02618199391418427
