trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,15,Southern 5,full_baseline,full_source_unweighted,none,500,,5495,0.0706612467272697,,0.8878354764139038,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.0868193875253778,,0.885924620666835,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.1444764932829522,,0.8763745681371301,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.1211540120549179,,0.8823511204059228,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.0761785270343151,,0.8889730584081542,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.0467926005824986,,0.8946408841219999,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.0350742099807602,,0.8945712013036639,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.0373941269837825,,0.8931587260136507,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.0390098255043177,,0.8948494581081907,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.0461819066903632,,0.8946909422469271,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.0889863716805612,,0.884539581910097,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.1242518928435965,,0.879109186040524,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1010059693256511,,0.8834460910547247,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.0630829661639389,,0.8892964515855889,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.0151718002638465,,0.8971655698613202,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.0600905237069008,,0.8899951899007025,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.0313778257023451,,0.8957861757903688,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.0312319409989913,,0.8960953653178366,1
body_mass,15,Southern 5,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.0425993443363584,,0.8952475261814287,1
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,500,0.05794597353947295,0.05800364576840553,0.8979286646915657,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,1000,0.053114057997135575,0.04522182081938216,0.8892906373704873,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,1500,0.06517536590205114,0.06655131492191217,0.8918951642996393,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,2000,0.0641784469132234,0.04350288473088085,0.8910508688713701,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,2500,0.07423909934524381,0.04722628874742609,0.887918945357335,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,3000,0.060145648982458146,0.04619744456340939,0.8899611460924595,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,3500,0.05223031543507024,0.04836557434760161,0.8904355471533865,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,4000,0.05065798939098284,0.043577908184789,0.8903415337420781,5
body_mass,15,Southern 5,ranked_subset,random_individual,random,500,,4500,0.0633597112268483,0.030805587749427817,0.8877084996538329,5
