trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,0,Nesøy,full_baseline,full_source_unweighted,none,1000,,5578,0.2335030351265175,,1073.0834004507778,1
body_mass,1,Myken,full_baseline,full_source_unweighted,none,1000,,5605,0.4023860707086707,,1038.7370718943296,1
body_mass,2,Træna,full_baseline,full_source_unweighted,none,1000,,5405,0.0927988189532942,,983.5493268675364,1
body_mass,3,Selvær,full_baseline,full_source_unweighted,none,1000,,5503,0.1883389017907855,,1021.187726707021,1
body_mass,4,Gjerøy,full_baseline,full_source_unweighted,none,1000,,5139,0.0942592443834458,,1005.949658594307,1
body_mass,5,Hestmannøy,full_baseline,full_source_unweighted,none,1000,,4619,0.1766595637421097,,1013.754577944646,1
body_mass,6,Indre Kvarøy,full_baseline,full_source_unweighted,none,1000,,5341,0.2391394936586096,,1011.0446878025969,1
body_mass,7,Onøy og Lurøy,full_baseline,full_source_unweighted,none,1000,,5438,-0.0124042586001955,,993.0500937880148,1
body_mass,8,Lovund,full_baseline,full_source_unweighted,none,1000,,5539,0.3387630867389012,,1007.9238361433344,1
body_mass,9,Sleneset,full_baseline,full_source_unweighted,none,1000,,5531,0.0949148833438352,,1018.119852955077,1
body_mass,10,Aldra,full_baseline,full_source_unweighted,none,1000,,5524,0.2826092050048443,,1004.9235369208952,1
body_mass,11,Leka,full_baseline,full_source_unweighted,none,1000,,5114,0.1177580101051856,,969.1695396038032,1
body_mass,12,Vega,full_baseline,full_source_unweighted,none,1000,,5300,0.0253145079831201,,954.099945061675,1
body_mass,13,Vikna,full_baseline,full_source_unweighted,none,1000,,5113,0.0964333035485338,,939.9491406162908,1
body_mass,14,Lauvøya,full_baseline,full_source_unweighted,none,1000,,5009,-0.0008288080387366,,951.8584276543954,1
