trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,3,full_train_pc_ridge,full_train,-1,-1,5069,5069,564,4500,100,4500,40673.818606964225,0.34134210359381495,0.920680046081543,0.016578499227762222,0,0,0.0,2.458847263129428
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3000514,500,5069,564,4500,100,4500,40673.818606964225,0.1620946995935956,1.0787793397903442,0.051887404173612595,300,26287,62.64642280107364,0.04027118883095682
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3001014,1000,5069,564,4500,100,4500,40673.818606964225,0.2226385307650785,1.0573017597198486,0.03931686654686928,300,26519,76.60272888792679,0.12565745785832405
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3001514,1500,5069,564,4500,100,4500,40673.818606964225,0.2436275869679706,1.0235779285430908,0.03161807358264923,300,26550,89.1195732858032,0.2400263410527259
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3002014,2000,5069,564,4500,100,4500,40673.818606964225,0.27405105837482063,1.0070713758468628,0.02747236378490925,300,26766,105.15391263808124,0.4286771628540009
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3002514,2500,5069,564,4500,100,4500,40673.818606964225,0.29675892463515124,0.9831740856170654,0.02424895204603672,300,26487,119.17443172400817,0.6635640109889209
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3003014,3000,5069,564,4500,100,4500,40673.818606964225,0.305057063248657,0.9708561301231384,0.02180926315486431,300,26630,135.50651054806076,0.9891199390403926
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3003514,3500,5069,564,4500,100,4500,40673.818606964225,0.32511940402869727,0.9415162205696106,0.019884467124938965,300,26629,151.31071233400144,1.3389768940396607
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3004014,4000,5069,564,4500,100,4500,40673.818606964225,0.3330471603446948,0.9372790455818176,0.01851240172982216,300,26632,167.96155105996877,1.9060736149549484
thr_wing,3,pevmean_ga_pc_ridge,pevmean_ga,0,3004514,4500,5069,564,4500,100,4500,40673.818606964225,0.3295307103361752,0.9365469217300415,0.017337867990136147,300,26433,179.8428349259775,2.2876041559502482
