trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,pevmean_ga,50,0.1473492091530402,,0.9789222478866576,1
body_mass,3,pevmean_ga,100,0.1527724043669039,,0.9808778762817384,1
body_mass,3,pevmean_ga,250,0.1983067903973645,,0.9093928337097168,1
body_mass,3,pevmean_ga,500,0.1957897550623314,,0.9087433218955994,1
body_mass,3,pevmean_ga,2000,0.1811284539121586,,0.9081093668937684,1
body_mass,3,pevmean_ga,3500,0.2405043356671375,,0.8913819789886475,1
body_mass,3,pevmean_ga,5503,0.218658316114165,,0.8971816897392273,1
body_mass,3,random_individual,50,0.07323388941499606,0.0781549746963071,0.9629449844360352,5
body_mass,3,random_individual,100,0.062165242043998134,0.06263611631019572,0.9313565850257873,5
body_mass,3,random_individual,250,0.08102617954961741,0.07316361203887041,0.9182473540306091,5
body_mass,3,random_individual,500,0.07053658207172112,0.04023951261151933,0.9194274425506592,5
body_mass,3,random_individual,2000,0.14911221615421769,0.03929697472796504,0.9101487755775451,5
body_mass,3,random_individual,3500,0.19486501590889171,0.04482172074816488,0.9041436195373536,5
body_mass,3,random_individual,5503,0.218658316114165,,0.8971816897392273,1
