target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations
9,Sleneset,1,1014,318,318,8L52347,11,Southern 1,0.01663760599027301,1,-0.132904858497725,50
9,Sleneset,1,1014,5398,5398,8981031,4,Gjerøy,0.015106414343827448,2,-0.132904858497725,50
9,Sleneset,1,1014,4078,4078,8N14981,6,Indre Kvarøy,0.014520222003762972,3,-0.132904858497725,50
9,Sleneset,1,1014,2318,2318,8N14900,2,Træna,0.013300657287911674,4,-0.132904858497725,50
9,Sleneset,1,1014,2606,2606,8N28713,7,Onøy og Lurøy,0.013242426854530486,5,-0.132904858497725,50
9,Sleneset,1,1014,4673,4673,8747732,7,Onøy og Lurøy,0.012128228116250814,6,-0.132904858497725,50
9,Sleneset,1,1014,4127,4127,8P26748,7,Onøy og Lurøy,0.01142349944251022,7,-0.132904858497725,50
9,Sleneset,1,1014,4697,4697,8747829,7,Onøy og Lurøy,0.01129436352873334,8,-0.132904858497725,50
9,Sleneset,1,1014,1876,1876,8N13373,2,Træna,0.010816491885512383,9,-0.132904858497725,50
9,Sleneset,1,1014,3873,3873,8P11577,5,Hestmannøy,0.01069567270693267,10,-0.132904858497725,50
9,Sleneset,1,1014,384,384,8L52905,7,Onøy og Lurøy,0.010173392477822427,11,-0.132904858497725,50
9,Sleneset,1,1014,3225,3225,8N73624,13,Southern 3,0.009946449934784718,12,-0.132904858497725,50
9,Sleneset,1,1014,2432,2432,8N27307,5,Hestmannøy,0.009897451921581975,13,-0.132904858497725,50
9,Sleneset,1,1014,4371,4371,8681292,7,Onøy og Lurøy,0.009622917604095704,14,-0.132904858497725,50
9,Sleneset,1,1014,3184,3184,8N73514,7,Onøy og Lurøy,0.009291533579869725,15,-0.132904858497725,50
9,Sleneset,1,1014,1679,1679,8N06475,12,Southern 2,0.009282948524215781,16,-0.132904858497725,50
9,Sleneset,1,1014,3717,3717,8N87913,13,Southern 3,0.009186504355751827,17,-0.132904858497725,50
9,Sleneset,1,1014,4403,4403,8681469,5,Hestmannøy,0.009109924948090996,18,-0.132904858497725,50
9,Sleneset,1,1014,2822,2822,8N72268,7,Onøy og Lurøy,0.009023003776861644,19,-0.132904858497725,50
9,Sleneset,1,1014,1313,1313,8N05190,13,Southern 3,0.008791313856473883,20,-0.132904858497725,50
9,Sleneset,1,1014,1793,1793,8N06853,11,Southern 1,0.008528075346933868,21,-0.132904858497725,50
9,Sleneset,1,1014,2985,2985,8N72986,2,Træna,0.008446699443358635,22,-0.132904858497725,50
9,Sleneset,1,1014,472,472,8L64399,2,Træna,0.008311923100219169,23,-0.132904858497725,50
9,Sleneset,1,1014,1063,1063,8M72265,8,Lovund,0.008299896920731223,24,-0.132904858497725,50
9,Sleneset,1,1014,1539,1539,8N05681,15,Southern 5,0.008293399650531672,25,-0.132904858497725,50
9,Sleneset,1,1014,2739,2739,8N42642,7,Onøy og Lurøy,0.00828973622946162,26,-0.132904858497725,50
9,Sleneset,1,1014,726,726,8M31338,5,Hestmannøy,0.008099336529189769,27,-0.132904858497725,50
9,Sleneset,1,1014,915,915,8M71269,5,Hestmannøy,0.008077789664771488,28,-0.132904858497725,50
9,Sleneset,1,1014,1233,1233,8N05109,12,Southern 2,0.008075423323047802,29,-0.132904858497725,50
9,Sleneset,1,1014,4438,4438,8730498,4,Gjerøy,0.008056989756257689,30,-0.132904858497725,50
9,Sleneset,1,1014,2811,2811,8N72045,2,Træna,0.00805027930150344,31,-0.132904858497725,50
9,Sleneset,1,1014,1906,1906,8N13601,14,Southern 4,0.007981947536807555,32,-0.132904858497725,50
9,Sleneset,1,1014,2757,2757,8N42706,4,Gjerøy,0.007880746633372902,33,-0.132904858497725,50
9,Sleneset,1,1014,4226,4226,8573603,5,Hestmannøy,0.007744461533509879,34,-0.132904858497725,50
9,Sleneset,1,1014,2581,2581,8N28511,2,Træna,0.0076961645354012434,35,-0.132904858497725,50
9,Sleneset,1,1014,2621,2621,8N28784,14,Southern 4,0.006947633237207279,36,-0.132904858497725,50
9,Sleneset,1,1014,92,92,8L30298,5,Hestmannøy,0.006915701438138277,37,-0.132904858497725,50
9,Sleneset,1,1014,1238,1238,8N05114,14,Southern 4,0.006877684611275074,38,-0.132904858497725,50
9,Sleneset,1,1014,2786,2786,8N42911,6,Indre Kvarøy,0.006745136597630377,39,-0.132904858497725,50
9,Sleneset,1,1014,5030,5030,8887495,7,Onøy og Lurøy,0.006655571840562675,40,-0.132904858497725,50
9,Sleneset,1,1014,1540,1540,8N05682,15,Southern 5,0.006561313788232914,41,-0.132904858497725,50
9,Sleneset,1,1014,417,417,8L57916,2,Træna,0.006475005990838872,42,-0.132904858497725,50
9,Sleneset,1,1014,5068,5068,8934059,5,Hestmannøy,0.006374570881237552,43,-0.132904858497725,50
9,Sleneset,1,1014,5349,5349,8943470,2,Træna,0.006253734083019211,44,-0.132904858497725,50
9,Sleneset,1,1014,1086,1086,8M72525,11,Southern 1,0.0062214983354817125,45,-0.132904858497725,50
9,Sleneset,1,1014,4721,4721,8794305,4,Gjerøy,0.0062063882986503486,46,-0.132904858497725,50
9,Sleneset,1,1014,4678,4678,8747739,7,Onøy og Lurøy,0.0062002797634395194,47,-0.132904858497725,50
9,Sleneset,1,1014,1420,1420,8N05299,13,Southern 3,0.006182890464296483,48,-0.132904858497725,50
9,Sleneset,1,1014,4386,4386,8681385,3,Selvær,0.00611198602021505,49,-0.132904858497725,50
9,Sleneset,1,1014,4425,4425,8730448,1,Myken,0.006087202467880729,50,-0.132904858497725,50
9,Sleneset,1,1014,2838,2838,8N72394,6,Indre Kvarøy,0.005958593916019035,51,-0.132904858497725,50
9,Sleneset,1,1014,1455,1455,8N05534,5,Hestmannøy,0.005938323633130444,52,-0.132904858497725,50
9,Sleneset,1,1014,2726,2726,8N42530,0,Nesøy,0.005898368406464983,53,-0.132904858497725,50
9,Sleneset,1,1014,1066,1066,8M72304,8,Lovund,0.005793198135496214,54,-0.132904858497725,50
9,Sleneset,1,1014,4117,4117,8P26692,7,Onøy og Lurøy,0.00577783738401927,55,-0.132904858497725,50
9,Sleneset,1,1014,405,405,8L57742,12,Southern 2,0.005768060134828536,56,-0.132904858497725,50
9,Sleneset,1,1014,2557,2557,8N28250,7,Onøy og Lurøy,0.005713884027832361,57,-0.132904858497725,50
9,Sleneset,1,1014,176,176,8L30917,2,Træna,0.00569428396000026,58,-0.132904858497725,50
9,Sleneset,1,1014,445,445,8L64173,6,Indre Kvarøy,0.005561772149766629,59,-0.132904858497725,50
9,Sleneset,1,1014,2524,2524,8N27959,5,Hestmannøy,0.005560747779955396,60,-0.132904858497725,50
9,Sleneset,1,1014,409,409,8L57814,2,Træna,0.005550451549480133,61,-0.132904858497725,50
9,Sleneset,1,1014,4384,4384,8681374,4,Gjerøy,0.005490309314028041,62,-0.132904858497725,50
