target_island,target_island_name,model,removal_fraction,corr_eval_mean,corr_eval_std,mse_adj_mean,mse_adj_std,fit_time_mean_s,fit_time_std_s,n_source_train_mean,n_runs
0,Nesøy,ridge,0.0,0.19017386436462402,0.04684190036465198,1.2941654125849407,0.022223749110759163,3.3579676430672407,0.42395574665230024,5578.0,3
0,Nesøy,ridge,0.25,0.17592730124791464,0.011481313054587751,1.2903913656870525,0.012207275781038711,2.112471407589813,0.0017893085634029175,4184.0,3
0,Nesøy,ridge,0.5,0.18442791452010474,0.09403343265285145,1.2835962375005086,0.02855961259570477,1.3152209816034883,0.003167171376657343,2789.0,3
0,Nesøy,ridge,0.75,0.14546181509892145,0.0967122546667966,1.3102100292841594,0.025376396851136504,0.6020464242901653,0.0009266300762632603,1394.0,3
