target_island,target_island_name,repeat,seed,removal_fraction,n_source_train,alpha,cv_mse,cv_time_seconds,n_folds_scored
0,Nesøy,0,10,0.0,5578,100000.0,,0.0,0
0,Nesøy,0,10,0.25,4184,100000.0,,0.0,0
0,Nesøy,0,10,0.5,2789,100000.0,,0.0,0
0,Nesøy,0,10,0.75,1394,100000.0,,0.0,0
0,Nesøy,1,1010,0.0,5578,100000.0,,0.0,0
0,Nesøy,1,1010,0.25,4184,100000.0,,0.0,0
0,Nesøy,1,1010,0.5,2789,100000.0,,0.0,0
0,Nesøy,1,1010,0.75,1394,100000.0,,0.0,0
0,Nesøy,2,2010,0.0,5578,100000.0,,0.0,0
0,Nesøy,2,2010,0.25,4184,100000.0,,0.0,0
0,Nesøy,2,2010,0.5,2789,100000.0,,0.0,0
0,Nesøy,2,2010,0.75,1394,100000.0,,0.0,0
