n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,0.07401866286592265,0.5652912855148315,shapley_mean,-1,1,92,5
13,2,209,0.06463981773616534,0.5620819926261902,shapley_mean,-1,2,209,5
12,3,403,0.05748887881941994,0.5627413392066956,shapley_mean,-1,3,403,5
11,4,605,0.05128088392937059,0.5626991391181946,shapley_mean,-1,4,605,5
10,5,953,0.12584894604739735,0.5554492473602295,shapley_mean,-1,5,953,5
9,6,1536,0.12303914079058975,0.5558766722679138,shapley_mean,-1,6,1536,5
8,7,1932,0.11158788814699243,0.5569927096366882,shapley_mean,-1,7,1932,5
7,8,2189,0.13696259986221712,0.5537705421447754,shapley_mean,-1,8,2189,5
6,9,2341,0.14247797268087212,0.5528461933135986,shapley_mean,-1,9,2341,5
5,10,2514,0.14276799001471957,0.5529777407646179,shapley_mean,-1,10,2514,5
4,11,3000,0.14320436432930372,0.5531676411628723,shapley_mean,-1,11,3000,5
3,12,3286,0.15533938745050258,0.5513165593147278,shapley_mean,-1,12,3286,5
2,13,3869,0.1495547375813647,0.5516958832740784,shapley_mean,-1,13,3869,5
1,14,4032,0.15944791789955778,0.5499529242515564,shapley_mean,-1,14,4032,5
0,15,4587,0.23039527010947666,0.5382714867591858,shapley_mean,-1,15,4587,5
14,1,92,-0.07198337381370495,0.5670588612556458,random_individual,0,1,92,5
13,2,209,0.01787901638413879,0.5639780759811401,random_individual,0,2,209,5
12,3,403,0.06072474448483479,0.5621809363365173,random_individual,0,3,403,5
11,4,605,0.11401973851505323,0.5604322552680969,random_individual,0,4,605,5
10,5,953,0.12287065200855302,0.5589893460273743,random_individual,0,5,953,5
9,6,1536,0.1411408983059901,0.556014358997345,random_individual,0,6,1536,5
8,7,1932,0.15690516976374702,0.5521833896636963,random_individual,0,7,1932,5
7,8,2189,0.17082179162972064,0.5498472452163696,random_individual,0,8,2189,5
6,9,2341,0.18428157406477874,0.5480685234069824,random_individual,0,9,2341,5
5,10,2514,0.19187725075322276,0.5472542643547058,random_individual,0,10,2514,5
4,11,3000,0.19423769777781302,0.5452038645744324,random_individual,0,11,3000,5
3,12,3286,0.18849162291279783,0.5456478595733643,random_individual,0,12,3286,5
2,13,3869,0.21913780460670348,0.5401092767715454,random_individual,0,13,3869,5
1,14,4032,0.21658289504344513,0.540163516998291,random_individual,0,14,4032,5
0,15,4587,0.23039527010947666,0.5382714867591858,random_individual,0,15,4587,5
14,1,92,0.03073366378160471,0.5683974623680115,random_individual,1,1,92,5
13,2,209,0.08543371963878246,0.5623207092285156,random_individual,1,2,209,5
12,3,403,0.09159685570098074,0.5608246326446533,random_individual,1,3,403,5
11,4,605,0.12381211037346448,0.5588791370391846,random_individual,1,4,605,5
10,5,953,0.14788311708387217,0.555605411529541,random_individual,1,5,953,5
