trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,13,Southern 3,full_baseline,full_source_unweighted,none,500,,5113,0.1906681646032922,,3.103606762045981,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.2232141825078921,,3.012583714826889,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.2304932922641749,,2.99388863681257,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.2452988080642836,,3.003647406316193,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.2465856402073805,,3.0314740442023425,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.2686677204711666,,3.021358613588052,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.2548269468728541,,3.044668840645953,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.2384781373789712,,3.07630090211111,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.2345233808509116,,3.0613640787828444,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.2049936226277116,,3.0948639218357816,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.1736211373414838,,3.09702544397088,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.2469587091269488,,3.015117201896138,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.2482296949313135,,3.0390367902806696,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.2156130052706663,,3.0571625820526336,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.2601587916239049,,3.00764244191956,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.2581378156900051,,3.014380619889681,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.2292983746113845,,3.071728615371119,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.2080960445194491,,3.1180150532008577,1
body_mass,13,Southern 3,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.1884395336514801,,3.102000882171094,1
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,500,0.1628881869775319,0.06559227539341796,3.1679764484307733,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,1000,0.1563024485450167,0.032165549330881754,3.1698999199544025,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,1500,0.15795329173745148,0.03365483314540566,3.1600603739696416,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,2000,0.17885974063641333,0.029336404561025497,3.1275206947232066,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,2500,0.20484009457023533,0.027277044557232486,3.0769527704332034,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,3000,0.2073420481340059,0.013419328012643292,3.0807702882300014,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,3500,0.19667528199438006,0.008981660024632536,3.1132278502558925,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,4000,0.19222375717676257,0.005704719440927832,3.1120439424353434,5
body_mass,13,Southern 3,ranked_subset,random_individual,random,500,,4500,0.1922497775761308,0.006898828451119082,3.112633322069312,5
