trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_wing,5,full_train_pc_ridge,full_train,-1,-1,5070,5070,563,4500,100,4500,40673.818606964225,0.3574676057409881,0.9928412437438965,0.015689508989453316,0,0,0.0,1.2053562740329653
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5000514,500,5070,563,4500,100,4500,40673.818606964225,0.27052582166947187,1.1428982019424438,0.049868643283843994,300,26339,52.29852023581043,0.022676467895507812
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5001014,1000,5070,563,4500,100,4500,40673.818606964225,0.23451813054890974,1.1448657512664795,0.036980040371418,300,26222,61.231098148971796,0.06529151322320104
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5001514,1500,5070,563,4500,100,4500,40673.818606964225,0.29900504774715203,1.0689562559127808,0.030512485653162003,300,26588,70.62227185396478,0.12505191517993808
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5002014,2000,5070,563,4500,100,4500,40673.818606964225,0.3102197775333704,1.057970404624939,0.026233281940221786,300,26599,80.59203024185263,0.23295258986763656
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5002514,2500,5070,563,4500,100,4500,40673.818606964225,0.29475441253081236,1.0725456476211548,0.02301432564854622,300,26703,88.91007551597431,0.37140667787753046
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5003014,3000,5070,563,4500,100,4500,40673.818606964225,0.32138441455002204,1.0489075183868408,0.020780224353075027,300,26530,98.27021413692273,0.5390199769753963
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5003514,3500,5070,563,4500,100,4500,40673.818606964225,0.3363376898958218,1.0236462354660034,0.018987050279974937,300,26381,108.05158872180618,0.7395157609134912
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5004014,4000,5070,563,4500,100,4500,40673.818606964225,0.3347802883366443,1.0011733770370483,0.017504028975963593,300,26627,117.55033899703994,0.9918661308474839
thr_wing,5,pevmean_ga_pc_ridge,pevmean_ga,0,5004514,4500,5070,563,4500,100,4500,40673.818606964225,0.35343527667212415,0.9979307651519775,0.016437266021966934,300,26529,110.87890189117752,1.1349392600823194
