n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,158,-0.07137947004154908,1.1075646877288818,shapley_mean,-1,1,158,0
13,2,250,0.0038357154995017416,1.1044775247573853,shapley_mean,-1,2,250,0
12,3,416,0.0769867516345404,1.0938668251037598,shapley_mean,-1,3,416,0
11,4,772,0.10279798772777266,1.0809069871902466,shapley_mean,-1,4,772,0
10,5,945,0.09323066849245273,1.0810431241989136,shapley_mean,-1,5,945,0
9,6,1139,0.10302151348109509,1.0792709589004517,shapley_mean,-1,6,1139,0
8,7,1431,0.07606326017310942,1.0850931406021118,shapley_mean,-1,7,1431,0
7,8,2014,0.03634578367553693,1.0883804559707642,shapley_mean,-1,8,2014,0
6,9,2411,0.04107617707951231,1.091193437576294,shapley_mean,-1,9,2411,0
5,10,2969,0.2020166739790446,1.0577839612960815,shapley_mean,-1,10,2969,0
4,11,3455,0.20810091219226404,1.0512386560440063,shapley_mean,-1,11,3455,0
3,12,4533,0.16142360030000996,1.0810190439224243,shapley_mean,-1,12,4533,0
2,13,4735,0.16301038602285092,1.0802631378173828,shapley_mean,-1,13,4735,0
1,14,5319,0.1523449729820085,1.0808160305023193,shapley_mean,-1,14,5319,0
0,15,5578,0.11382189756337704,1.10012948513031,shapley_mean,-1,15,5578,0
14,1,158,0.07833591777661798,1.0843749046325684,random_individual,0,1,158,0
13,2,250,-0.06177409900032814,1.0970739126205444,random_individual,0,2,250,0
12,3,416,0.08042751137754141,1.0834614038467407,random_individual,0,3,416,0
11,4,772,-0.010180410531316707,1.1024843454360962,random_individual,0,4,772,0
10,5,945,0.020081922755242714,1.0941754579544067,random_individual,0,5,945,0
9,6,1139,0.18181778705465126,1.0646542310714722,random_individual,0,6,1139,0
8,7,1431,0.12048009078105582,1.0743046998977661,random_individual,0,7,1431,0
7,8,2014,0.2122279805118894,1.0549687147140503,random_individual,0,8,2014,0
6,9,2411,0.23754936697395226,1.0455409288406372,random_individual,0,9,2411,0
5,10,2969,0.24331562511680455,1.0402663946151733,random_individual,0,10,2969,0
4,11,3455,0.2012792931011246,1.059134602546692,random_individual,0,11,3455,0
3,12,4533,0.17821090162033362,1.0751839876174927,random_individual,0,12,4533,0
2,13,4735,0.170007814589211,1.0814011096954346,random_individual,0,13,4735,0
1,14,5319,0.1423430077942805,1.0910742282867432,random_individual,0,14,5319,0
0,15,5578,0.11382189756337704,1.10012948513031,random_individual,0,15,5578,0
14,1,158,-0.048882918879825356,1.09975266456604,random_individual,1,1,158,0
13,2,250,-0.11586839534366694,1.0978528261184692,random_individual,1,2,250,0
12,3,416,0.03954131094494267,1.0918340682983398,random_individual,1,3,416,0
11,4,772,0.1612548932782053,1.0791901350021362,random_individual,1,4,772,0
10,5,945,0.1440225747670061,1.0788969993591309,random_individual,1,5,945,0
9,6,1139,0.12949454472686034,1.0864731073379517,random_individual,1,6,1139,0
8,7,1431,0.15480745543516775,1.0908067226409912,random_individual,1,7,1431,0
7,8,2014,0.05615366401695737,1.1033729314804077,random_individual,1,8,2014,0
6,9,2411,0.01804147263560487,1.110318899154663,random_individual,1,9,2411,0
5,10,2969,0.037538301068735715,1.1091705560684204,random_individual,1,10,2969,0
4,11,3455,0.07715179699340118,1.1043776273727417,random_individual,1,11,3455,0
3,12,4533,0.09760713443574164,1.104737401008606,random_individual,1,12,4533,0
2,13,4735,0.07642599001211678,1.1125010251998901,random_individual,1,13,4735,0
1,14,5319,0.07297356032030537,1.1106550693511963,random_individual,1,14,5319,0
0,15,5578,0.11382189756337704,1.10012948513031,random_individual,1,15,5578,0
14,1,158,0.23625171536304806,1.151659607887268,random_individual,2,1,158,0
13,2,250,0.284230539073919,1.1431587934494019,random_individual,2,2,250,0
12,3,416,0.2823169035845083,1.1218019723892212,random_individual,2,3,416,0
11,4,772,0.21028117198064677,1.111058235168457,random_individual,2,4,772,0
10,5,945,0.1534024870431753,1.1253094673156738,random_individual,2,5,945,0
9,6,1139,0.14474255547438997,1.1166636943817139,random_individual,2,6,1139,0
8,7,1431,0.12444031836989211,1.1204403638839722,random_individual,2,7,1431,0
7,8,2014,0.11738430115573606,1.1089725494384766,random_individual,2,8,2014,0
6,9,2411,0.1146312970852003,1.1019270420074463,random_individual,2,9,2411,0
5,10,2969,0.16349482916917726,1.105313777923584,random_individual,2,10,2969,0
4,11,3455,0.14841895895928728,1.1033257246017456,random_individual,2,11,3455,0
3,12,4533,0.1407129317992482,1.0967602729797363,random_individual,2,12,4533,0
2,13,4735,0.16754074200439767,1.0920138359069824,random_individual,2,13,4735,0
1,14,5319,0.11699639071572128,1.1078554391860962,random_individual,2,14,5319,0
0,15,5578,0.11382189756337704,1.10012948513031,random_individual,2,15,5578,0
14,1,158,0.20792536938123743,1.0711324214935303,random_individual,3,1,158,0
13,2,250,0.13395330186070442,1.0891997814178467,random_individual,3,2,250,0
12,3,416,0.06611443296000998,1.097741723060608,random_individual,3,3,416,0
11,4,772,0.06042239327922053,1.0989092588424683,random_individual,3,4,772,0
10,5,945,0.11154279920728999,1.0986123085021973,random_individual,3,5,945,0
9,6,1139,0.13628563072487088,1.0911762714385986,random_individual,3,6,1139,0
8,7,1431,0.16961893782116186,1.0896856784820557,random_individual,3,7,1431,0
7,8,2014,0.12782618840003962,1.091928243637085,random_individual,3,8,2014,0
6,9,2411,0.14360404370460628,1.0936936140060425,random_individual,3,9,2411,0
5,10,2969,0.17461503417999646,1.075980544090271,random_individual,3,10,2969,0
4,11,3455,0.18581910432174678,1.0723838806152344,random_individual,3,11,3455,0
3,12,4533,0.1365654347251625,1.0908386707305908,random_individual,3,12,4533,0
2,13,4735,0.14934726621733577,1.0866436958312988,random_individual,3,13,4735,0
1,14,5319,0.09310695475787183,1.104607105255127,random_individual,3,14,5319,0
0,15,5578,0.11382189756337704,1.10012948513031,random_individual,3,15,5578,0
14,1,158,0.01975076605533389,1.0949950218200684,random_individual,4,1,158,0
13,2,250,0.028286340432889107,1.0915887355804443,random_individual,4,2,250,0
12,3,416,0.08735016273606658,1.0864664316177368,random_individual,4,3,416,0
11,4,772,0.014659191934933048,1.0946398973464966,random_individual,4,4,772,0
10,5,945,-0.03902267443441757,1.1083823442459106,random_individual,4,5,945,0
9,6,1139,-0.028594051214929833,1.108693242073059,random_individual,4,6,1139,0
8,7,1431,-0.005382162439475849,1.1080907583236694,random_individual,4,7,1431,0
7,8,2014,0.124526115580964,1.0905804634094238,random_individual,4,8,2014,0
6,9,2411,0.07399506586058721,1.0968616008758545,random_individual,4,9,2411,0
5,10,2969,0.07407885715635773,1.1087850332260132,random_individual,4,10,2969,0
4,11,3455,0.10506558393090464,1.1025766134262085,random_individual,4,11,3455,0
3,12,4533,0.10397677934037813,1.111456274986267,random_individual,4,12,4533,0
2,13,4735,0.10249851669521977,1.1065003871917725,random_individual,4,13,4735,0
1,14,5319,0.11757467772343375,1.0973700284957886,random_individual,4,14,5319,0
0,15,5578,0.11382189756337704,1.10012948513031,random_individual,4,15,5578,0
