trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,6,pevmean_ga,50,-0.0427385993581545,,1.6493349075317385,1
body_mass,6,pevmean_ga,100,0.0855945501779852,,1.5865882635116575,1
body_mass,6,pevmean_ga,250,0.1206240611174701,,1.5845478773117063,1
body_mass,6,pevmean_ga,500,0.1733226905177628,,1.5619760751724243,1
body_mass,6,pevmean_ga,2000,0.2471101145453786,,1.5259281396865845,1
body_mass,6,pevmean_ga,3500,0.2751016504031881,,1.5089820623397827,1
body_mass,6,pevmean_ga,5341,0.3187685430344943,,1.4793694019317627,1
body_mass,6,random_individual,50,0.0490215790154957,0.07918457928464186,1.6088658571243286,5
body_mass,6,random_individual,100,0.05661470446298299,0.06686990049149365,1.599129605293274,5
body_mass,6,random_individual,250,0.0902760912801496,0.06995079232987325,1.591941523551941,5
body_mass,6,random_individual,500,0.11578755798215767,0.06416407156434178,1.584901714324951,5
body_mass,6,random_individual,2000,0.21677092688107943,0.04222844184570776,1.5404433250427245,5
body_mass,6,random_individual,3500,0.29568230105114435,0.034091508976323286,1.500856375694275,5
body_mass,6,random_individual,5341,0.3187685430344943,,1.4793694019317627,1
