trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,10,Aldra,full_baseline,full_source_unweighted,none,500,,5524,0.1358411851542152,,3.434481506269332,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.2394730538113431,,3.2482457081133065,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.2291841893071835,,3.295469556743569,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.180619109976823,,3.4356089221356103,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.1738697202857982,,3.424713853941558,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.1790231834116275,,3.451794417048603,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.187004215402482,,3.40268262991479,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.1681505525876766,,3.419795414525109,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.1621391687038235,,3.4206931689179387,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.1618427875624248,,3.411164683378926,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.1688005201904214,,4.545582692162142,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.1796966212050508,,3.668087957756408,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1611206743541323,,3.594678274327925,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.2031709267274314,,3.366394450008188,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.190961717430304,,3.35250577724227,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1986062328050646,,3.3198368845612944,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1840819204862039,,3.3261321564762167,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.1960589583540021,,3.3209753314904598,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.1627495603543682,,3.3862162215460563,1
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,500,0.10241322129139196,0.04967037758516419,3.4357596996503377,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,1000,0.10291526640015433,0.05711816140487678,3.415142964501116,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,1500,0.14149902846629833,0.05423531181293284,3.3772595767075786,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,2000,0.19411956965140448,0.050129746255433885,3.2942477827859107,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,2500,0.18801769656847503,0.0281600328808238,3.2987450140049823,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,3000,0.1784558740389069,0.012654216999848299,3.340707555405776,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,3500,0.16081786186189512,0.009656157619533643,3.386981042094038,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,4000,0.159410175992531,0.013288663739275675,3.3952008034153023,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,4500,0.1520904789279926,0.011922286998671091,3.4106913348531487,5
