target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,11,Southern 1,0.08365966789986398,0.00014349857272703942,583,1,4
4,6,Indre Kvarøy,0.07057756998003631,0.0001982516010675177,356,2,3
4,8,Lovund,0.03679643326812806,0.00023288881815270923,158,3,2
4,1,Myken,0.03653030895991429,0.0003970685756512423,92,4,1
4,7,Onøy og Lurøy,0.014083323313262912,5.437576568827379e-05,259,5,5
4,12,Southern 2,0.010750059544084927,2.7078235627417955e-05,397,6,6
4,0,Nesøy,-0.004156773193088468,-3.4930867168810655e-05,119,7,9
4,9,Sleneset,-0.006539845811497888,-3.939666151504752e-05,166,8,10
4,15,Southern 5,-0.006559270369999027,-3.247163549504469e-05,202,9,8
4,2,Træna,-0.0066638172576501155,-2.282129197825382e-05,292,10,7
4,14,Southern 4,-0.029711669522660765,-6.113512247461063e-05,486,11,12
4,3,Selvær,-0.03953696396333534,-0.00020379878331616157,194,12,14
4,5,Hestmannøy,-0.047769855067903634,-4.4313409153899476e-05,1078,13,11
4,10,Aldra,-0.06607511343985588,-0.0003819370719066814,173,14,15
4,13,Southern 3,-0.07384422181005583,-0.00012644558529119148,584,15,13
