n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,92,0.034622860917917664,1.4660447835922241,shapley_mean,-1,4
2,250,0.07022398598932483,1.461540699005127,shapley_mean,-1,4
3,606,0.11485073898127508,1.4510650634765625,shapley_mean,-1,4
4,1189,0.13459868931918473,1.4448440074920654,shapley_mean,-1,4
5,1448,0.10543522018529912,1.4495265483856201,shapley_mean,-1,4
6,1845,0.10160000257379427,1.4489631652832031,shapley_mean,-1,4
7,2137,0.10305259263497779,1.4492367506027222,shapley_mean,-1,4
8,2339,0.09431052355027468,1.451070785522461,shapley_mean,-1,4
9,2458,0.11516119036271533,1.4465162754058838,shapley_mean,-1,4
10,2624,0.10072718477243289,1.4516961574554443,shapley_mean,-1,4
11,3702,0.14811445988117378,1.4311938285827637,shapley_mean,-1,4
12,4188,0.1533727309994944,1.4295707941055298,shapley_mean,-1,4
13,4772,0.1365375082567014,1.4341336488723755,shapley_mean,-1,4
14,4966,0.12283333839224239,1.4403047561645508,shapley_mean,-1,4
15,5139,0.1151575733675031,1.4404751062393188,shapley_mean,-1,4
