trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_tarsus,7,full_train_pc_ridge,full_train,-1,-1,5085,5085,565,3250,100,3250,107097.74831514445,0.3997120919352719,0.5206373333930969,0.012385806068778038,0,0,0.0,1.258216860005632
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7000514,500,5085,565,3250,100,3250,107097.74831514445,0.2199559572088095,0.5798620581626892,0.026767686009407043,300,26362,61.001286576036364,0.030879035126417875
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7001014,1000,5085,565,3250,100,3250,107097.74831514445,0.2751782355697003,0.5654550790786743,0.022707944735884666,300,26597,76.34768251888454,0.0884669569786638
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7001514,1500,5085,565,3250,100,3250,107097.74831514445,0.30753358381036566,0.5587126016616821,0.02014254964888096,300,26450,90.31641397392377,0.20041629811748862
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7002014,2000,5085,565,3250,100,3250,107097.74831514445,0.36227621560753925,0.5407694578170776,0.017930343747138977,300,26520,106.4290165421553,0.34266434283927083
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7002514,2500,5085,565,3250,100,3250,107097.74831514445,0.3765534490670714,0.5390583276748657,0.016520453616976738,300,26743,120.17838748986833,0.547862783074379
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7003014,3000,5085,565,3250,100,3250,107097.74831514445,0.38487074221566625,0.531498372554779,0.01528251077979803,300,26657,136.2319901699666,0.7733791000209749
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7003514,3500,5085,565,3250,100,3250,107097.74831514445,0.38103850947850343,0.5279413461685181,0.014285538345575333,300,26384,149.9524286079686,1.0544548439793289
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7004014,4000,5085,565,3250,100,3250,107097.74831514445,0.3848037333100344,0.5279126167297363,0.01348270382732153,300,26564,164.29278346919455,1.149234978016466
thr_tarsus,7,pevmean_ga_pc_ridge,pevmean_ga,0,7004514,4500,5085,565,3250,100,3250,107097.74831514445,0.39253210270339345,0.5228244662284851,0.012862995266914368,300,26634,179.4147602180019,1.2447963310405612
