target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations
9,Sleneset,0,14,1052,1052,8M72112,5,Hestmannøy,0.022922381180816295,1,0.23738845966201477,50
9,Sleneset,0,14,4774,4774,8800196,6,Indre Kvarøy,0.019262512707672083,2,0.23738845966201477,50
9,Sleneset,0,14,5526,5526,8981962,2,Træna,0.01920488577559129,3,0.23738845966201477,50
9,Sleneset,0,14,3559,3559,8N87591,11,Southern 1,0.017399093482359282,4,0.23738845966201477,50
9,Sleneset,0,14,5126,5126,8934404,8,Lovund,0.016086926208388204,5,0.23738845966201477,50
9,Sleneset,0,14,4356,4356,8681240,3,Selvær,0.014730216978390111,6,0.23738845966201477,50
9,Sleneset,0,14,2017,2017,8N13927,5,Hestmannøy,0.013366639726001552,7,0.23738845966201477,50
9,Sleneset,0,14,565,565,8L89384,5,Hestmannøy,0.013098204690752051,8,0.23738845966201477,50
9,Sleneset,0,14,283,283,8L52206,8,Lovund,0.012899215385113676,9,0.23738845966201477,50
9,Sleneset,0,14,1038,1038,8M72001,2,Træna,0.012633465391079115,10,0.23738845966201477,50
9,Sleneset,0,14,2672,2672,8N42143,2,Træna,0.012267994753207825,11,0.23738845966201477,50
9,Sleneset,0,14,1549,1549,8N05691,15,Southern 5,0.012163321391476356,12,0.23738845966201477,50
9,Sleneset,0,14,675,675,8M31035,3,Selvær,0.012078969328923881,13,0.23738845966201477,50
9,Sleneset,0,14,4699,4699,8747868,7,Onøy og Lurøy,0.012057526721209943,14,0.23738845966201477,50
9,Sleneset,0,14,2984,2984,8N72965,2,Træna,0.011136655702615426,15,0.23738845966201477,50
9,Sleneset,0,14,5240,5240,8939379,7,Onøy og Lurøy,0.01088750620947791,16,0.23738845966201477,50
9,Sleneset,0,14,380,380,8L52619,3,Selvær,0.010873278435158984,17,0.23738845966201477,50
9,Sleneset,0,14,157,157,8L30780,4,Gjerøy,0.010765079417789843,18,0.23738845966201477,50
9,Sleneset,0,14,4155,4155,8168650,5,Hestmannøy,0.01065031940938195,19,0.23738845966201477,50
9,Sleneset,0,14,3456,3456,8N87264,8,Lovund,0.010553271554579446,20,0.23738845966201477,50
9,Sleneset,0,14,1389,1389,8N05267,13,Southern 3,0.010248381853260078,21,0.23738845966201477,50
9,Sleneset,0,14,180,180,8L30963,2,Træna,0.010179963460667789,22,0.23738845966201477,50
9,Sleneset,0,14,1676,1676,8N06472,12,Southern 2,0.009922022838507603,23,0.23738845966201477,50
9,Sleneset,0,14,2839,2839,8N72414,8,Lovund,0.009747156397938467,24,0.23738845966201477,50
9,Sleneset,0,14,3237,3237,8N73636,13,Southern 3,0.00955657363540704,25,0.23738845966201477,50
9,Sleneset,0,14,2767,2767,8N42729,5,Hestmannøy,0.00934153834403438,26,0.23738845966201477,50
9,Sleneset,0,14,4106,4106,8P26450,6,Indre Kvarøy,0.009211372007489813,27,0.23738845966201477,50
9,Sleneset,0,14,165,165,8L30829,3,Selvær,0.009155561863138591,28,0.23738845966201477,50
9,Sleneset,0,14,2291,2291,8N14676,13,Southern 3,0.008910027090247283,29,0.23738845966201477,50
9,Sleneset,0,14,29,29,8L19862,6,Indre Kvarøy,0.008540402129649708,30,0.23738845966201477,50
9,Sleneset,0,14,2673,2673,8N42144,2,Træna,0.008267985263262423,31,0.23738845966201477,50
9,Sleneset,0,14,875,875,8M71098,5,Hestmannøy,0.008217163430291975,32,0.23738845966201477,50
9,Sleneset,0,14,4900,4900,8857230,5,Hestmannøy,0.008172307324615618,33,0.23738845966201477,50
9,Sleneset,0,14,5014,5014,8887429,8,Lovund,0.007998423331827298,34,0.23738845966201477,50
9,Sleneset,0,14,859,859,8M31995,1,Myken,0.007986282932486963,35,0.23738845966201477,50
9,Sleneset,0,14,5397,5397,8981030,0,Nesøy,0.007850315432151185,36,0.23738845966201477,50
