target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,13,Southern 3,0.0958495695641435,0.00016412597528106765,584,1,2
14,6,Indre Kvarøy,0.07007444485618969,0.00019683832824772383,356,2,1
14,12,Southern 2,0.023283687149137686,5.8649086017979056e-05,397,3,5
14,15,Southern 5,0.01750798786929105,8.667320727371807e-05,202,4,3
14,8,Lovund,0.012428954284159683,7.866426762126382e-05,158,5,4
14,9,Sleneset,0.002260214553285765,1.3615750320998583e-05,166,6,6
14,11,Southern 1,-0.001999037521518766,-3.4288808259327032e-06,583,7,7
14,1,Myken,-0.0022702438554886946,-2.4676563646616247e-05,92,8,9
14,4,Gjerøy,-0.003578137859461436,-6.412433439895047e-06,558,9,8
14,0,Nesøy,-0.005141396505931595,-4.320501265488735e-05,119,10,11
14,10,Aldra,-0.008356457331427243,-4.83032215689436e-05,173,11,12
14,3,Selvær,-0.012599076101021284,-6.494369124237775e-05,194,12,14
14,7,Onøy og Lurøy,-0.013548560920438824,-5.231104602486032e-05,259,13,13
14,5,Hestmannøy,-0.02839630763643987,-2.6341658289832903e-05,1078,14,10
14,2,Træna,-0.04179831705772169,-0.00014314492143055373,292,15,15
