n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,356,-0.07713556882205623,1.0086530447006226,shapley_mean,-1,1,356,14
13,2,940,-0.03704448340291502,0.990538477897644,shapley_mean,-1,2,940,14
12,3,1142,0.02156249837232323,0.9836040735244751,shapley_mean,-1,3,1142,14
11,4,1300,0.02748859053083438,0.9817548394203186,shapley_mean,-1,4,1300,14
10,5,1697,0.07424962742571926,0.9746220707893372,shapley_mean,-1,5,1697,14
9,6,1863,0.08430825530034537,0.9724410772323608,shapley_mean,-1,6,1863,14
8,7,2446,0.11875676365621038,0.9685530066490173,shapley_mean,-1,7,2446,14
7,8,3004,0.12405929075678045,0.9658653736114502,shapley_mean,-1,8,3004,14
6,9,3096,0.11728899101008053,0.9668872356414795,shapley_mean,-1,9,3096,14
5,10,4174,0.11072480103327527,0.9672250151634216,shapley_mean,-1,10,4174,14
4,11,4293,0.1092301138874891,0.967096209526062,shapley_mean,-1,11,4293,14
3,12,4466,0.09782094856364579,0.9699370861053467,shapley_mean,-1,12,4466,14
2,13,4725,0.11198661692451378,0.966063916683197,shapley_mean,-1,13,4725,14
1,14,4919,0.12147331143544489,0.9628897309303284,shapley_mean,-1,14,4919,14
0,15,5211,0.1292658285460197,0.9609387516975403,shapley_mean,-1,15,5211,14
14,1,356,0.009075054853120518,0.9902947545051575,random_individual,0,1,356,14
13,2,940,0.05680473441925763,0.9893366694450378,random_individual,0,2,940,14
12,3,1142,0.04462609465445572,0.9899260401725769,random_individual,0,3,1142,14
11,4,1300,0.06200715162253997,0.9834998250007629,random_individual,0,4,1300,14
10,5,1697,0.0864469816424024,0.9755170941352844,random_individual,0,5,1697,14
9,6,1863,0.08819507143872234,0.9751640558242798,random_individual,0,6,1863,14
8,7,2446,0.08093222522072765,0.9744486808776855,random_individual,0,7,2446,14
7,8,3004,0.09444987487633699,0.9716768860816956,random_individual,0,8,3004,14
6,9,3096,0.09274070934864158,0.9721212983131409,random_individual,0,9,3096,14
5,10,4174,0.12072226727332759,0.962705135345459,random_individual,0,10,4174,14
4,11,4293,0.12012154364519877,0.9621790647506714,random_individual,0,11,4293,14
3,12,4466,0.12404425308165885,0.9605967998504639,random_individual,0,12,4466,14
2,13,4725,0.12473809482131967,0.961859941482544,random_individual,0,13,4725,14
1,14,4919,0.1259651575812099,0.9612805247306824,random_individual,0,14,4919,14
0,15,5211,0.1292658285460197,0.9609387516975403,random_individual,0,15,5211,14
14,1,356,-0.002904417269718378,0.9852162599563599,random_individual,1,1,356,14
13,2,940,0.07500018863224411,0.9753743410110474,random_individual,1,2,940,14
12,3,1142,0.11800878621263396,0.9698119163513184,random_individual,1,3,1142,14
11,4,1300,0.1262007182682845,0.9675788879394531,random_individual,1,4,1300,14
10,5,1697,0.15136418500896448,0.9628439545631409,random_individual,1,5,1697,14
9,6,1863,0.1181539892354049,0.967465341091156,random_individual,1,6,1863,14
8,7,2446,0.1485316132173818,0.9601653814315796,random_individual,1,7,2446,14
7,8,3004,0.13804438323170803,0.9603491425514221,random_individual,1,8,3004,14
6,9,3096,0.14255666906940173,0.9591383337974548,random_individual,1,9,3096,14
