n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,356,0.06896508991579234,1.5531952381134033,shapley_mean,-1,1,356,4
13,2,514,0.09109048626397627,1.5463348627090454,shapley_mean,-1,2,514,4
12,3,633,0.11198326183862509,1.5431240797042847,shapley_mean,-1,3,633,4
11,4,799,0.08452852536363112,1.5496044158935547,shapley_mean,-1,4,799,4
10,5,1877,0.10964129790324688,1.5377229452133179,shapley_mean,-1,5,1877,4
9,6,2274,0.10769194859591888,1.537392497062683,shapley_mean,-1,6,2274,4
8,7,2366,0.1123131069438099,1.5345749855041504,shapley_mean,-1,7,2366,4
7,8,2949,0.13534458639933278,1.5257058143615723,shapley_mean,-1,8,2949,4
6,9,3241,0.13890212346873482,1.525152325630188,shapley_mean,-1,9,3241,4
5,10,3443,0.13026492499432335,1.5282797813415527,shapley_mean,-1,10,3443,4
4,11,3929,0.135165122484004,1.526480793952942,shapley_mean,-1,11,3929,4
3,12,4102,0.12241823344958468,1.5286623239517212,shapley_mean,-1,12,4102,4
2,13,4361,0.11705979559431576,1.5301505327224731,shapley_mean,-1,13,4361,4
1,14,4555,0.10246682860824435,1.5358269214630127,shapley_mean,-1,14,4555,4
0,15,5139,0.08736193451298364,1.5407533645629883,shapley_mean,-1,15,5139,4
14,1,356,0.005160966159066479,1.558688759803772,random_individual,0,1,356,4
13,2,514,-0.02409215736116552,1.5651367902755737,random_individual,0,2,514,4
12,3,633,-0.014135944495129827,1.5670777559280396,random_individual,0,3,633,4
11,4,799,-0.014533823890461022,1.5684058666229248,random_individual,0,4,799,4
10,5,1877,0.0688387516850277,1.544635534286499,random_individual,0,5,1877,4
9,6,2274,0.0767060472859657,1.5415925979614258,random_individual,0,6,2274,4
8,7,2366,0.09447803228690711,1.536854863166809,random_individual,0,7,2366,4
7,8,2949,0.06307630166705198,1.5458282232284546,random_individual,0,8,2949,4
6,9,3241,0.0547583498936886,1.5488852262496948,random_individual,0,9,3241,4
5,10,3443,0.05838503800486626,1.548180103302002,random_individual,0,10,3443,4
4,11,3929,0.038863650760428144,1.555777668952942,random_individual,0,11,3929,4
3,12,4102,0.052403793432417065,1.5516670942306519,random_individual,0,12,4102,4
2,13,4361,0.05364089687965918,1.5512388944625854,random_individual,0,13,4361,4
1,14,4555,0.07647177933267925,1.5447368621826172,random_individual,0,14,4555,4
0,15,5139,0.08736193451298364,1.5407533645629883,random_individual,0,15,5139,4
14,1,356,0.007462155595929095,1.554702639579773,random_individual,1,1,356,4
13,2,514,0.029071424605017042,1.5523097515106201,random_individual,1,2,514,4
12,3,633,0.020632251293265496,1.5598293542861938,random_individual,1,3,633,4
11,4,799,-0.01338906859242009,1.5606807470321655,random_individual,1,4,799,4
10,5,1877,0.07664789669501677,1.5441378355026245,random_individual,1,5,1877,4
9,6,2274,0.12845154570069214,1.528969168663025,random_individual,1,6,2274,4
8,7,2366,0.12608249656991122,1.5298492908477783,random_individual,1,7,2366,4
7,8,2949,0.09849575291060858,1.5368640422821045,random_individual,1,8,2949,4
6,9,3241,0.10861830115289017,1.5323599576950073,random_individual,1,9,3241,4
5,10,3443,0.1190257352249488,1.5307044982910156,random_individual,1,10,3443,4
4,11,3929,0.09705129785327866,1.5362040996551514,random_individual,1,11,3929,4
3,12,4102,0.087264308171919,1.5395140647888184,random_individual,1,12,4102,4
2,13,4361,0.09094984258413079,1.5371509790420532,random_individual,1,13,4361,4
1,14,4555,0.08808447176737169,1.5397462844848633,random_individual,1,14,4555,4
0,15,5139,0.08736193451298364,1.5407533645629883,random_individual,1,15,5139,4
14,1,356,-0.03532786198580435,1.5673049688339233,random_individual,2,1,356,4
13,2,514,-0.07023152497716269,1.5710029602050781,random_individual,2,2,514,4
12,3,633,-0.07970931657058968,1.5721790790557861,random_individual,2,3,633,4
11,4,799,-0.039888050837660165,1.5681471824645996,random_individual,2,4,799,4
10,5,1877,0.06387334001116518,1.5488451719284058,random_individual,2,5,1877,4
9,6,2274,0.08114759161576786,1.5445971488952637,random_individual,2,6,2274,4
8,7,2366,0.0827632997784359,1.5426232814788818,random_individual,2,7,2366,4
7,8,2949,0.0753464884857147,1.5457216501235962,random_individual,2,8,2949,4
6,9,3241,0.038765408520200155,1.5571537017822266,random_individual,2,9,3241,4
5,10,3443,0.047399219973248786,1.5542975664138794,random_individual,2,10,3443,4
4,11,3929,0.019236273666659046,1.5644609928131104,random_individual,2,11,3929,4
3,12,4102,0.042790391735868474,1.558454155921936,random_individual,2,12,4102,4
2,13,4361,0.04975479648806428,1.5554627180099487,random_individual,2,13,4361,4
1,14,4555,0.06560327316556364,1.5508496761322021,random_individual,2,14,4555,4
0,15,5139,0.08736193451298364,1.5407533645629883,random_individual,2,15,5139,4
14,1,356,-0.0020318839114139954,1.5589529275894165,random_individual,3,1,356,4
13,2,514,0.03623304331202213,1.5576646327972412,random_individual,3,2,514,4
12,3,633,0.01726865124939176,1.5609015226364136,random_individual,3,3,633,4
11,4,799,0.0051044116690455235,1.5665251016616821,random_individual,3,4,799,4
10,5,1877,0.10780423946736423,1.5377651453018188,random_individual,3,5,1877,4
9,6,2274,0.11273550125167217,1.5353477001190186,random_individual,3,6,2274,4
8,7,2366,0.09719908987060293,1.5396701097488403,random_individual,3,7,2366,4
7,8,2949,0.07058124308197081,1.549813985824585,random_individual,3,8,2949,4
6,9,3241,0.09221837399379716,1.5418741703033447,random_individual,3,9,3241,4
5,10,3443,0.08860575102558899,1.542858600616455,random_individual,3,10,3443,4
4,11,3929,0.08225520164461718,1.5440260171890259,random_individual,3,11,3929,4
3,12,4102,0.08299624602288196,1.5424275398254395,random_individual,3,12,4102,4
2,13,4361,0.0772898667443529,1.5460729598999023,random_individual,3,13,4361,4
1,14,4555,0.08942230766722556,1.5411988496780396,random_individual,3,14,4555,4
0,15,5139,0.08736193451298364,1.5407533645629883,random_individual,3,15,5139,4
14,1,356,0.024852825831848033,1.5533576011657715,random_individual,4,1,356,4
13,2,514,0.04256099111875375,1.5524810552597046,random_individual,4,2,514,4
12,3,633,0.06204152389353344,1.5506198406219482,random_individual,4,3,633,4
11,4,799,0.04975459380415792,1.5524731874465942,random_individual,4,4,799,4
10,5,1877,0.13627328619987447,1.5335744619369507,random_individual,4,5,1877,4
9,6,2274,0.12591819208332317,1.5394508838653564,random_individual,4,6,2274,4
