target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations
7,Onøy og Lurøy,1,1014,4241,4241,8651870,5,Hestmannøy,0.032848024168900716,1,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,5154,5154,8939360,5,Hestmannøy,0.022903859598373884,2,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4345,4345,8681409,5,Hestmannøy,0.017991048344121408,3,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4450,4450,8732298,8,Lovund,0.013274190473192704,4,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,682,682,8M31109,12,Southern 2,0.012216477393423068,5,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4242,4242,8651875,5,Hestmannøy,0.011964973627424593,6,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4974,4974,8887450,5,Hestmannøy,0.011701754760396412,7,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,1876,1876,8N13357,2,Træna,0.011423683640365332,8,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,1439,1439,8N05445,6,Indre Kvarøy,0.010190233534152054,9,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4649,4649,8747872,6,Indre Kvarøy,0.009853299518250735,10,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,343,343,8L52395,12,Southern 2,0.009804025004702352,11,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,1437,1437,8N05442,6,Indre Kvarøy,0.009592741357579619,12,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,2746,2746,8N42734,4,Gjerøy,0.008882682414478595,13,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,3168,3168,8N73546,5,Hestmannøy,0.008835394536147689,14,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,5108,5108,8934884,2,Træna,0.008726019082551844,15,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,920,920,8M31504,4,Gjerøy,0.008494392962506443,16,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,582,582,8L89432,5,Hestmannøy,0.008151788987160407,17,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,937,937,8M71307,6,Indre Kvarøy,0.008128038839470471,18,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,3503,3503,8N87560,11,Southern 1,0.007948566351270878,19,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4624,4624,8747729,5,Hestmannøy,0.00787502304938005,20,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,791,791,8M31716,6,Indre Kvarøy,0.007850581199519677,21,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4044,4044,8N14980,6,Indre Kvarøy,0.007218740137512444,22,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,3051,3051,8N73302,15,Southern 5,0.006736854067593143,23,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,4819,4819,8816496,1,Myken,0.006485825445760009,24,0.03597639240550475,50
7,Onøy og Lurøy,1,1014,3464,3464,8N87521,11,Southern 1,0.006455804147147394,25,0.03597639240550475,50
