n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1500,0.2270955591352052,0.8963821530342102,pevmean_ga,-1,17755.337073646286,3,Selvær,3,980813718,body_mass
2500,0.23829613473118885,0.890834629535675,pevmean_ga,-1,17355.806331290878,3,Selvær,3,980813718,body_mass
3000,0.2245741183246044,0.8880187273025513,pevmean_ga,-1,17178.15903293296,3,Selvær,3,980813718,body_mass
1500,0.15367411460502442,0.9044431447982788,random_individual,0,,3,Selvær,3,980813718,body_mass
2500,0.21053724852321426,0.8896147608757019,random_individual,0,,3,Selvær,3,980813718,body_mass
3000,0.24569900034449055,0.8888723850250244,random_individual,0,,3,Selvær,3,980813718,body_mass
1500,0.15553987141706074,0.9054516553878784,random_individual,1,,3,Selvær,3,980813718,body_mass
2500,0.12996073926115811,0.9105091691017151,random_individual,1,,3,Selvær,3,980813718,body_mass
3000,0.13964551042043286,0.9093979597091675,random_individual,1,,3,Selvær,3,980813718,body_mass
1500,0.12451716444198054,0.925655722618103,random_individual,2,,3,Selvær,3,980813718,body_mass
2500,0.1294608974960128,0.9181059002876282,random_individual,2,,3,Selvær,3,980813718,body_mass
3000,0.1815181854701408,0.9035255312919617,random_individual,2,,3,Selvær,3,980813718,body_mass
1500,0.14093510584317345,0.9088843464851379,random_individual,3,,3,Selvær,3,980813718,body_mass
2500,0.1467202620772384,0.9098857045173645,random_individual,3,,3,Selvær,3,980813718,body_mass
3000,0.1739296542274887,0.904633104801178,random_individual,3,,3,Selvær,3,980813718,body_mass
1500,0.131296499627866,0.9084837436676025,random_individual,4,,3,Selvær,3,980813718,body_mass
2500,0.1848231221880824,0.8975847363471985,random_individual,4,,3,Selvær,3,980813718,body_mass
3000,0.21451946078461537,0.8903852701187134,random_individual,4,,3,Selvær,3,980813718,body_mass
