n_individuals,method,order_seed,pevmean_obj,pevmean_n_pcs,pevmean_lambda,target_island,target_island_name,repeat,repeat_seed,trait,ga_generations,ga_cache_size,ga_elapsed_sec
1000,pevmean_ga,-1,0.3206368512874452,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26447,66.9160431609489
1500,pevmean_ga,-1,0.25248888967599187,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26657,77.02136031724513
2000,pevmean_ga,-1,0.21164131098445102,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26759,86.34879972599447
2500,pevmean_ga,-1,0.1839396418573053,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26621,95.1001992970705
3000,pevmean_ga,-1,0.1641823283927376,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26731,105.69510070281103
3500,pevmean_ga,-1,0.1499820666399688,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26699,115.16027047531679
4000,pevmean_ga,-1,0.13828713093177708,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26442,124.32797079812735
4500,pevmean_ga,-1,0.12904314503126724,100,502.6502333305817,4,Gjerøy,2,1056172817,thr_tarsus,300,26534,133.01404296094552
500,pevmean_ga,-1,0.48279760737949706,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26533,57.15514751523733
1000,pevmean_ga,-1,0.3149567576858764,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26503,66.95113440183923
1500,pevmean_ga,-1,0.2520089313525126,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26451,76.38425374124199
2000,pevmean_ga,-1,0.20950693127374,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26617,86.60422980319709
2500,pevmean_ga,-1,0.18465169650525953,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26549,95.3438774002716
3000,pevmean_ga,-1,0.16429966858278947,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26490,105.32967551797628
3500,pevmean_ga,-1,0.14950151019333255,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26660,115.61642939224839
4000,pevmean_ga,-1,0.13788183205180854,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26530,125.67009282391518
4500,pevmean_ga,-1,0.12910173317270054,100,502.6502333305817,4,Gjerøy,3,215651242,thr_tarsus,300,26460,128.79266719985753
500,pevmean_ga,-1,0.47120598207599534,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26506,57.19132309500128
1000,pevmean_ga,-1,0.31900417895120037,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26583,67.07238053996116
1500,pevmean_ga,-1,0.25016555634372956,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26603,76.97213433496654
2000,pevmean_ga,-1,0.2125916578672963,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26643,87.18157784827054
2500,pevmean_ga,-1,0.18437511111831872,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26611,95.1493266178295
3000,pevmean_ga,-1,0.16577382709220723,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26726,105.42439660802484
3500,pevmean_ga,-1,0.149848668747349,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26569,115.25440719584003
4000,pevmean_ga,-1,0.138015322666295,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26533,125.04690816672519
4500,pevmean_ga,-1,0.12907695576327427,100,502.6502333305817,4,Gjerøy,4,172047015,thr_tarsus,300,26490,132.1944955359213
500,pevmean_ga,-1,0.44722379108229826,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26421,61.09328564302996
1000,pevmean_ga,-1,0.2822501765194479,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26698,70.71336074918509
1500,pevmean_ga,-1,0.2184003943910881,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26697,81.05265390919521
2000,pevmean_ga,-1,0.18433378999277925,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26695,90.17474802024662
2500,pevmean_ga,-1,0.1601332963885756,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26587,98.84241217467934
3000,pevmean_ga,-1,0.14355453834006882,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26640,109.1736358590424
3500,pevmean_ga,-1,0.1307086205075167,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26643,119.47998068016022
4000,pevmean_ga,-1,0.12111349405518393,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,26469,129.66833820473403
4500,pevmean_ga,-1,0.11480069217003992,100,502.6502333305817,5,Hestmannøy,0,713757009,thr_tarsus,300,25108,133.3912222548388
500,pevmean_ga,-1,0.428109541360336,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26414,61.3502517468296
1000,pevmean_ga,-1,0.28173123033798025,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26666,70.6517568868585
1500,pevmean_ga,-1,0.22100313205068375,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26579,80.38091437984258
2000,pevmean_ga,-1,0.18564613785002831,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26672,90.95726396422833
2500,pevmean_ga,-1,0.16017681055583063,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26761,99.95983828278258
3000,pevmean_ga,-1,0.14374160141672834,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26808,109.52748779207468
3500,pevmean_ga,-1,0.13129340308757229,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26519,119.35609628492966
4000,pevmean_ga,-1,0.12136585100508258,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,26517,130.10606245324016
4500,pevmean_ga,-1,0.11477023661146939,100,502.6502333305817,5,Hestmannøy,1,492972063,thr_tarsus,300,24693,131.4585609259084
500,pevmean_ga,-1,0.4482576392900401,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26691,61.427789291832596
1000,pevmean_ga,-1,0.28459121419423894,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26535,70.95481491694227
1500,pevmean_ga,-1,0.22079882476765694,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26584,80.67586077703163
2000,pevmean_ga,-1,0.18598976336932813,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26524,90.74566685315222
2500,pevmean_ga,-1,0.15981419848510495,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26415,98.95487861102447
3000,pevmean_ga,-1,0.14429753286692024,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26817,109.61469663400203
3500,pevmean_ga,-1,0.13130952033640655,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26698,120.13166435202584
4000,pevmean_ga,-1,0.12126627067812515,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,26572,130.69067696901038
4500,pevmean_ga,-1,0.11479072390691983,100,502.6502333305817,5,Hestmannøy,2,1445232612,thr_tarsus,300,24844,131.86946383398026
500,pevmean_ga,-1,0.4378554467412647,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26544,61.924824540968984
1000,pevmean_ga,-1,0.28590825696502503,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26593,70.77725248597562
1500,pevmean_ga,-1,0.22351455820526153,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26634,80.46523473085836
2000,pevmean_ga,-1,0.183852166890311,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26423,89.49316154280677
2500,pevmean_ga,-1,0.16087033930516803,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26647,98.93927931087092
3000,pevmean_ga,-1,0.14340655799460753,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26589,108.51955442130566
3500,pevmean_ga,-1,0.13040477119764213,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26596,119.38999468786642
4000,pevmean_ga,-1,0.12126438826527494,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,26509,129.14339471794665
4500,pevmean_ga,-1,0.11483481462679063,100,502.6502333305817,5,Hestmannøy,3,1177755176,thr_tarsus,300,25553,132.51825302140787
500,pevmean_ga,-1,0.4578782980036959,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26545,61.276481598615646
1000,pevmean_ga,-1,0.28539702741941303,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26553,71.07830622885376
1500,pevmean_ga,-1,0.21912346597274396,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26672,80.95393638685346
2000,pevmean_ga,-1,0.1843301642655002,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26508,90.50996939884499
2500,pevmean_ga,-1,0.16082183349459866,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26590,99.50047934008762
3000,pevmean_ga,-1,0.14337543411949,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26643,112.18993692379445
3500,pevmean_ga,-1,0.13075909909274333,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26526,121.26652912097052
4000,pevmean_ga,-1,0.12136577398643456,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,26463,129.43587168864906
4500,pevmean_ga,-1,0.11480046873492523,100,502.6502333305817,5,Hestmannøy,4,1251151673,thr_tarsus,300,24942,126.60520838899538
500,pevmean_ga,-1,0.15639526737976267,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26412,54.914744636043906
1000,pevmean_ga,-1,0.10650189178025635,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26501,65.2089544404298
1500,pevmean_ga,-1,0.085977179591528,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26636,75.23517032293603
2000,pevmean_ga,-1,0.07600271533179816,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26611,85.51481514796615
2500,pevmean_ga,-1,0.0674810757271113,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26684,93.83099583769217
3000,pevmean_ga,-1,0.06165924556368251,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26666,104.29776735370979
3500,pevmean_ga,-1,0.05706061216394611,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26516,114.16708158701658
4000,pevmean_ga,-1,0.05374313233144878,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26484,123.50498582934961
4500,pevmean_ga,-1,0.051111221885199266,100,502.6502333305817,6,Indre Kvarøy,0,2036077539,thr_tarsus,300,26649,126.21041523013264
500,pevmean_ga,-1,0.1574995444790807,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26506,55.09461543196812
1000,pevmean_ga,-1,0.10765782023575919,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26720,64.86264917533845
1500,pevmean_ga,-1,0.0859613304505503,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26587,75.28642496699467
2000,pevmean_ga,-1,0.0743941796836815,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26661,85.19075969792902
2500,pevmean_ga,-1,0.06807758431764983,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26689,94.360756597016
3000,pevmean_ga,-1,0.061626724413170464,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26598,104.52954787621275
3500,pevmean_ga,-1,0.05707571999962986,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26655,115.43682289496064
4000,pevmean_ga,-1,0.053762572689222896,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26515,123.90949669992551
4500,pevmean_ga,-1,0.05113993052580991,100,502.6502333305817,6,Indre Kvarøy,1,672890309,thr_tarsus,300,26636,122.62124414229766
500,pevmean_ga,-1,0.15497015173690273,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26390,55.413123584818095
1000,pevmean_ga,-1,0.10701499941385499,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26647,64.78327572112903
1500,pevmean_ga,-1,0.08628508953943391,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26463,74.9193352451548
2000,pevmean_ga,-1,0.07459213639924306,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26733,86.06524311564863
2500,pevmean_ga,-1,0.06688000272119657,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26625,94.177041137591
3000,pevmean_ga,-1,0.06099803773328289,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26721,104.6855379040353
3500,pevmean_ga,-1,0.057116994508100934,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26579,114.05584381893277
4000,pevmean_ga,-1,0.05386361497699233,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26735,124.73330272687599
4500,pevmean_ga,-1,0.05125669909589462,100,502.6502333305817,6,Indre Kvarøy,2,441296936,thr_tarsus,300,26755,125.65770557010546
500,pevmean_ga,-1,0.15795765619004493,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26594,55.21516160527244
1000,pevmean_ga,-1,0.1086915220310217,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26738,64.8793581072241
1500,pevmean_ga,-1,0.08631144143966839,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26588,75.04054833203554
2000,pevmean_ga,-1,0.0770768032518258,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26584,85.75641665002331
2500,pevmean_ga,-1,0.06716675343460415,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26567,94.54939142428339
3000,pevmean_ga,-1,0.06145106399427879,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26530,104.26117184897885
3500,pevmean_ga,-1,0.05737316563110465,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26657,114.81977486610413
4000,pevmean_ga,-1,0.05394703340798763,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26661,124.29015384288505
4500,pevmean_ga,-1,0.05111946912758417,100,502.6502333305817,6,Indre Kvarøy,3,1125825237,thr_tarsus,300,26626,126.48771956888959
500,pevmean_ga,-1,0.15744692742982025,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26415,55.31311615323648
1000,pevmean_ga,-1,0.10660976342787433,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26499,65.67916221683845
1500,pevmean_ga,-1,0.08614638005318458,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26592,75.2554970420897
2000,pevmean_ga,-1,0.07437547742741232,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26608,85.63476088922471
2500,pevmean_ga,-1,0.0674913338445213,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26536,94.0299062137492
3000,pevmean_ga,-1,0.06143347841038005,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26746,104.64331107400358
3500,pevmean_ga,-1,0.05711524001129022,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26524,114.45524625806138
4000,pevmean_ga,-1,0.0537746453496829,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26592,123.65900748968124
4500,pevmean_ga,-1,0.05115648243983788,100,502.6502333305817,6,Indre Kvarøy,4,395063024,thr_tarsus,300,26550,130.96577729610726
500,pevmean_ga,-1,0.1603688132172758,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26534,54.60901232203469
1000,pevmean_ga,-1,0.11383552977912377,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26662,64.3525095358491
1500,pevmean_ga,-1,0.09468481787883407,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26665,74.60161872487515
2000,pevmean_ga,-1,0.08123758694131464,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26768,84.71754733799025
2500,pevmean_ga,-1,0.07381959172100115,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26539,93.20156741095707
3000,pevmean_ga,-1,0.0670732832095119,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26464,104.17424422409385
3500,pevmean_ga,-1,0.06307610976634892,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26559,113.5761198848486
4000,pevmean_ga,-1,0.05920500273554509,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26679,123.31602605711669
4500,pevmean_ga,-1,0.05612526299911902,100,502.6502333305817,7,Onøy og Lurøy,0,546911525,thr_tarsus,300,26528,125.37040877109393
500,pevmean_ga,-1,0.16428940870311615,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26512,54.82191057084128
1000,pevmean_ga,-1,0.11405852670265779,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26574,64.51423947466537
1500,pevmean_ga,-1,0.09270718554553123,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26525,74.50875798193738
2000,pevmean_ga,-1,0.08145760560674904,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26692,84.06987025402486
2500,pevmean_ga,-1,0.07381246443558039,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26591,93.64384640241042
3000,pevmean_ga,-1,0.0674035822848877,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26548,103.71769419172779
3500,pevmean_ga,-1,0.06278157861971734,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26631,113.62348839594051
4000,pevmean_ga,-1,0.05916883834964676,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26629,123.22619426716119
4500,pevmean_ga,-1,0.05623342179766107,100,502.6502333305817,7,Onøy og Lurøy,1,474736456,thr_tarsus,300,26409,131.03127923281863
500,pevmean_ga,-1,0.16659085343006846,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26710,54.772418512031436
1000,pevmean_ga,-1,0.11642514544850742,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26642,64.26065066130832
1500,pevmean_ga,-1,0.09338607315098903,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26592,74.58773753559217
2000,pevmean_ga,-1,0.0820272188001118,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26553,84.62769393296912
2500,pevmean_ga,-1,0.07414610429342645,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26532,93.78045809781179
3000,pevmean_ga,-1,0.06752653944305574,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26642,103.76473806193098
3500,pevmean_ga,-1,0.06296143017530476,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26554,113.88700569607317
4000,pevmean_ga,-1,0.05922432623058334,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26718,124.16845033504069
4500,pevmean_ga,-1,0.05610747799914967,100,502.6502333305817,7,Onøy og Lurøy,2,657790576,thr_tarsus,300,26565,128.48307038424537
500,pevmean_ga,-1,0.1611463484656109,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26393,54.02198287192732
1000,pevmean_ga,-1,0.11401479216444958,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26657,64.62850136915222
1500,pevmean_ga,-1,0.09398678830654632,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26647,75.0297452476807
2000,pevmean_ga,-1,0.08203797861910407,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26639,84.80168312974274
2500,pevmean_ga,-1,0.07372312136626676,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26683,93.96630122279748
3000,pevmean_ga,-1,0.0679264127302098,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26667,103.72024580696598
3500,pevmean_ga,-1,0.06262483843437218,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26731,114.66397135006264
4000,pevmean_ga,-1,0.05916322937079883,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26692,123.35690723499283
4500,pevmean_ga,-1,0.05608793506877506,100,502.6502333305817,7,Onøy og Lurøy,3,86106131,thr_tarsus,300,26416,125.21454645367339
500,pevmean_ga,-1,0.16711882990763605,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26548,54.80315199960023
1000,pevmean_ga,-1,0.11291829358061563,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26689,64.9332877555862
1500,pevmean_ga,-1,0.09555302355321905,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26639,74.91529309004545
2000,pevmean_ga,-1,0.08187312682619134,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26668,84.88644213369116
2500,pevmean_ga,-1,0.07420479602616484,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26695,93.10686216736212
3000,pevmean_ga,-1,0.06721139963230521,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26678,103.99024792900309
3500,pevmean_ga,-1,0.06298604249282752,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26690,113.66450876509771
4000,pevmean_ga,-1,0.05918780627688804,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26599,123.0152223459445
4500,pevmean_ga,-1,0.05609295672722526,100,502.6502333305817,7,Onøy og Lurøy,4,1471991796,thr_tarsus,300,26604,131.5337479650043
500,pevmean_ga,-1,0.05738852929810103,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26318,53.8601480089128
1000,pevmean_ga,-1,0.03371475512128597,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26420,64.12989153899252
1500,pevmean_ga,-1,0.024759496782715565,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26643,73.54026975063607
2000,pevmean_ga,-1,0.020705405193471905,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26586,83.5668827695772
2500,pevmean_ga,-1,0.017378184174142268,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26698,92.77776917396113
3000,pevmean_ga,-1,0.015408144826463214,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26634,102.84778240695596
3500,pevmean_ga,-1,0.014064087511402132,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26567,112.72107483679429
4000,pevmean_ga,-1,0.012881532507895744,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26554,121.90957553125918
4500,pevmean_ga,-1,0.012012652475566645,100,502.6502333305817,8,Lovund,0,1690148911,thr_tarsus,300,26601,124.99795283516869
500,pevmean_ga,-1,0.05851243063385259,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26510,53.893024310003966
1000,pevmean_ga,-1,0.03396714296202865,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26503,63.93673811806366
1500,pevmean_ga,-1,0.024819614374829255,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26569,73.7272999160923
2000,pevmean_ga,-1,0.020171818798927675,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26576,84.24316620407626
2500,pevmean_ga,-1,0.01742604067159648,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26594,93.14930133474991
3000,pevmean_ga,-1,0.015465006591739387,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26635,103.41253387229517
3500,pevmean_ga,-1,0.014088771711560047,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26616,113.89115521404892
4000,pevmean_ga,-1,0.012894269404642616,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26621,122.97516342345625
4500,pevmean_ga,-1,0.012027511804245591,100,502.6502333305817,8,Lovund,1,1276499927,thr_tarsus,300,26636,125.79648066870868
500,pevmean_ga,-1,0.05650671054200224,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26448,53.85602477891371
1000,pevmean_ga,-1,0.033823439734666616,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26608,64.09752293722704
1500,pevmean_ga,-1,0.02505747002461234,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26643,73.6437452211976
2000,pevmean_ga,-1,0.020118959813458227,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26512,83.60685533098876
2500,pevmean_ga,-1,0.017447781677150807,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26631,93.0795403602533
3000,pevmean_ga,-1,0.015563645684740323,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26580,103.73147890809923
3500,pevmean_ga,-1,0.013977750545036778,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26674,113.14641811000183
4000,pevmean_ga,-1,0.012811175936630247,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26451,121.8188969292678
4500,pevmean_ga,-1,0.012026947063210234,100,502.6502333305817,8,Lovund,2,454522896,thr_tarsus,300,26439,120.1311842626892
500,pevmean_ga,-1,0.05760711874149718,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26452,53.64869289519265
1000,pevmean_ga,-1,0.03323425714406517,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26499,64.12594206212088
1500,pevmean_ga,-1,0.025089560387049265,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26693,73.61823405884206
2000,pevmean_ga,-1,0.02028752641696378,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26658,84.16440205089748
2500,pevmean_ga,-1,0.017401514721135863,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26494,92.90521024074405
3000,pevmean_ga,-1,0.015220287873290128,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26643,103.56169907888398
3500,pevmean_ga,-1,0.014002373323996875,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26648,114.15568029694259
4000,pevmean_ga,-1,0.012881500290804234,100,502.6502333305817,8,Lovund,3,1603208544,thr_tarsus,300,26651,122.73056599823758
