target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,14,Southern 4,0.04126194721850284,8.490112596399762e-05,486,1,3
4,6,Indre Kvarøy,0.039686405852383026,0.00011147866812467142,356,2,1
4,11,Southern 1,0.03780392087059117,6.484377507820098e-05,583,3,5
4,5,Hestmannøy,0.025784630770742615,2.3918952477497786e-05,1078,4,6
4,15,Southern 5,0.014174317595524922,7.016988908675704e-05,202,5,4
4,1,Myken,0.009556935678202353,0.00010387973563263427,92,6,2
4,12,Southern 2,0.00837785453835027,2.1102908157053576e-05,397,7,7
4,8,Lovund,-0.0012046995232871274,-7.624680527133718e-06,158,8,8
4,2,Træna,-0.015317043402024952,-5.245562808912655e-05,292,9,9
4,9,Sleneset,-0.018708817179015715,-0.00011270371794587779,166,10,11
4,10,Aldra,-0.02263318691284918,-0.00013082767001646925,173,11,13
4,7,Onøy og Lurøy,-0.031747067854548,-0.00012257555156196137,259,12,12
4,0,Nesøy,-0.031803853219991574,-0.0002672592707562317,119,13,14
4,13,Southern 3,-0.05604472993490386,-9.596700331319154e-05,584,14,10
4,3,Selvær,-0.05780652172579179,-0.00029797176147315353,194,15,15
