n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5341,0.31876854303449437,1.4793694019317627,pevmean_ga,-2,16405.82136049806,6,Indre Kvarøy,0,2036077539,body_mass
5341,0.31876854303449437,1.4793694019317627,random_individual,-2,16405.82136049806,6,Indre Kvarøy,0,2036077539,body_mass
50,0.061289521987519885,1.5878324508666992,pevmean_ga,-1,18768.17020495606,6,Indre Kvarøy,0,2036077539,body_mass
100,0.014790221610721284,1.5974162817001343,pevmean_ga,-1,18662.753920676285,6,Indre Kvarøy,0,2036077539,body_mass
250,0.004655987081426252,1.601078987121582,pevmean_ga,-1,18443.92060742053,6,Indre Kvarøy,0,2036077539,body_mass
500,0.0581169891608849,1.5933668613433838,pevmean_ga,-1,18233.69942270328,6,Indre Kvarøy,0,2036077539,body_mass
2000,0.27729019960376683,1.5206867456436157,pevmean_ga,-1,17368.813126487774,6,Indre Kvarøy,0,2036077539,body_mass
3500,0.3095979062925006,1.488227367401123,pevmean_ga,-1,16847.164317445044,6,Indre Kvarøy,0,2036077539,body_mass
50,0.013152760764179618,1.5979359149932861,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
100,0.1297343165518416,1.5909794569015503,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
250,0.013789673499818841,1.594112753868103,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
500,0.0640643363205272,1.5863525867462158,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
2000,0.20876373355275354,1.5454046726226807,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
3500,0.28925019591165524,1.5078800916671753,random_individual,0,,6,Indre Kvarøy,0,2036077539,body_mass
50,0.1413710438474642,1.5922256708145142,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
100,0.04392125758441919,1.6220284700393677,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
250,0.09357445898297136,1.5837899446487427,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
500,0.17426130045885005,1.5711086988449097,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
2000,0.2240752785423827,1.5442588329315186,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
3500,0.30518492803625324,1.5047463178634644,random_individual,1,,6,Indre Kvarøy,0,2036077539,body_mass
50,0.05581346320928492,1.6093147993087769,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
100,0.15846934124664938,1.5983985662460327,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
250,0.07187621988054596,1.5943727493286133,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
500,0.15634759293994505,1.5795713663101196,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
2000,0.26405874885611785,1.521414041519165,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
3500,0.31116306933877186,1.496579647064209,random_individual,2,,6,Indre Kvarøy,0,2036077539,body_mass
50,0.09255381466749958,1.6179090738296509,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
100,0.11895383363998575,1.5910145044326782,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
250,0.08721522979694434,1.5888961553573608,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
500,0.09671547538265154,1.583318829536438,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
2000,0.26122386930368674,1.5312016010284424,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
3500,0.27115777360967463,1.5137956142425537,random_individual,3,,6,Indre Kvarøy,0,2036077539,body_mass
50,-0.04432599602393875,1.6263306140899658,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
100,0.16974616315134922,1.6184719800949097,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
250,0.12715891889937866,1.5851707458496094,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
500,0.05846195401879666,1.5939390659332275,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
2000,0.23969036545210967,1.5357102155685425,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
3500,0.2734445130961947,1.5204001665115356,random_individual,4,,6,Indre Kvarøy,0,2036077539,body_mass
