target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
1,Myken,0,14,4411,4411,8681240,3,Selvær,0.0063748374260673354,1,0.09685917453527178,300,163
1,Myken,0,14,683,683,8L89822,0,Nesøy,0.003909349116596857,2,0.09685917453527178,300,160
1,Myken,0,14,388,388,8L52619,3,Selvær,0.0029993228221440876,3,0.09685917453527178,300,155
1,Myken,0,14,3022,3022,8N72986,2,Træna,0.002841048007234964,4,0.09685917453527178,300,151
1,Myken,0,14,2326,2326,8N14758,2,Træna,0.00260423111162127,5,0.09685917453527178,300,171
1,Myken,0,14,4284,4284,8573989,3,Selvær,0.0025754196579487673,6,0.09685917453527178,300,153
1,Myken,0,14,740,740,8M31317,4,Gjerøy,0.002150756301145503,7,0.09685917453527178,300,156
1,Myken,0,14,4007,4007,8P14585,8,Lovund,0.002094706406607342,8,0.09685917453527178,300,155
1,Myken,0,14,3231,3231,8N73533,5,Hestmannøy,0.001981878421769593,9,0.09685917453527178,300,154
1,Myken,0,14,2561,2561,8N28142,8,Lovund,0.0019445618505840217,10,0.09685917453527178,300,154
1,Myken,0,14,5468,5468,8981026,5,Hestmannøy,0.0019133856314665805,11,0.09685917453527178,300,157
1,Myken,0,14,4912,4912,8800574,5,Hestmannøy,0.0018645049555606934,12,0.09685917453527178,300,161
1,Myken,0,14,2683,2683,8N28913,2,Træna,0.0017619087402479246,13,0.09685917453527178,300,168
1,Myken,0,14,5600,5600,8981962,2,Træna,0.0017512648764581474,14,0.09685917453527178,300,148
1,Myken,0,14,2826,2826,8N42952,4,Gjerøy,0.001737203471578487,15,0.09685917453527178,300,151
1,Myken,0,14,4742,4742,8747741,6,Indre Kvarøy,0.0016399632196560775,16,0.09685917453527178,300,156
1,Myken,0,14,4274,4274,8573682,4,Gjerøy,0.0016321282882509867,17,0.09685917453527178,300,159
1,Myken,0,14,285,285,8L52204,8,Lovund,0.0016273057064590353,18,0.09685917453527178,300,160
1,Myken,0,14,4297,4297,8651512,3,Selvær,0.0015761963728587818,19,0.09685917453527178,300,151
1,Myken,0,14,499,499,8M71158,13,Vikna,0.0015537571385383813,20,0.09685917453527178,300,161
1,Myken,0,14,4619,4619,8747114,6,Indre Kvarøy,0.001508044652237705,21,0.09685917453527178,300,163
1,Myken,0,14,425,425,8L57859,2,Træna,0.0014964342989015323,22,0.09685917453527178,300,155
1,Myken,0,14,4484,4484,8730486,5,Hestmannøy,0.001460419093643463,23,0.09685917453527178,300,144
1,Myken,0,14,4359,4359,8681017,4,Gjerøy,0.001455041366403095,24,0.09685917453527178,300,167
1,Myken,0,14,4501,4501,8730552,3,Selvær,0.0014101230825150314,25,0.09685917453527178,300,156
1,Myken,0,14,2599,2599,8N28470,2,Træna,0.0014017302448482364,26,0.09685917453527178,300,166
1,Myken,0,14,1546,1546,8N05682,14,Lauvøya,0.0013962855047024846,27,0.09685917453527178,300,151
1,Myken,0,14,753,753,8M31370,5,Hestmannøy,0.00138052355734569,28,0.09685917453527178,300,170
1,Myken,0,14,4702,4702,8747590,2,Træna,0.0013786111491957984,29,0.09685917453527178,300,156
1,Myken,0,14,489,489,8L64399,2,Træna,0.0013464489114347394,30,0.09685917453527178,300,149
1,Myken,0,14,2567,2567,8N28218,2,Træna,0.001332321800192029,31,0.09685917453527178,300,156
1,Myken,0,14,5118,5118,8917830,2,Træna,0.001321655300050418,32,0.09685917453527178,300,146
1,Myken,0,14,1199,1199,8M72916,6,Indre Kvarøy,0.0013186643104855908,33,0.09685917453527178,300,148
1,Myken,0,14,1902,1902,8N13490,8,Lovund,0.0012897355470160863,34,0.09685917453527178,300,157
1,Myken,0,14,180,180,8L30917,2,Træna,0.0012834352821469502,35,0.09685917453527178,300,159
1,Myken,0,14,2447,2447,8N27307,5,Hestmannøy,0.001268344404093727,36,0.09685917453527178,300,158
1,Myken,0,14,3495,3495,8N87267,8,Lovund,0.001258880660284013,37,0.09685917453527178,300,157
1,Myken,0,14,370,370,8L52527,0,Nesøy,0.0012463224578428364,38,0.09685917453527178,300,154
