n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,166,0.17048860356407655,1.2309672832489014,shapley_mean,-1,1,166,0,Nesøy,2,250375888,10,0.05
13,2,324,0.16338347466214312,1.2344473600387573,shapley_mean,-1,2,324,0,Nesøy,2,250375888,10,0.05
12,3,882,0.2844125857298217,1.2084320783615112,shapley_mean,-1,3,882,0,Nesøy,2,250375888,10,0.05
11,4,1466,0.24989877105198638,1.2090880870819092,shapley_mean,-1,4,1466,0,Nesøy,2,250375888,10,0.05
10,5,1822,0.2701219650038866,1.1945563554763794,shapley_mean,-1,5,1822,0,Nesøy,2,250375888,10,0.05
9,6,1995,0.2728187600876621,1.1916362047195435,shapley_mean,-1,6,1995,0,Nesøy,2,250375888,10,0.05
8,7,2287,0.2561642083219621,1.1977026462554932,shapley_mean,-1,7,2287,0,Nesøy,2,250375888,10,0.05
7,8,3365,0.1960041403878652,1.231201410293579,shapley_mean,-1,8,3365,0,Nesøy,2,250375888,10,0.05
6,9,3851,0.198380001813166,1.225830078125,shapley_mean,-1,9,3851,0,Nesøy,2,250375888,10,0.05
5,10,4248,0.20389145281568435,1.2296545505523682,shapley_mean,-1,10,4248,0,Nesøy,2,250375888,10,0.05
4,11,4340,0.2035651788385033,1.2301832437515259,shapley_mean,-1,11,4340,0,Nesøy,2,250375888,10,0.05
3,12,4542,0.20656696991979914,1.228385090827942,shapley_mean,-1,12,4542,0,Nesøy,2,250375888,10,0.05
2,13,4736,0.21224729932467024,1.2225980758666992,shapley_mean,-1,13,4736,0,Nesøy,2,250375888,10,0.05
1,14,5319,0.2147220875745293,1.215753436088562,shapley_mean,-1,14,5319,0,Nesøy,2,250375888,10,0.05
0,15,5578,0.183298595990942,1.2333523035049438,shapley_mean,-1,15,5578,0,Nesøy,2,250375888,10,0.05
14,1,166,-0.03879726800386154,1.2371407747268677,random_individual,0,1,166,0,Nesøy,2,250375888,10,0.05
13,2,324,0.11845280415661158,1.233565092086792,random_individual,0,2,324,0,Nesøy,2,250375888,10,0.05
12,3,882,0.10048430441409327,1.2345659732818604,random_individual,0,3,882,0,Nesøy,2,250375888,10,0.05
11,4,1466,0.03008346742275124,1.2552934885025024,random_individual,0,4,1466,0,Nesøy,2,250375888,10,0.05
10,5,1822,0.08119521848613143,1.2546539306640625,random_individual,0,5,1822,0,Nesøy,2,250375888,10,0.05
9,6,1995,0.06515818703410456,1.2664542198181152,random_individual,0,6,1995,0,Nesøy,2,250375888,10,0.05
8,7,2287,0.11082124636485484,1.2594242095947266,random_individual,0,7,2287,0,Nesøy,2,250375888,10,0.05
7,8,3365,0.17505483609913355,1.2669306993484497,random_individual,0,8,3365,0,Nesøy,2,250375888,10,0.05
6,9,3851,0.1888452109609262,1.2547287940979004,random_individual,0,9,3851,0,Nesøy,2,250375888,10,0.05
5,10,4248,0.18600505384495214,1.25249183177948,random_individual,0,10,4248,0,Nesøy,2,250375888,10,0.05
4,11,4340,0.18166232357169562,1.2524995803833008,random_individual,0,11,4340,0,Nesøy,2,250375888,10,0.05
3,12,4542,0.196900293783769,1.2436338663101196,random_individual,0,12,4542,0,Nesøy,2,250375888,10,0.05
2,13,4736,0.19896348821408222,1.2448137998580933,random_individual,0,13,4736,0,Nesøy,2,250375888,10,0.05
1,14,5319,0.1853947318418284,1.237057089805603,random_individual,0,14,5319,0,Nesøy,2,250375888,10,0.05
0,15,5578,0.183298595990942,1.2333523035049438,random_individual,0,15,5578,0,Nesøy,2,250375888,10,0.05
14,1,166,0.1257248036415856,1.2432564496994019,random_individual,1,1,166,0,Nesøy,2,250375888,10,0.05
13,2,324,-0.032198820668768516,1.238785982131958,random_individual,1,2,324,0,Nesøy,2,250375888,10,0.05
12,3,882,0.06557106170988586,1.2400784492492676,random_individual,1,3,882,0,Nesøy,2,250375888,10,0.05
11,4,1466,0.18303939633138458,1.2186070680618286,random_individual,1,4,1466,0,Nesøy,2,250375888,10,0.05
10,5,1822,0.21958712370997205,1.2149981260299683,random_individual,1,5,1822,0,Nesøy,2,250375888,10,0.05
9,6,1995,0.2383420352055943,1.208593487739563,random_individual,1,6,1995,0,Nesøy,2,250375888,10,0.05
8,7,2287,0.2193075097320742,1.2162352800369263,random_individual,1,7,2287,0,Nesøy,2,250375888,10,0.05
7,8,3365,0.10313868113732731,1.241188406944275,random_individual,1,8,3365,0,Nesøy,2,250375888,10,0.05
6,9,3851,0.15413759034781022,1.2332936525344849,random_individual,1,9,3851,0,Nesøy,2,250375888,10,0.05
5,10,4248,0.1644859022411493,1.2329622507095337,random_individual,1,10,4248,0,Nesøy,2,250375888,10,0.05
4,11,4340,0.1634466937098844,1.2328386306762695,random_individual,1,11,4340,0,Nesøy,2,250375888,10,0.05
3,12,4542,0.16442011409156315,1.2304130792617798,random_individual,1,12,4542,0,Nesøy,2,250375888,10,0.05
2,13,4736,0.1766695903557969,1.2257808446884155,random_individual,1,13,4736,0,Nesøy,2,250375888,10,0.05
1,14,5319,0.16931842391141053,1.2298038005828857,random_individual,1,14,5319,0,Nesøy,2,250375888,10,0.05
0,15,5578,0.183298595990942,1.2333523035049438,random_individual,1,15,5578,0,Nesøy,2,250375888,10,0.05
14,1,166,0.06954967395262172,1.2444400787353516,random_individual,2,1,166,0,Nesøy,2,250375888,10,0.05
13,2,324,-0.021730532445292886,1.2445889711380005,random_individual,2,2,324,0,Nesøy,2,250375888,10,0.05
