trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,500,0.1175638384060863,,1.4773093461990356,0.0083490735948766,0.0082151880123018,0.0042414795887256,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,1000,0.1169244752674054,,1.4660526514053345,0.0058574108839859,0.005857537235036,0.0029286422664678,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,1500,0.0884353469115682,,1.475682258605957,0.0042818761292077,0.0045963923906077,0.0019836799339038,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,2000,0.1152316979745924,,1.467264175415039,0.003051068156641,0.0036973072654548,0.0012024145239135,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,2500,0.1116977571301619,,1.4687331914901731,0.0019505428178009,0.0029272685673664,0.0004869085341177,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,3000,0.1258642630166173,,1.4632959365844729,0.0009442542049532,0.0022800247989809,-0.0001957581945372,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,3500,0.1083169433273531,,1.4703787565231323,-6.949950041240164e-05,0.001647633909882,-0.0008933164553534,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,4000,0.1098774999479266,,1.4716233015060425,-0.0011280574534243,0.001028259449163,-0.0016421871780059,1
body_mass,ridge,4,Gjerøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,4500,0.0931708335947464,,1.4753928184509275,-0.0022385978220085,0.0005237748206547,-0.0025004852323359,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,500,0.1641973653675355,,0.9733767509460448,0.0210996613355718,0.0142083007696167,0.0139955109507634,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,1000,0.1463748368124116,,0.977131485939026,0.0127949605702508,0.0068468800105721,0.0093715205649647,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,1500,0.1491118053771573,,0.980400562286377,0.0089114375007079,0.0042672939377789,0.0067777905318184,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,2000,0.1967355448177836,,0.9638736248016356,0.0064884954339196,0.0029078356612276,0.0050345776033058,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,2500,0.2040685428069713,,0.959455907344818,0.0047386129719749,0.0020417741065059,0.0037177259187219,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,3000,0.2171599262624171,,0.9526637196540833,0.003378840745916,0.0014576968365686,0.0026499923276317,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,3500,0.2031130233399204,,0.9554811716079712,0.002238003966893,0.001010479084134,0.0017327644248259,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,4000,0.1817721359141803,,0.9623687267303468,0.0012154693604969,0.0006332416738798,0.000898848523557,1
body_mass,ridge,9,Sleneset,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,,4500,0.1856835927093066,,0.9619646072387696,0.0002851783195497,0.0003469341602153,0.000111711239442,1
