target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,5,Hestmannøy,0.19149388423496,0.00017763811153521337,1078,1,2
4,11,Southern 1,0.09234242449742368,0.00015839180874343685,583,2,3
4,2,Træna,0.028773561173652828,9.853959306045488e-05,292,3,5
4,12,Southern 2,0.02274061384448059,5.728114318508965e-05,397,4,6
4,8,Lovund,0.01815127177058566,0.00011488146690244089,158,5,4
4,1,Myken,0.01777437051465383,0.00019319967950710685,92,6,1
4,6,Indre Kvarøy,0.002911495803341857,8.178358998151284e-06,356,7,7
4,15,Southern 5,-0.005362435339908781,-2.654670960350882e-05,202,8,8
4,9,Sleneset,-0.022422111127014782,-0.0001350729585964746,166,9,11
4,0,Nesøy,-0.025552833108544143,-0.0002147296899877659,119,10,13
4,13,Southern 3,-0.042463351236432995,-7.271121787060444e-05,584,11,9
4,10,Aldra,-0.04854880427653227,-0.0002806289264539438,173,12,15
4,3,Selvær,-0.048830322400222996,-0.00025170269278465465,194,13,14
4,14,Southern 4,-0.04952470670872595,-0.0001019026887010822,486,14,10
4,7,Onøy og Lurøy,-0.049641026232011505,-0.00019166419394599037,259,15,12
