n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,194,0.021184212930996846,1.098103404045105,shapley_mean,-1,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.09550524841503008,1.0930207967758179,shapley_mean,-1,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,-0.013021385895047756,1.1033238172531128,shapley_mean,-1,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,0.0304348730481183,1.1003553867340088,shapley_mean,-1,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,0.12459401771647068,1.083548665046692,shapley_mean,-1,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.15106571839999972,1.076542615890503,shapley_mean,-1,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.18242147008640133,1.068211555480957,shapley_mean,-1,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.181592078069789,1.0670723915100098,shapley_mean,-1,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.19245044586539417,1.0647287368774414,shapley_mean,-1,9,2688,9,Sleneset,2,758124901,10,0.05
5,10,3766,0.1925233021589966,1.057449460029602,shapley_mean,-1,10,3766,9,Sleneset,2,758124901,10,0.05
4,11,4350,0.19636284271766774,1.0578813552856445,shapley_mean,-1,11,4350,9,Sleneset,2,758124901,10,0.05
3,12,4908,0.14253476868784482,1.0700838565826416,shapley_mean,-1,12,4908,9,Sleneset,2,758124901,10,0.05
2,13,5081,0.1612613400413769,1.0657557249069214,shapley_mean,-1,13,5081,9,Sleneset,2,758124901,10,0.05
1,14,5373,0.13889369172418323,1.0711690187454224,shapley_mean,-1,14,5373,9,Sleneset,2,758124901,10,0.05
0,15,5531,0.19244647425779562,1.0498242378234863,shapley_mean,-1,15,5531,9,Sleneset,2,758124901,10,0.05
14,1,194,0.21815897843194584,1.0837345123291016,random_individual,0,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.2909597715493518,1.0721824169158936,random_individual,0,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,0.2612416198882465,1.0622541904449463,random_individual,0,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,0.20262879060202746,1.070685625076294,random_individual,0,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,0.1883462935382489,1.0677441358566284,random_individual,0,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.19610957058791623,1.0612397193908691,random_individual,0,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.1818677791637683,1.0640475749969482,random_individual,0,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.21701157989202569,1.0534803867340088,random_individual,0,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.20717033983031635,1.0563387870788574,random_individual,0,9,2688,9,Sleneset,2,758124901,10,0.05
5,10,3766,0.14448529189238055,1.0680657625198364,random_individual,0,10,3766,9,Sleneset,2,758124901,10,0.05
4,11,4350,0.18722210542044454,1.0527256727218628,random_individual,0,11,4350,9,Sleneset,2,758124901,10,0.05
3,12,4908,0.20533869721382145,1.049879789352417,random_individual,0,12,4908,9,Sleneset,2,758124901,10,0.05
2,13,5081,0.20755549495539707,1.0478031635284424,random_individual,0,13,5081,9,Sleneset,2,758124901,10,0.05
1,14,5373,0.2045928606777893,1.047118067741394,random_individual,0,14,5373,9,Sleneset,2,758124901,10,0.05
0,15,5531,0.19244647425779562,1.0498242378234863,random_individual,0,15,5531,9,Sleneset,2,758124901,10,0.05
14,1,194,0.09709263145891603,1.09134042263031,random_individual,1,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.08796789643947084,1.0947171449661255,random_individual,1,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,-0.03604506719855623,1.1078656911849976,random_individual,1,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,-0.06093080834278993,1.1106473207473755,random_individual,1,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,-0.02929482656541237,1.1077853441238403,random_individual,1,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.0211951339007731,1.1012639999389648,random_individual,1,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.03772876578377909,1.0987250804901123,random_individual,1,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.1676095972015424,1.0648378133773804,random_individual,1,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.19211471377791486,1.0552141666412354,random_individual,1,9,2688,9,Sleneset,2,758124901,10,0.05
5,10,3766,0.19692010320935224,1.0506032705307007,random_individual,1,10,3766,9,Sleneset,2,758124901,10,0.05
4,11,4350,0.22060478006564455,1.0374540090560913,random_individual,1,11,4350,9,Sleneset,2,758124901,10,0.05
3,12,4908,0.18592721683179272,1.05071222782135,random_individual,1,12,4908,9,Sleneset,2,758124901,10,0.05
2,13,5081,0.17446120987723124,1.0552726984024048,random_individual,1,13,5081,9,Sleneset,2,758124901,10,0.05
1,14,5373,0.18874020534063704,1.049940586090088,random_individual,1,14,5373,9,Sleneset,2,758124901,10,0.05
0,15,5531,0.19244647425779562,1.0498242378234863,random_individual,1,15,5531,9,Sleneset,2,758124901,10,0.05
14,1,194,0.12205600106582708,1.0963186025619507,random_individual,2,1,194,9,Sleneset,2,758124901,10,0.05
13,2,313,0.16107646394233502,1.0817302465438843,random_individual,2,2,313,9,Sleneset,2,758124901,10,0.05
12,3,710,0.12566141560307836,1.08214271068573,random_individual,2,3,710,9,Sleneset,2,758124901,10,0.05
11,4,969,0.12722102017321046,1.0868442058563232,random_individual,2,4,969,9,Sleneset,2,758124901,10,0.05
10,5,1325,0.1477731605417417,1.075613021850586,random_individual,2,5,1325,9,Sleneset,2,758124901,10,0.05
9,6,1811,0.13933862356716417,1.0775583982467651,random_individual,2,6,1811,9,Sleneset,2,758124901,10,0.05
8,7,1903,0.10242693629754179,1.0867218971252441,random_individual,2,7,1903,9,Sleneset,2,758124901,10,0.05
7,8,2486,0.08128247665545028,1.084235668182373,random_individual,2,8,2486,9,Sleneset,2,758124901,10,0.05
6,9,2688,0.09994338572255383,1.0801690816879272,random_individual,2,9,2688,9,Sleneset,2,758124901,10,0.05
