trait,target_island,method,n_individuals,pevmean_mean,pevmean_std,ga_elapsed_sum,n_rows
thr_wing,2,pevmean_ga,1500,0.04124932009405298,0.0001653918406079601,375.51361862407066,5
thr_wing,2,pevmean_ga,2000,0.03524318740003204,0.000586975638677834,428.4666371329222,5
thr_wing,2,pevmean_ga,2500,0.03101640274424062,0.00021031923251117892,475.2682383479551,5
thr_wing,2,pevmean_ga,3000,0.02793715919284136,0.00015673143733718607,527.6645243519451,5
thr_wing,2,pevmean_ga,3500,0.025709968710853504,2.153013460699529e-05,578.8745373347774,5
thr_wing,2,pevmean_ga,4000,0.02396293074330538,5.505434273681507e-05,629.3735299762338,5
thr_wing,2,pevmean_ga,4500,0.022672353839782278,1.5197867754768215e-05,665.4264746278059,5
thr_wing,3,pevmean_ga,500,0.07835677538550369,0.0015672031562512395,269.7273967056535,5
thr_wing,3,pevmean_ga,1000,0.049623611503995156,0.0004133909081440206,320.43571824091487,5
thr_wing,3,pevmean_ga,1500,0.03889550921264988,0.00039573209620761564,372.29287153016776,5
thr_wing,3,pevmean_ga,2000,0.0328541647883942,0.00015951876544850676,426.1488795490004,5
thr_wing,3,pevmean_ga,2500,0.028762482903469437,0.000126724941340521,472.0031211003661,5
thr_wing,3,pevmean_ga,3000,0.026106821299574777,0.0001122932303166194,524.9295470069628,5
thr_wing,3,pevmean_ga,3500,0.0240471936798103,9.793425414466111e-05,578.9963484278414,5
thr_wing,3,pevmean_ga,4000,0.0224926347490654,6.674822519008987e-05,636.5982527972665,5
thr_wing,3,pevmean_ga,4500,0.02129020727784968,3.536574539284714e-05,669.9051734616514,5
thr_wing,4,pevmean_ga,500,0.40505836007943385,0.006630758759051221,290.7615298719611,5
thr_wing,4,pevmean_ga,1000,0.28634818139878304,0.0036966756184831323,341.15623972099274,5
thr_wing,4,pevmean_ga,1500,0.23151509063850767,0.0013923775702142276,391.5554155081045,5
thr_wing,4,pevmean_ga,2000,0.19613726877333698,0.0009477290761352666,443.34989364701323,5
thr_wing,4,pevmean_ga,2500,0.1731576091281945,0.0010205920369691153,488.2521811039187,5
thr_wing,4,pevmean_ga,3000,0.1557972634203311,0.00030599084522879984,538.9291597802658,5
thr_wing,4,pevmean_ga,3500,0.14232635383164477,0.00035577396605626806,592.5901750228368,5
thr_wing,4,pevmean_ga,4000,0.1318933555912129,0.0002703510719068758,645.301196141867,5
thr_wing,4,pevmean_ga,4500,0.12375519614967086,9.823680736379175e-05,680.8741480251774,5
thr_wing,5,pevmean_ga,500,0.36605558264294763,0.0013589886145305523,313.2489690182265,5
thr_wing,5,pevmean_ga,1000,0.25057437158736484,0.002741402617480291,363.2628419843968,5
thr_wing,5,pevmean_ga,1500,0.20072567392349291,0.0010585278553659108,415.4892949901987,5
thr_wing,5,pevmean_ga,2000,0.16920609522589702,0.0006656402467932521,466.8614496169612,5
thr_wing,5,pevmean_ga,2500,0.14826835489614384,0.0010699293635170355,512.5170676938724,5
thr_wing,5,pevmean_ga,3000,0.13399674609791806,0.00011807547765520706,562.7654171120375,5
thr_wing,5,pevmean_ga,3500,0.12257532420931827,0.0002422335068943296,617.2947267037816,5
thr_wing,5,pevmean_ga,4000,0.11406545135598889,0.00016359994451144784,673.2146349740215,5
thr_wing,5,pevmean_ga,4500,0.10831593144726928,9.152963757945556e-06,676.2389878910035,5
thr_wing,6,pevmean_ga,500,0.14936265560286466,0.0027288426695413473,282.67683452693745,5
thr_wing,6,pevmean_ga,1000,0.10513957559397584,0.0013311913744790107,334.3048355013598,5
thr_wing,6,pevmean_ga,1500,0.08585894706816422,0.00035002424593432824,385.96240021893755,5
thr_wing,6,pevmean_ga,2000,0.07441581225309331,0.0004194916480516276,438.81123977690004,5
thr_wing,6,pevmean_ga,2500,0.06726257415311573,0.00020647057752930516,481.8219950480852,5
thr_wing,6,pevmean_ga,3000,0.06161465883529706,0.00021822342908821936,533.9041917133145,5
thr_wing,6,pevmean_ga,3500,0.0575646566417856,0.00013345176371995306,589.4838632410392,5
thr_wing,6,pevmean_ga,4000,0.05422261334885588,9.468956892287584e-05,641.0346350357868,5
thr_wing,6,pevmean_ga,4500,0.051640062377317594,3.2863320029729e-05,667.3067626743577,5
thr_wing,7,pevmean_ga,500,0.16277714972806426,0.0023455787404089933,278.78049271111377,5
thr_wing,7,pevmean_ga,1000,0.11685580195897649,0.000953904440067342,330.4261349858716,5
