trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_tarsus,6,full_train_pc_ridge,full_train,-1,-1,5085,5085,565,3250,100,3250,107097.74831514445,0.38706519882099255,0.5265749096870422,0.012858834117650986,0,0,0.0,0.9564434811472893
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6000514,500,5085,565,3250,100,3250,107097.74831514445,0.2642954060212021,0.5762080550193787,0.02768966369330883,300,26272,67.1484486979898,0.025592487072572112
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6001014,1000,5085,565,3250,100,3250,107097.74831514445,0.29366305540732124,0.5656412839889526,0.023412559181451797,300,26528,81.47162919002585,0.08349854801781476
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6001514,1500,5085,565,3250,100,3250,107097.74831514445,0.3125469806479944,0.5581585168838501,0.020737243816256523,300,26559,94.94211059808731,0.16223234287463129
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6002014,2000,5085,565,3250,100,3250,107097.74831514445,0.3222867776566917,0.5550699830055237,0.01864005997776985,300,26488,109.24513638811186,0.28322298219427466
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6002514,2500,5085,565,3250,100,3250,107097.74831514445,0.32533380532904393,0.5496774315834045,0.017194382846355438,300,26632,122.34584090998396,0.4520218961406499
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6003014,3000,5085,565,3250,100,3250,107097.74831514445,0.3929738537711759,0.5331103205680847,0.015821998938918114,300,26596,137.35650595999323,0.5782756991684437
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6003514,3500,5085,565,3250,100,3250,107097.74831514445,0.3625155806431703,0.5359885096549988,0.014827210456132889,300,26632,152.67621937114745,0.8762103910557926
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6004014,4000,5085,565,3250,100,3250,107097.74831514445,0.36420624490851883,0.5352910757064819,0.014009229838848114,300,26598,167.83887818292715,0.88265624595806
thr_tarsus,6,pevmean_ga_pc_ridge,pevmean_ga,0,6004514,4500,5085,565,3250,100,3250,107097.74831514445,0.37901343120327247,0.5303061008453369,0.013328881934285164,300,26556,176.049022086896,0.9897643148433417
