trait,method,selection_method,n_individuals,pearson_r_mean,pearson_r_std,mse_adj_mean,n_rows
thr_tarsus,full_train_pc_ridge,full_train,5085,0.3870651988209925,,0.5265749096870422,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,500,0.2642954060212021,,0.5762080550193787,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,1000,0.2936630554073212,,0.5656412839889526,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,1500,0.3125469806479944,,0.5581585168838501,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,2000,0.3222867776566917,,0.5550699830055237,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,2500,0.3253338053290439,,0.5496774315834045,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,3000,0.3929738537711759,,0.5331103205680847,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,3500,0.3625155806431703,,0.5359885096549988,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,4000,0.3642062449085188,,0.5352910757064819,1
thr_tarsus,pevmean_ga_pc_ridge,pevmean_ga,4500,0.3790134312032724,,0.5303061008453369,1
