target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,6,Indre Kvarøy,0.07781853113540188,0.0002229757339123263,349,1,2
5,7,Onøy og Lurøy,0.06993797057943618,0.0002731951975759226,256,2,1
5,14,Southern 4,0.041536878731439145,8.546682866551264e-05,486,3,3
5,11,Southern 1,0.029841568497120444,5.1362424263546374e-05,581,4,5
5,12,Southern 2,0.020295661563237852,5.112257320714824e-05,397,5,6
5,10,Aldra,0.014096510354827584,8.148271881403228e-05,173,6,4
5,2,Træna,0.010449190139966145,3.653562986002149e-05,286,7,8
5,3,Selvær,0.007861095289530416,4.115756696089223e-05,191,8,7
5,4,Gjerøy,0.002185587382535663,3.952237581438812e-06,553,9,9
5,15,Southern 5,0.00027174562572900246,1.3452753748960517e-06,202,10,10
5,9,Sleneset,-0.017488658574134838,-0.00010930411608834274,160,11,12
5,1,Myken,-0.024601036427523138,-0.00026740256986438195,92,12,14
5,0,Nesøy,-0.026745976677459194,-0.00022666081930050166,118,13,13
5,13,Southern 3,-0.0498325202813785,-8.547602106582933e-05,583,14,11
5,8,Lovund,-0.05179018051293626,-0.0003429813279002401,151,15,15
