target_island,target_island_name,model,removal_fraction,corr_eval_mean,corr_eval_std,mse_adj_mean,mse_adj_std,n_source_train_mean,n_runs
0,Nesøy,mlp,0.0,0.17550337314605713,0.04961272018268954,1.4133489727973938,0.026779854662731,5578.0,2
0,Nesøy,mlp,0.25,0.17522580921649933,0.02836267955855763,1.4297956824302673,0.009945560430509709,4184.0,2
0,Nesøy,mlp,0.5,0.2512705326080322,0.06964092366849065,1.318208932876587,0.07578863157968369,2789.0,2
0,Nesøy,mlp,0.75,0.15657302737236023,0.007637451492083363,1.384017288684845,0.009103129222473959,1394.0,2
0,Nesøy,ridge,0.0,0.1436188481748104,0.05915087337042476,2.1804341077804565,0.17551043537997557,5578.0,2
0,Nesøy,ridge,0.25,0.1240297183394432,0.028518443773941766,2.185436964035034,0.11914914074029742,4184.0,2
0,Nesøy,ridge,0.5,0.23403123021125793,0.006764316304907427,1.563997507095337,0.02531457732740126,2789.0,2
0,Nesøy,ridge,0.75,0.17413399368524551,0.00910760732512824,1.5910078287124634,0.07370809454979192,1394.0,2
