n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1500,0.11290747252409566,1.4706608057022095,pevmean_ga,-1,18065.52474600853,4,Gjerøy,2,1056172817,body_mass
2500,0.11967219108464344,1.467544674873352,pevmean_ga,-1,17694.604418840656,4,Gjerøy,2,1056172817,body_mass
3000,0.10285289545299728,1.4714295864105225,pevmean_ga,-1,17537.90504073901,4,Gjerøy,2,1056172817,body_mass
1500,-0.003233899208841482,1.4996049404144287,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
2500,0.02299857892717054,1.496507167816162,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
3000,0.02021740259113025,1.492872953414917,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
1500,0.029178606128789128,1.4924806356430054,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
2500,0.07558000315437118,1.483171820640564,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
3000,0.06943034542952585,1.4857436418533325,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
1500,0.11615863394494669,1.4709932804107666,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
2500,0.12604653457967757,1.4677139520645142,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
3000,0.1244512992202176,1.4688702821731567,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
1500,0.028974907364914055,1.4940211772918701,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
2500,0.04050237755851768,1.4895974397659302,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
3000,0.0458144750838442,1.4895105361938477,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
1500,0.13354304748352763,1.4710254669189453,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
2500,0.10230177495218734,1.4788838624954224,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
3000,0.08340700672176318,1.482175350189209,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
