ringnr,island,score,rank
8887370,5,-0.0031101908680284396,0
8L89399,6,-0.0017978456453420222,1
8981156,12,-0.00162764175911434,2
8747224,5,-0.0016252714158326853,3
8P11894,14,-0.0014217802163329907,4
8816954,4,-0.0014001659583300352,5
8981214,12,-0.0013294905293150805,6
8M72707,6,-0.0012988849011890125,7
8981657,2,-0.0012882740376198853,8
8887342,5,-0.001271041837753728,9
8N42716,4,-0.0012398674662108533,10
8668476,5,-0.0012068660726072267,11
8934059,5,-0.001149580792116467,12
8681028,5,-0.0010876330343307927,13
8N05682,15,-0.001082029782992322,14
8816949,4,-0.0010443647115607746,15
8681038,5,-0.0010324433787900489,16
8N73406,4,-0.0010308608325431123,17
8M71867,5,-0.001014313374980702,18
8L64587,12,-0.0010081757618536358,19
8M72580,11,-0.0009976709552574903,20
8N05846,5,-0.0009952855907613412,21
8794352,1,-0.0009901639423333108,22
8N87978,13,-0.0009821329731494188,23
8L89654,5,-0.0009533877164358273,24
8P11538,15,-0.0009324017046310473,25
8N13927,5,-0.0009272012121073203,26
8981962,2,-0.0009237677077180706,27
8N42715,4,-0.0009204040793520107,28
8L48314,5,-0.0009126705626840703,29
8M71865,5,-0.0008841017788654426,30
8N73409,4,-0.0008796603869996034,31
8939180,5,-0.0008720267069293186,32
8981604,10,-0.0008681326980877202,33
8934077,5,-0.0008642664979561232,34
8N05534,5,-0.0008478633317281492,35
8730486,5,-0.0008471043074678164,36
8747735,7,-0.0008441546269750688,37
8800102,10,-0.0008409156580455601,38
8N73573,6,-0.0008409034562646411,39
8800066,4,-0.0008407056448049843,40
8681396,7,-0.000832050820463337,41
8573608,7,-0.0008278336899820715,42
8981031,4,-0.0008244060882134363,43
8730417,4,-0.0008141320140566677,44
8681069,9,-0.0008106809636956314,45
8N05709,5,-0.0008102500214590691,46
8P11750,7,-0.000806655330961803,47
8N42989,14,-0.0007791596399329137,48
8N05726,5,-0.0007789267319822102,49
8L19960,10,-0.0007699403322476428,50
