ringnr,island,score,rank
8887370,5,-0.0033801228128140792,0
8747224,5,-0.0019114049355266616,1
8L89399,6,-0.001765971646818798,2
8981657,2,-0.0017123636935139075,3
8N42716,4,-0.0017096112787839957,4
8816949,4,-0.0016093129670480266,5
8M72707,6,-0.0015832506906008348,6
8L64587,12,-0.001441283617168665,7
8N42715,4,-0.0014134428711258806,8
8L89654,5,-0.001398092477757018,9
8816954,4,-0.0013578152502304874,10
8P11894,14,-0.0013149028745829128,11
8M71865,5,-0.001288889297939022,12
8887342,5,-0.0012833918881369755,13
8N14902,6,-0.0012787818996002898,14
8981156,12,-0.0012540897587314248,15
8794352,1,-0.0012430714778020047,16
8M71867,5,-0.0012264718970982358,17
8P11750,7,-0.001195084405480884,18
8668476,5,-0.0011870522212120704,19
8681028,5,-0.0011703965792548843,20
8N05299,13,-0.0011371041182428598,21
8P14856,14,-0.001116484563681297,22
8L48651,5,-0.0011050945468014106,23
8681038,5,-0.0011022277176380157,24
8M72580,11,-0.0010958734565065242,25
8934077,5,-0.0010915773818851449,26
8N13927,5,-0.001083542185369879,27
8P11538,15,-0.0010834145650733262,28
8N73406,4,-0.0010817338043125346,29
8N05682,15,-0.001065928088792134,30
8730486,5,-0.0010483197984285653,31
8N05726,5,-0.0010313667444279417,32
8N73409,4,-0.0010243206706945784,33
8681069,9,-0.0010160829551750794,34
8N05846,5,-0.001013280329061672,35
8N27902,1,-0.001011030311929062,36
8934059,5,-0.0010088865674333647,37
8N72678,11,-0.00100559424754465,38
8981031,4,-0.000997993971395772,39
8681371,5,-0.0009919611147779506,40
8M31789,11,-0.0009838805126491934,41
8N28784,14,-0.0009793093413463794,42
8730417,4,-0.0009710316880955361,43
8P14847,14,-0.0009708614088594913,44
8981214,12,-0.0009696628221718129,45
8N42729,5,-0.0009685102122602984,46
8747735,7,-0.0009647021288401447,47
8573608,7,-0.0009608823747839779,48
8747732,7,-0.0009562872510286979,49
8N05709,5,-0.0009509342271485366,50
8800077,5,-0.0009503746114205569,51
8P14992,14,-0.000950095389271155,52
8939184,1,-0.0009452860394958407,53
8681396,7,-0.0009352088673040271,54
8N27119,7,-0.0009343784404336475,55
8N87978,13,-0.0009326257204520516,56
8L19729,4,-0.0009259899379685521,57
8816486,5,-0.0009232447773683816,58
8N14968,7,-0.0009227373957401142,59
8N42989,14,-0.0009136006515291228,60
8N73678,13,-0.0008959320839494467,61
8N87526,11,-0.0008948139438871294,62
8M31764,11,-0.0008834721811581403,63
8N72664,5,-0.0008797785303613637,64
8800102,10,-0.0008726986088731792,65
8N42988,14,-0.0008618057072453666,66
8M31109,12,-0.0008608598218415864,67
8N73460,11,-0.0008589644676249009,68
8800171,10,-0.000849067928356817,69
8N05534,5,-0.0008473575217067264,70
8981962,2,-0.0008469279346172698,71
8M31504,4,-0.0008448074149782769,72
8L30396,2,-0.0008442960934189614,73
8M72666,5,-0.0008423282852163538,74
8M31824,12,-0.0008308339529321529,75
8N87515,11,-0.0008248631056630984,76
8800663,12,-0.000822876925667515,77
8732656,5,-0.0008200896336347796,78
8747758,5,-0.0008188754291040823,79
8L89371,5,-0.0008151316578732803,80
8N73954,12,-0.0008134337185765617,81
8N87836,14,-0.0008125269378069788,82
8L48314,5,-0.0008116033604892436,83
8800489,10,-0.0007947681078803726,84
8N05640,14,-0.0007870129229559097,85
8816418,4,-0.0007854966715967748,86
8N42679,5,-0.0007831370348867495,87
8L89655,5,-0.0007813965203240514,88
8N73533,5,-0.0007802152795193251,89
8681454,5,-0.0007796344398229849,90
8N06853,11,-0.0007785850975778885,91
8732273,1,-0.0007751237499178387,92
8943009,5,-0.0007718377637502272,93
8M71492,13,-0.000768618057918502,94
8800066,4,-0.000762550909712445,95
8N27194,14,-0.0007614120731886942,96
8M31634,4,-0.0007592640322400257,97
8N14181,6,-0.0007552071874670219,98
8981604,10,-0.0007518804447954608,99
8N06359,5,-0.0007486592512577772,100
8934888,7,-0.0007486466711270623,101
8939180,5,-0.0007440667686751112,102
8800427,5,-0.0007439959153998643,103
8M72996,10,-0.0007430051300616469,104
8N14531,11,-0.0007331144224735908,105
8943897,5,-0.000732544096536003,106
8P11559,14,-0.0007318480384128634,107
8L19960,10,-0.0007306172046810389,108
8L89547,12,-0.0007237852441903669,109
8L26597,6,-0.000720101472325041,110
8N06293,2,-0.0007135773321351735,111
8M72708,6,-0.0007125410775188357,112
8N73052,5,-0.0007106720877345651,113
8M72013,3,-0.0007075121720845345,114
8651998,5,-0.0007039924366836203,115
8981399,12,-0.0007028234067547601,116
8N05114,14,-0.0007018761825747788,117
8N73526,4,-0.0007007508138485719,118
8L19921,5,-0.0007004656035860535,119
8N73220,12,-0.0006957418809179217,120
8M31164,2,-0.0006950289789529052,121
8P14861,14,-0.000691853176249424,122
8L89614,4,-0.000690809974912554,123
8L19988,4,-0.000685803566739196,124
8N73696,13,-0.0006767547201889101,125
8L30829,3,-0.000676163166644983,126
8934058,5,-0.0006751576547685545,127
8747234,10,-0.0006732549372827634,128
8M71344,12,-0.0006725854145770427,129
8P26701,7,-0.0006702624486933928,130
8934883,3,-0.0006668375899607781,131
8N14109,6,-0.0006641235522693023,132
8857252,4,-0.0006628766896028537,133
8887315,6,-0.0006596384507986386,134
8981220,11,-0.0006584423390449956,135
8747529,6,-0.0006582146179425763,136
8N13423,9,-0.0006560759975400288,137
8N42706,4,-0.0006548285709868651,138
8L64598,12,-0.0006547432021761779,139
8L48415,7,-0.0006512761137855705,140
8943805,1,-0.0006510007824545028,141
8N05695,15,-0.000647607863356825,142
8L52419,4,-0.0006455045677284943,143
8N27907,6,-0.0006450336368288845,144
8N87553,11,-0.0006437120282498654,145
8N05442,6,-0.0006420021745725535,146
8N06481,12,-0.0006403240295185242,147
8L89276,5,-0.0006336048754747026,148
8N14143,6,-0.0006323764137050603,149
8N73923,11,-0.0006317102488537785,150
8N05644,14,-0.0006315909977274714,151
8M31304,4,-0.000631321789114736,152
8N42273,5,-0.0006295110179053154,153
8L57758,2,-0.0006290004566835705,154
8N28402,2,-0.000628487021458568,155
8P14063,5,-0.0006245333970582578,156
8N06944,4,-0.0006244049127417384,157
8L64915,4,-0.0006216615583980456,158
8N87592,11,-0.0006216497022251133,159
8N06311,5,-0.0006197628372319741,160
8M72420,13,-0.0006194423804117832,161
8730454,5,-0.0006192490091052605,162
8M31874,5,-0.0006161859673738945,163
8816959,4,-0.0006154184593469836,164
8732595,7,-0.000614640855928883,165
8939095,10,-0.0006143672981124837,166
8N73234,12,-0.0006131418012955692,167
8N28864,4,-0.000612680551057565,168
8N14808,5,-0.0006040218468115199,169
8934884,2,-0.0006038952124072239,170
8L64060,14,-0.0006034075886418577,171
8P14333,14,-0.0006022287670930382,172
8N28218,2,-0.0005989376149955206,173
8P11532,15,-0.0005977758519293275,174
8N27412,5,-0.0005967533252260182,175
8N72986,2,-0.0005967061515548266,176
8N06532,4,-0.0005944236036157236,177
8P14126,7,-0.000593765260418877,178
8800330,7,-0.0005932942985964473,179
8N14443,4,-0.0005910544387006667,180
8N05840,10,-0.0005905161306145601,181
8M31908,12,-0.0005899911302549299,182
8939745,5,-0.0005897187620576005,183
8P14196,5,-0.0005895240938116331,184
8N13426,2,-0.0005884907041036058,185
8N14176,6,-0.0005873898189747706,186
8N28091,2,-0.0005864778577233665,187
8981050,12,-0.0005853572110936511,188
8L26578,6,-0.0005821651611768175,189
8309175,4,-0.000581997988774674,190
8M71480,13,-0.0005819811540277442,191
8N28898,14,-0.0005815088952658698,192
8N87952,13,-0.0005804521279060282,193
8M71304,6,-0.0005797549019916914,194
8P11526,15,-0.0005775809222541284,195
8N05223,12,-0.0005760090152762132,196
8N73573,6,-0.0005730748034693534,197
8L52335,12,-0.0005723507238144521,198
8N73680,13,-0.0005719212676922325,199
8P14859,14,-0.000571850443520816,200
8N05175,13,-0.0005710374607588165,201
8N72917,13,-0.0005706566371372901,202
8L64981,4,-0.0005701168811356183,203
8N05618,14,-0.0005700058500224259,204
8N28224,8,-0.0005668170197168365,205
8681385,3,-0.0005649932845699368,206
8L30164,12,-0.0005613877110590693,207
8N42858,5,-0.0005612241438939236,208
8N13642,14,-0.0005597084418695886,209
8943880,5,-0.0005574314127443358,210
8981920,6,-0.0005547633008973207,211
8730927,3,-0.0005515267257578671,212
8N73432,11,-0.0005490484145411756,213
8981047,12,-0.0005489907343871891,214
8M72530,11,-0.0005485461369971745,215
8N42276,5,-0.0005470163596328348,216
8M31543,6,-0.0005466888160299277,217
8816496,1,-0.0005438755433715414,218
8168642,5,-0.0005437615582195576,219
8L48318,5,-0.0005434027225419413,220
8800151,9,-0.0005413234139268752,221
8N87608,15,-0.0005412457958300365,222
8N73454,11,-0.0005408478100434877,223
8P26746,7,-0.0005406394575402373,224
8N72616,5,-0.0005400484515121207,225
8N42990,14,-0.0005399218207458034,226
8N42647,7,-0.0005388941317505669,227
8N27864,6,-0.0005379589019867126,228
8L89722,4,-0.0005378844725782983,229
8N28041,6,-0.0005371871884563006,230
8887243,1,-0.0005370599119487451,231
8N05655,14,-0.0005364280405046884,232
8118433,4,-0.0005344985474948771,233
8800352,5,-0.0005343566808733158,234
8N27091,14,-0.0005333767585398164,235
8681175,4,-0.0005327254730218556,236
8P26688,7,-0.0005326092141331173,237
8N13697,13,-0.0005319119995874644,238
8N73493,12,-0.0005312988105288241,239
8L64754,13,-0.0005311363238433842,240
8N13700,13,-0.0005299914009810891,241
8N27908,4,-0.000529265893419506,242
8M31445,5,-0.0005282231941237114,243
8N05063,4,-0.0005279167926346418,244
8N73306,15,-0.0005259914869384374,245
8L52905,7,-0.000525674407981569,246
8934227,10,-0.0005256290969555266,247
8732286,8,-0.0005245266074780375,248
8N72045,2,-0.0005237110817688517,249
8N87892,13,-0.0005234960481175222,250
8N06474,12,-0.000522301113960566,251
8M71106,13,-0.0005216872687014984,252
8M71162,13,-0.0005215336568653584,253
8P14585,8,-0.0005206641944823787,254
8M31781,11,-0.0005195941957936157,255
8N87960,13,-0.0005194819932512473,256
8N13132,14,-0.0005191803138586693,257
8N28470,2,-0.00051819044892909,258
8N27906,6,-0.0005176670983928489,259
8800170,10,-0.0005170786535018124,260
8N42545,7,-0.0005170285367057659,261
8857215,10,-0.0005169198229850736,262
8939119,10,-0.0005168310253793607,263
8N28792,15,-0.000515436302521266,264
8800022,5,-0.0005154336431587581,265
8747548,10,-0.0005148735035618301,266
8981199,11,-0.000514792791364016,267
8981007,5,-0.0005136119216331281,268
8N73989,12,-0.0005131102807354182,269
8939897,5,-0.0005122333095641807,270
8L57859,2,-0.0005120019686728483,271
8L48691,10,-0.0005114960040373262,272
8934343,10,-0.0005106443859403953,273
8939118,10,-0.0005076783909316873,274
8939034,5,-0.0005071548603154952,275
8N87052,5,-0.000506291809870163,276
8N06527,5,-0.0005051551379438024,277
8N06900,11,-0.0005040573014412075,278
8N14293,15,-0.0005038340204919223,279
8939768,5,-0.0005033487432228867,280
8N14539,11,-0.0005022844161430839,281
8N42985,14,-0.0005017261501052417,282
8N14004,6,-0.0005016379182052333,283
8N72354,6,-0.0005016115901526064,284
8L52204,8,-0.000500482436564198,285
8L64399,2,-0.0004994436603737995,286
8681076,5,-0.0004987833845007117,287
8118435,4,-0.0004963115534337703,288
8M31995,1,-0.0004960743317496963,289
8M72565,11,-0.0004959742072969675,290
8N14515,11,-0.0004950067450408824,291
8N87835,14,-0.0004943267194903456,292
8L52375,11,-0.0004925237954012118,293
8794309,2,-0.0004919631282973569,294
8N72578,4,-0.000491397539008176,295
8L89518,5,-0.0004892708811894408,296
8681041,5,-0.0004883449400949758,297
8N72519,4,-0.00048765378596726805,298
8L30695,12,-0.00048735314339865,299
8N42510,5,-0.00048722190877015237,300
8816948,4,-0.0004867127317993436,301
8732235,2,-0.00048656034778105095,302
8L52978,5,-0.00048607557619106956,303
8N06477,12,-0.00048540977149968967,304
8N73459,11,-0.0004850021723541431,305
8N05101,14,-0.00048402818356407806,306
8N73442,11,-0.0004826803597097751,307
8800967,12,-0.000482336417917395,308
8681356,5,-0.00048207137115241494,309
8939353,5,-0.0004801020768354647,310
8N27142,7,-0.0004800800124939997,311
8N27932,5,-0.00048006362521846313,312
8M31828,12,-0.0004791044339071959,313
8981090,11,-0.0004779405044246232,314
8943129,4,-0.00047650573287683073,315
8N14527,11,-0.0004762615863000974,316
8866710,6,-0.0004758995673910249,317
8939582,10,-0.0004744806228700327,318
8651511,3,-0.0004737238668894861,319
8M31290,5,-0.0004734193098556716,320
8N05423,4,-0.0004724705795524642,321
8N28767,4,-0.00047182142589008436,322
8L52695,9,-0.0004717721112683648,323
8N28690,6,-0.00047164217903628014,324
8981956,3,-0.00047008274850668386,325
8N27624,14,-0.00046952424600021914,326
8L89793,5,-0.0004691772519436199,327
8939086,5,-0.00046883848699508235,328
8N06290,2,-0.00046831135841785,329
8M71292,6,-0.00046779998774582054,330
8N05256,13,-0.00046779090916970745,331
8N14977,7,-0.00046685079723829404,332
8M72218,8,-0.0004658287889469648,333
8M72955,4,-0.0004658241214201553,334
8P14982,14,-0.0004655356224247953,335
8N73444,11,-0.00046253716573119164,336
8N72663,5,-0.0004580053991958266,337
8934066,5,-0.00045762879017274827,338
8887360,10,-0.00045472956844605505,339
8L57990,13,-0.0004541479102044832,340
8651899,5,-0.000453337899671169,341
8N42987,14,-0.0004513334970397409,342
8309141,5,-0.0004510939264719127,343
8732641,5,-0.0004500212617131183,344
8934071,5,-0.00044979094946029363,345
8M31297,6,-0.0004492465577641269,346
8800063,4,-0.0004482905460463371,347
8N72913,13,-0.00044810829786001705,348
8981801,5,-0.0004477333204704337,349
8N73568,6,-0.00044769617488782387,350
8N87890,13,-0.00044737764619640075,351
8M31338,5,-0.00044677786900138017,352
8N73651,13,-0.00044506262020149734,353
8800339,7,-0.000444795899966266,354
8800163,7,-0.0004436196104506962,355
8N05464,5,-0.0004432625619301689,356
8887451,5,-0.0004420360655785771,357
8L64182,7,-0.00044180262921145186,358
8800090,6,-0.0004417533145897323,359
8747518,5,-0.00044136868382338434,360
8N28510,2,-0.0004412634007167071,361
8N13373,2,-0.0004399469180498272,362
8N06554,4,-0.00043844176980201155,363
8N13149,14,-0.00043783270302810706,364
8N87957,13,-0.00043589430424617603,365
8M31653,11,-0.0004358804872026667,366
8N13360,1,-0.0004345541074144421,367
8747102,5,-0.00043375853420002386,368
8L19919,5,-0.00043364922021282837,369
8800196,6,-0.00043230492155998945,370
8L48695,6,-0.0004302609449950978,371
8P14988,14,-0.00042926171954604797,372
8L52920,6,-0.0004278937994968146,373
8N05675,15,-0.0004260184668964939,374
8N05255,13,-0.0004253576807968784,375
8N05128,14,-0.00042477042279642774,376
8N06478,12,-0.0004240100311108108,377
8N06979,4,-0.00042379271508252714,378
8N05122,12,-0.0004229893529554829,379
8730503,5,-0.00042277001557522453,380
8N13699,13,-0.00042249732450727606,381
8M31507,4,-0.00042109156493097544,382
8816930,4,-0.0004206858302495675,383
8747373,5,-0.00042054600271512754,384
8N87271,8,-0.00042042791392304935,385
8943485,5,-0.00041895778304024134,386
8N14976,7,-0.0004189282644802006,387
8816956,4,-0.0004188548664387781,388
8N14543,11,-0.00041818220779532567,389
8N14673,13,-0.0004163256044193986,390
8N13618,14,-0.00041565623541828245,391
8P11635,2,-0.0004120682060602121,392
8M71324,11,-0.0004109723122383002,393
8N27830,6,-0.0004109062720090151,394
8N05141,12,-0.00041045620309887454,395
8800533,10,-0.00041023910853255074,396
8P11564,14,-0.00040956078737508506,397
8747121,8,-0.0004095356198376976,398
8857230,5,-0.0004091326190973632,399
8L64298,9,-0.00040835308914211055,400
8N27879,5,-0.00040700065073906444,401
8L52588,7,-0.00040699577948544174,402
8M72987,4,-0.0004068930484208977,403
8L89748,4,-0.00040686969623493496,404
8939615,6,-0.0004056419793414534,405
8N14541,11,-0.0004049787876283517,406
8L30444,4,-0.0004042306791234296,407
8N73450,11,-0.00040403594175586477,408
8N14166,5,-0.00040261223148263525,409
8309155,6,-0.00040129252010956407,410
8P11568,14,-0.00040128301225195173,411
8N05610,14,-0.00040095326585287694,412
8P14826,4,-0.0004003695630672155,413
8L30487,12,-0.00039965211180970073,414
8N73311,15,-0.0003994496637460543,415
8N13086,14,-0.00039933232073963154,416
8N87815,14,-0.0003990916611655848,417
8N87937,13,-0.00039704793925920967,418
8N05649,11,-0.00039703346556052566,419
8981002,5,-0.00039702028880128637,420
8730493,4,-0.00039688971992291044,421
8L64873,14,-0.0003964071756854537,422
8N05717,6,-0.00039565603219671175,423
8M71348,12,-0.00039534055395051837,424
8N05460,5,-0.0003951520448026713,425
8L64127,12,-0.0003950955770051223,426
8N72719,4,-0.0003949590573029127,427
8M71489,13,-0.000392370395729813,428
8L52493,13,-0.00039175268830149435,429
8651907,2,-0.00039111833029892296,430
8747742,9,-0.00039051803287293296,431
8N73247,14,-0.0003889388499374036,432
8N73222,12,-0.00038870928165124496,433
8N14972,7,-0.0003880697495333152,434
8L30641,11,-0.000387809457606636,435
8N06930,4,-0.0003877139961332432,436
8N05275,13,-0.0003876381824738928,437
8N05698,15,-0.00038759567178203724,438
8887429,8,-0.0003867700033879373,439
8N73530,4,-0.00038620305167569313,440
8681268,5,-0.00038611662057519425,441
8N13216,9,-0.0003860580709442729,442
8981120,12,-0.00038605480767728295,443
8N42986,14,-0.00038585792935919017,444
8N87284,3,-0.0003852349618682638,445
8P14994,14,-0.00038454979767266195,446
8L48661,5,-0.0003835827774310019,447
8N42463,14,-0.00038272448546194937,448
8118425,6,-0.0003826241591013968,449
8M31953,4,-0.00038229084566410165,450
8N72746,5,-0.00038216783013922395,451
8981822,5,-0.00038173106986505445,452
8651783,3,-0.0003794669028138742,453
8M72444,13,-0.00037945097574265674,454
8N87810,14,-0.0003792283750954084,455
8N87267,8,-0.00037901369796600193,456
8N05305,13,-0.0003780612510126957,457
8N87603,15,-0.0003774077085836325,458
8732659,5,-0.000376568208594108,459
8N72043,2,-0.00037649005753337406,460
8N42664,4,-0.0003763758249988314,461
8N73679,13,-0.00037585058407785255,462
8816942,4,-0.00037584677102131536,463
8N28285,2,-0.00037516345037147403,464
8L89372,5,-0.0003735965728992596,465
8943023,5,-0.00037306455794805515,466
