ringnr,island,score,rank
8887370,5,-0.003654055646620691,0
8L89399,6,-0.0019183067706762813,1
8981657,2,-0.0017610024515306577,2
8N42716,4,-0.0016533112138858996,3
8747224,5,-0.0016261992113868473,4
8M72707,6,-0.0014855960325803608,5
8816949,4,-0.0013799867811030708,6
8L89654,5,-0.0013522948829631787,7
8816954,4,-0.0013000778562854975,8
8887342,5,-0.0012528689185273834,9
8L64587,12,-0.0012321030590101145,10
8981214,12,-0.0011933949863305315,11
8P11894,14,-0.0011826550944533665,12
8981156,12,-0.0011800018996837025,13
8N42715,4,-0.0011466509895399213,14
8681038,5,-0.0011348058396833949,15
8N14902,6,-0.0011305744919809513,16
8N13927,5,-0.0011029035522369668,17
8M72580,11,-0.001087319826183375,18
8668476,5,-0.0010689719929359853,19
8M71865,5,-0.0010678850812837481,20
8943897,5,-0.0010463998332852498,21
8N73406,4,-0.001040801635099342,22
8P11750,7,-0.0010390277166152373,23
8573608,7,-0.0010360718224546872,24
8981031,4,-0.0010279459766024956,25
8794352,1,-0.0010184742995988927,26
8P14856,14,-0.0010085684807563666,27
8681028,5,-0.0009939667434082367,28
8N42988,14,-0.0009830310045799706,29
8N73409,4,-0.000965209590503946,30
8934077,5,-0.0009489836538705276,31
8N42729,5,-0.0009297672477259766,32
8N87978,13,-0.0009230622817995027,33
8800077,5,-0.0009214571873599198,34
8N05682,15,-0.0009093474509427324,35
8N27902,1,-0.0009071442927961471,36
8N05299,13,-0.0009040083859872539,37
8939184,1,-0.0008793881038400286,38
8800171,10,-0.0008751386449148413,39
8N42989,14,-0.0008618170249974355,40
8M71867,5,-0.000860549378558062,41
8P11538,15,-0.000860372165334411,42
8M72666,5,-0.0008572787046432495,43
8981962,2,-0.0008570912723371293,44
8681069,9,-0.0008554313208151143,45
8N42706,4,-0.0008523688593413681,46
8L48651,5,-0.0008487450359098148,47
8N05534,5,-0.0008452527927147457,48
8N28784,14,-0.0008354350611625705,49
8N05846,5,-0.0008204926216421882,50
8730417,4,-0.0008142388129499523,51
8800102,10,-0.0008103978298095171,52
8934059,5,-0.0008016258270799881,53
8747732,7,-0.0007965726093743797,54
8N05709,5,-0.0007924627971078735,55
8681371,5,-0.0007917180737422314,56
8681396,7,-0.0007914352772786515,57
8L48314,5,-0.0007859589240979403,58
8N73460,11,-0.0007835204705770593,59
8N73954,12,-0.0007821637955203187,60
8N73533,5,-0.0007757788662274834,61
8N05726,5,-0.000765236316510709,62
8M71492,13,-0.0007615413087478373,63
8L19729,4,-0.0007576316602353472,64
8N73573,6,-0.0007575028503197245,65
8816418,4,-0.0007567456341348588,66
8N27119,7,-0.000756548237404786,67
8981604,10,-0.0007520255846316104,68
8N14531,11,-0.0007512355114158709,69
8N73526,4,-0.0007410723083012272,70
8800066,4,-0.000739684299333021,71
8747758,5,-0.0007386176985164639,72
8981399,12,-0.0007350959385803435,73
8P14847,14,-0.000735078593606886,74
8M31504,4,-0.0007345302255998831,75
8N72678,11,-0.0007265830727192224,76
8N28864,4,-0.0007182194003689801,77
8816486,5,-0.0007182050903793424,78
8M31164,2,-0.0007135855594242457,79
8M31109,12,-0.0007126296513888519,80
8N87608,15,-0.0007048843799566384,81
8N42679,5,-0.0007013851281953976,82
8943009,5,-0.0007005518382356968,83
8N14968,7,-0.0006971155380597338,84
8939180,5,-0.0006958708927413682,85
8L26597,6,-0.0006956604274819256,86
8747529,6,-0.0006900435182615183,87
8P11559,14,-0.0006892545352457091,88
8N13423,9,-0.0006864366878289729,89
8M72420,13,-0.0006835835738456808,90
8N05644,14,-0.0006829269441368524,91
8800489,10,-0.000681401258589176,92
8M31764,11,-0.0006800941773690283,93
8P14333,14,-0.0006782686687074602,94
8N05640,14,-0.0006767028717149515,95
8747735,7,-0.0006737557378073689,96
8730486,5,-0.0006704975057800766,97
8L19921,5,-0.0006684992513328325,98
8934058,5,-0.0006662844862148631,99
8L19960,10,-0.0006639329799327243,100
8N27194,14,-0.0006638164977630368,101
8P14992,14,-0.0006621108441322576,102
8L89371,5,-0.0006597495139430976,103
8N14181,6,-0.0006553262646775693,104
8N73696,13,-0.000647202015898074,105
8P14861,14,-0.0006459731230279431,106
8L48415,7,-0.0006457350755226798,107
8N06311,5,-0.0006419402834580978,108
8N05695,15,-0.0006351295814965852,109
8M31824,12,-0.000634086176432902,110
8800427,5,-0.0006333264282147866,111
8N06853,11,-0.0006327222927211551,112
8M71304,6,-0.0006305356891971314,113
8L57758,2,-0.0006289636585279368,114
8943805,1,-0.0006266299460548908,115
8N42858,5,-0.0006235647233552299,116
8M31304,4,-0.0006231064289750066,117
8981007,5,-0.0006226597397471778,118
8N06944,4,-0.0006220076320460066,119
8N06293,2,-0.000618316582404077,120
8N05223,12,-0.0006168862382764928,121
8934888,7,-0.0006167712090245914,122
8M31789,11,-0.0006126398966443958,123
8N87515,11,-0.0006122341746959137,124
8168642,5,-0.0006110938520578202,125
8N27908,4,-0.0006103636660554912,126
8816496,1,-0.0006082494292058982,127
8L89384,5,-0.0006055537096472108,128
8N27412,5,-0.0006020420478307642,129
8N28041,6,-0.0006005486175126862,130
8N06481,12,-0.0005997721909807296,131
8L30396,2,-0.000599108749156585,132
8N72664,5,-0.0005988605134916725,133
8L89614,4,-0.0005969279463897692,134
8N28218,2,-0.0005956747754680691,135
8L52204,8,-0.0005931058294663671,136
8800330,7,-0.0005908189923502505,137
8N14808,5,-0.0005906067890464328,138
8730454,5,-0.0005890554218694888,139
8981220,11,-0.0005888096966373269,140
8L89547,12,-0.0005873104969396081,141
8981199,11,-0.0005849253720953129,142
8L89276,5,-0.0005825390926474938,143
8L64915,4,-0.0005819775942654815,144
8M31908,12,-0.0005811139999423176,145
8M72996,10,-0.000576044538320275,146
8M31445,5,-0.0005734987680625636,147
8934883,3,-0.0005722948408219963,148
8732656,5,-0.0005708463449991541,149
8N73220,12,-0.000570617619814584,150
8L19988,4,-0.0005695395593647845,151
8800663,12,-0.0005690162033715751,152
8N73454,11,-0.0005682528826582711,153
8N87553,11,-0.0005669840647897217,154
8P14126,7,-0.0005630873602058273,155
8M31543,6,-0.0005599337273451965,156
8M72708,6,-0.0005589280058302393,157
8N73234,12,-0.000558365682081785,158
8309175,4,-0.0005545563290070277,159
8M31634,4,-0.0005535165873880032,160
8P26746,7,-0.000550709904928226,161
8N87592,11,-0.0005492058462550631,162
8N72616,5,-0.0005479827195813414,163
8M31781,11,-0.0005478977582242806,164
8800151,9,-0.0005450290609587682,165
8651998,5,-0.0005449087070701353,166
8N27091,14,-0.0005424969458545092,167
8N06359,5,-0.000538150234206114,168
8732273,1,-0.0005378765658861084,169
8934884,2,-0.0005361046205507591,170
8L89655,5,-0.0005356089131964836,171
8681385,3,-0.0005352594166652125,172
8N73052,5,-0.0005350121937226504,173
8N05840,10,-0.0005323388422766584,174
8N42276,5,-0.0005286655068630353,175
8934227,10,-0.0005254159818832704,176
8939897,5,-0.0005251340662653092,177
8M72530,11,-0.0005242515471763909,178
8N73923,11,-0.0005240890859568026,179
8N87836,14,-0.000523798740687198,180
8L30829,3,-0.0005235227799857967,181
8887243,1,-0.0005212783744354965,182
8M71344,12,-0.0005183420271350769,183
8N05114,14,-0.0005172474702703767,184
8N05175,13,-0.0005152298981556669,185
8732235,2,-0.0005137280859344173,186
8N42273,5,-0.0005126040341565385,187
8681175,4,-0.0005123942974023521,188
8M31874,5,-0.0005117884775245329,189
8N72986,2,-0.0005112336793899885,190
8N13697,13,-0.000511179769091541,191
8P14063,5,-0.0005103129005874507,192
8816959,4,-0.0005093422059871955,193
8939095,10,-0.0005091747952974401,194
8732286,8,-0.0005082155876152683,195
8N73306,15,-0.000506180938828038,196
8N14004,6,-0.0005054367538832594,197
8N28792,15,-0.0005051298066973686,198
8N14143,6,-0.0005045460675319191,199
8N72354,6,-0.0005044302943133516,200
8857252,4,-0.0005041034391979338,201
8N27907,6,-0.0005028249142924324,202
8N06532,4,-0.00049953768029809,203
8N14539,11,-0.0004993106031179195,204
8N73989,12,-0.0004979006771463901,205
8N05256,13,-0.0004978663619112922,206
8939582,10,-0.0004976777945557842,207
8N06477,12,-0.0004975316969648702,208
8747234,10,-0.0004972624709580487,209
8800090,6,-0.0004970592235622462,210
8N73568,6,-0.0004963142528140452,211
8L52905,7,-0.0004962019047525246,212
8M72565,11,-0.0004959066027367953,213
8N14527,11,-0.0004956287484674249,214
8N05442,6,-0.0004931844414386433,215
8N87960,13,-0.0004930735540256137,216
8M71106,13,-0.0004926811197947245,217
8732595,7,-0.0004921622107758594,218
8N28091,2,-0.0004920512001262978,219
8L64060,14,-0.0004919110324408393,220
8P14196,5,-0.0004914756468679116,221
8N73432,11,-0.0004910063507850282,222
8N72045,2,-0.0004903383251075866,223
8N72663,5,-0.0004898526567558292,224
8N05655,14,-0.0004886095703113824,225
8N28224,8,-0.0004883977677536677,226
8M31297,6,-0.00048798087664181367,227
8N28510,2,-0.0004879516091023106,228
8L89639,5,-0.0004877212613791926,229
8N73678,13,-0.0004872522467849194,230
8N73444,11,-0.0004869127542406204,231
8L48691,10,-0.0004864975344389677,232
8N28767,4,-0.0004844074555876432,233
8943129,4,-0.0004838440472667571,234
8N42647,7,-0.0004836899424844887,235
8800339,7,-0.0004825986070500221,236
8681076,5,-0.00048011181297624717,237
8981920,6,-0.0004800136231892793,238
8L64598,12,-0.00047937105046003126,239
8N28470,2,-0.000478888397992705,240
8M72218,8,-0.00047872103277768474,241
8681356,5,-0.00047869614718365483,242
8118433,4,-0.000478035697597079,243
8L52978,5,-0.00047794816782698035,244
8N14673,13,-0.0004763488432217855,245
8P11526,15,-0.0004760578704008367,246
8N73442,11,-0.000475708169688005,247
8M71480,13,-0.00047565720160491765,248
8N73680,13,-0.0004749380714201834,249
8816930,4,-0.00047248595728888176,250
8651899,5,-0.0004715518607554259,251
8800170,10,-0.00047048159285623115,252
8M31653,11,-0.0004695970110333292,253
8L52419,4,-0.00046872693701516255,254
8N06527,5,-0.00046866612865414936,255
8939119,10,-0.0004684516025008634,256
8N14176,6,-0.0004673116400226718,257
8N05423,4,-0.00046726185610168613,258
8N06474,12,-0.00046644904250570107,259
8887315,6,-0.000465241424535634,260
8943880,5,-0.00046501420274580596,261
8N27864,6,-0.0004643324155040318,262
8800022,5,-0.0004624454868462635,263
8730493,4,-0.0004609209627233213,264
8L57990,13,-0.0004600387401296757,265
8N72578,4,-0.0004576082328640041,266
8M71489,13,-0.00045733176011708565,267
8800967,12,-0.0004571679437503917,268
8L26578,6,-0.00045548801244876813,269
8L52965,6,-0.0004550445246422896,270
8747569,9,-0.0004549591121758567,271
8800352,5,-0.0004547828475551796,272
8L30164,12,-0.00045466041592590045,273
8N06290,2,-0.00045231922376842704,274
8L64754,13,-0.000451713769507478,275
8747742,9,-0.00045086141653882805,276
8L30695,12,-0.00045079678056936245,277
8N73311,15,-0.00044993253504799213,278
8N87999,13,-0.00044938934388483176,279
8939615,6,-0.0004456013430171879,280
8934343,10,-0.00044284102136771253,281
8981047,12,-0.00044136638280178886,282
8L89722,4,-0.0004411333602547529,283
8747518,5,-0.00044041857927368255,284
8N06554,4,-0.0004402589147503022,285
8N42545,7,-0.00043913630361203104,286
8N13700,13,-0.0004387550179671962,287
