target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.06456106548527671,0.00016262233119717056,397,1,2
14,13,Southern 3,0.06270093570451934,0.00010736461593239613,584,2,5
14,7,Onøy og Lurøy,0.058955560623431026,0.0002276276471947144,259,3,1
14,6,Indre Kvarøy,0.03896508296285831,0.00010945248023274807,356,4,4
14,4,Gjerøy,0.03013816844383168,5.4011054558838135e-05,558,5,6
14,8,Lovund,0.01747272748243629,0.00011058688280022967,158,6,3
14,11,Southern 1,0.01030990677228472,1.768423117029969e-05,583,7,7
14,9,Sleneset,-0.003250811426095912,-1.9583201362023567e-05,166,8,9
14,0,Nesøy,-0.005097007796901934,-4.283199829329356e-05,119,9,11
14,3,Selvær,-0.007111343757677289,-3.665641112204788e-05,194,10,10
14,5,Hestmannøy,-0.013287038741636769,-1.2325638906898673e-05,1078,11,8
14,15,Southern 5,-0.015522924884506104,-7.684616279458467e-05,202,12,13
14,2,Træna,-0.01968515796888192,-6.741492455096548e-05,292,13,12
14,10,Aldra,-0.021551565609312495,-0.00012457552375325141,173,14,14
14,1,Myken,-0.027628546481348017,-0.00030031028784073934,92,15,15
